index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
125,132.0 to 132.875,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
126,133.0 to 133.75,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
127,134.0 to 134.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
128,135.0 to 135.0,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
129,136.0 to 136.875,18,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
130,137.0 to 137.5,14,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
131,138.0 to 138.5,0,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
132,139.0 to 139.875,0,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
133,140.0 to 140.5,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
134,141.0 to 141.875,11,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",9,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
135,142.0 to 142.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
136,143.0 to 143.875,9,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
137,144.0 to 144.875,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
138,145.0 to 145.5,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
139,146.0 to 146.5,14,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
140,147.0 to 147.66666669999995,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
141,148.0 to 148.66666669999995,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
142,149.0 to 149.66666669999995,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
143,150.0 to 150.66666669999995,0,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
144,151.0 to 151.66666669999995,0,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
145,152.0 to 152.66666669999995,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
146,153.0 to 153.875,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
147,154.0 to 154.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
148,155.0 to 155.875,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
149,156.0 to 156.875,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
150,157.0 to 157.875,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
151,158.0 to 158.0,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
152,159.0 to 159.5,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
153,160.0 to 160.875,18,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
154,161.0 to 161.5,14,"[0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
155,162.0 to 162.5,0,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
156,163.0 to 163.5,0,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
157,164.0 to 164.5,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",7,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
158,165.0 to 165.875,11,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",9,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
159,166.0 to 166.875,9,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
160,167.0 to 167.875,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
161,168.0 to 168.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
162,169.0 to 169.875,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
163,170.0 to 170.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
164,171.0 to 171.875,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
165,172.0 to 172.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
166,173.0 to 173.875,0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
167,174.0 to 174.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
168,175.0 to 175.875,11,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",9,b-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
169,176.0 to 176.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
170,177.0 to 177.875,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
171,178.0 to 178.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
172,179.0 to 179.875,0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
173,180.0 to 180.875,11,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
174,181.0 to 181.875,11,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",9,b-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
175,182.0 to 182.875,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0]",6,b-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
176,183.0 to 183.875,8,"[2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",2,g#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
177,184.0 to 184.875,16,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0]",2,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
178,185.0 to 185.875,11,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",9,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
179,186.0 to 186.875,19,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
180,187.0 to 187.875,9,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
181,188.0 to 188.875,9,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",2,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
182,189.0 to 189.875,11,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0]",9,b-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
183,190.0 to 190.875,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
184,191.0 to 191.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,fMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
185,192.0 to 192.875,16,"[0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0]",2,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
186,193.0 to 193.875,16,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",5,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
187,194.0 to 194.875,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0]",7,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
188,195.0 to 195.875,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",7,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
189,196.0 to 196.875,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
190,197.0 to 197.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
191,198.0 to 198.875,11,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",9,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
192,199.0 to 199.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
193,200.0 to 200.875,11,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
194,201.0 to 201.875,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
195,202.0 to 202.5,11,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",9,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
196,203.0 to 203.5,11,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",9,f#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
197,204.0 to 204.875,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
198,205.0 to 205.5,11,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",9,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
199,206.0 to 206.5,11,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",9,f#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
200,207.0 to 207.5,11,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",9,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
201,208.0 to 208.5,11,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",9,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
202,209.0 to 209.5,11,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",9,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
203,210.0 to 210.875,2,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",1,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
204,211.0 to 211.5,16,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",7,bMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
205,212.0 to 212.5,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
206,213.0 to 213.0,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
207,214.0 to 214.0,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
208,215.0 to 215.0,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
209,216.0 to 216.0,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
210,217.75 to 217.75,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
211,218.0 to 218.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
212,219.0 to 219.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
213,220.0 to 220.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
214,221.0 to 221.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
215,222.0 to 222.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
216,224.0 to 224.0,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,gMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
217,225.0 to 225.875,13,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
218,226.0 to 226.0,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
219,227.0 to 227.0,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
220,228.0 to 228.5,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
221,229.0 to 229.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
222,230.0 to 230.5,0,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
223,231.0 to 231.0,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
224,232.0 to 232.0,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
225,233.0 to 233.0,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
226,234.0 to 234.0,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
227,235.3333333 to 235.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
228,236.0 to 236.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
229,237.0 to 237.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
230,238.0 to 238.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
231,239.0 to 239.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
232,240.0 to 240.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
233,242.0 to 242.0,3,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1]",4,gMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
234,243.0 to 243.875,13,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
235,244.0 to 244.0,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
236,245.0 to 245.0,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
237,246.0 to 246.5,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
238,247.0 to 247.5,9,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",2,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
239,248.0 to 248.5,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,gMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
240,249.0 to 249.5,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
241,250.0 to 250.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
242,251.0 to 251.5,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
243,252.0 to 252.875,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
244,253.0 to 253.875,9,"[1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0]",2,g#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
245,254.0 to 254.875,14,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1]",8,gMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
246,255.0 to 255.875,8,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
247,256.0 to 256.875,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
248,257.0 to 257.875,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
249,258.0 to 258.875,6,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
250,259.0 to 259.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
251,260.0 to 260.875,6,"[1, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 2]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
252,261.0 to 261.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
253,262.0 to 262.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
