index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
254,263.0 to 263.875,7,"[1, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
255,264.0 to 264.75,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
256,265.0 to 265.75,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
257,266.0 to 266.875,6,"[1, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 2]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
258,267.0 to 267.875,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
259,268.0 to 268.875,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
260,269.0 to 269.875,7,"[1, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
261,270.0 to 270.0,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
262,271.0 to 271.0,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",5,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
263,272.5 to 272.5,16,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",2,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
264,273.0 to 273.0,14,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
265,274.0 to 274.0,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",4,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
266,275.5 to 275.5,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",5,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
267,276.0 to 276.875,13,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
268,277.0 to 277.0,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
269,278.0 to 278.0,0,"[0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
270,279.0 to 279.0,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
271,280.0 to 280.0,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",4,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
272,285.0 to 285.0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
273,286.0 to 286.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
274,287.0 to 287.6666667,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
275,288.0 to 288.0,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
276,289.75 to 289.75,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
277,290.0 to 290.6666667,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
278,291.0 to 291.0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
279,292.0 to 292.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
280,293.0 to 293.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
281,294.0 to 294.0,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
282,295.75 to 295.75,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
283,296.0 to 296.6666667,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
284,297.0 to 297.0,12,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",8,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
285,298.0 to 298.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
286,299.0 to 299.0,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
287,300.0 to 300.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",7,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
288,301.0 to 301.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
289,302.0 to 302.0,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
290,303.0 to 303.875,12,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
291,304.0 to 304.875,0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
292,305.0 to 305.6666667,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
293,306.0 to 306.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
294,307.0 to 307.5,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
295,308.0 to 308.5,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
296,309.0 to 309.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
297,310.0 to 310.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
298,311.0 to 311.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
299,312.0 to 312.0,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
300,313.75 to 313.75,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
301,314.0 to 314.6666667,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
302,315.0 to 315.0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
303,316.0 to 316.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
304,317.0 to 317.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
305,318.0 to 318.0,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
306,319.75 to 319.75,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
307,320.0 to 320.6666667,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
308,321.0 to 321.0,12,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",8,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
309,322.0 to 322.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
310,323.0 to 323.0,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
311,324.0 to 324.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",7,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
312,325.0 to 325.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
313,326.0 to 326.0,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
314,327.0 to 327.0,12,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
315,328.0 to 328.0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
316,329.0 to 329.0,16,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
317,330.0 to 330.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
318,331.0 to 331.875,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
319,332.0 to 332.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
320,333.0 to 333.875,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
321,334.0 to 334.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
322,335.0 to 335.875,0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
323,336.0 to 336.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
324,337.0 to 337.875,11,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",9,b-Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
325,338.0 to 338.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
326,339.0 to 339.875,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
327,340.0 to 340.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
328,341.0 to 341.875,0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
329,342.0 to 342.875,11,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
330,343.0 to 343.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
331,344.0 to 344.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,b-Minor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
332,345.0 to 345.875,14,"[0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0]",8,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
333,346.0 to 346.875,11,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",9,f#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
334,347.0 to 347.875,11,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",9,f#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
335,348.0 to 348.875,19,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",1,fMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
336,349.0 to 349.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,fMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
337,350.0 to 350.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,fMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
338,351.0 to 351.875,16,"[0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",9,aMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
339,352.0 to 352.875,16,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",9,aMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
340,353.0 to 353.875,16,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",9,aMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
341,354.0 to 354.875,2,"[0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0]",6,fMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
342,355.0 to 355.875,2,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]",6,fMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
343,356.0 to 356.875,2,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]",6,fMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
344,357.0 to 357.875,5,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2]",5,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
345,358.0 to 358.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
346,359.0 to 359.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
347,360.0 to 360.875,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",3,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
348,361.0 to 361.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",7,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
349,362.0 to 362.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",7,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
350,363.0 to 363.875,14,"[0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1]",5,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
351,364.0 to 364.875,14,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
352,365.0 to 365.875,14,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
353,366.0 to 366.875,9,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]",7,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
354,367.0 to 367.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",7,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
355,368.0 to 368.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",7,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
356,369.0 to 369.875,19,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
357,370.0 to 370.875,16,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
358,371.0 to 371.875,16,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
359,372.0 to 372.875,14,"[1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0]",8,cMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
360,373.0 to 373.5,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
361,374.0 to 374.5,13,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",2,g#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
362,375.0 to 375.875,14,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",2,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
363,376.0 to 376.5,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
364,377.0 to 377.5,13,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",2,g#Major,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
365,378.0 to 378.5,12,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",2,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
366,379.0 to 379.5,12,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",2,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
367,380.0 to 380.5,12,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",2,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
368,381.0 to 381.0,14,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
369,384.0 to 384.5,13,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",2,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
370,385.0 to 385.5,13,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",2,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
371,386.0 to 386.5,13,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",2,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
372,387.0 to 387.0,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,gMinor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
373,390.0 to 390.5,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
374,391.0 to 391.5,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
375,392.0 to 392.6666667,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
376,393.0 to 393.0,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
377,396.0 to 396.5,10,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
378,397.0 to 397.5,10,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
379,398.0 to 398.6666667,10,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
380,399.0 to 399.0,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
381,402.0 to 402.5,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
382,403.0 to 403.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
383,404.0 to 404.875,14,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
