index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
160,161.0 to 161.75,3,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
161,162.0 to 162.875,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
162,163.0 to 163.875,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
163,164.125 to 164.875,3,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",2,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
164,165.0 to 165.875,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
165,166.0 to 166.91666669999995,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
166,167.0 to 167.875,17,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
167,168.33333330000005 to 168.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
168,169.0 to 169.625,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
169,170.0 to 170.875,18,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
170,171.0 to 171.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
171,172.0 to 172.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
172,173.125 to 173.75,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
173,174.0 to 174.95833330000005,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
174,175.0 to 175.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
175,176.0 to 176.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
176,177.0 to 177.875,14,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
177,178.0 to 178.75,12,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 1]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv
178,179.0 to 179.875,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
179,180.0 to 180.9166667,1,"[1, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
180,181.5 to 181.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
181,182.0 to 182.5,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
182,183.5 to 183.875,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
183,184.125 to 184.375,5,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
184,185.3333333 to 185.875,18,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",7,eMajor,Piano Sonata K330 i C major.mid by Mozart.csv
185,186.125 to 186.375,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
186,187.125 to 187.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
187,188.0 to 188.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
188,189.0 to 189.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
189,190.625 to 190.75,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
190,191.0 to 191.875,5,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
191,192.3333333 to 192.875,18,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",7,eMajor,Piano Sonata K330 i C major.mid by Mozart.csv
192,193.125 to 193.625,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
193,194.125 to 194.875,6,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
194,195.875 to 195.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
195,197.0 to 197.125,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
196,198.875 to 198.875,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
197,199.0 to 199.875,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
198,200.3333333 to 200.8333333,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
199,201.125 to 201.875,15,"[2, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
200,202.0 to 202.875,18,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
201,203.0 to 203.75,15,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
202,204.0 to 204.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
203,205.25 to 205.7916667,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
204,206.125 to 206.8333333,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
205,207.0 to 207.75,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
206,208.0 to 208.875,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
207,209.0 to 209.875,8,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv
208,210.0 to 210.75,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
209,211.0416667 to 211.7916667,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
210,212.0 to 212.875,9,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
211,213.25 to 213.7916667,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
212,214.125 to 214.625,8,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
213,215.0 to 215.875,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
214,216.25 to 216.7916667,8,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
215,217.0 to 217.875,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
216,218.3333333 to 218.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
217,219.0 to 219.75,3,"[1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
218,220.0 to 220.875,3,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",2,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
219,221.125 to 221.875,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
220,222.0 to 222.875,15,"[2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
221,223.25 to 223.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
222,224.0833333 to 224.625,14,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
223,225.0 to 225.875,16,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
224,226.0 to 226.875,19,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
225,227.0 to 227.5,19,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
226,228.0 to 228.875,16,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
227,229.25 to 229.9166667,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
228,230.0 to 230.875,17,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
229,231.3333333 to 231.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
230,232.125 to 232.5,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",4,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv
231,233.0 to 233.75,17,"[1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
232,234.125 to 234.5,10,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
233,235.0 to 235.875,15,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
234,236.0 to 236.875,18,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
235,237.0 to 237.875,16,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1,gMinor,Piano Sonata K330 i C major.mid by Mozart.csv
236,238.0 to 238.6666667,4,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
237,239.125 to 239.875,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
238,240.125 to 240.875,4,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
239,241.0 to 241.875,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,gMinor,Piano Sonata K330 i C major.mid by Mozart.csv
240,242.0 to 242.9166667,13,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
241,243.0 to 243.875,15,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
242,244.125 to 244.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
243,245.25 to 245.875,4,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
244,246.0 to 246.875,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0]",1,fMinor,Piano Sonata K330 i C major.mid by Mozart.csv
245,247.0 to 247.75,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
246,248.0 to 248.875,18,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
247,249.2083333 to 249.75,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
248,250.0 to 250.625,12,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",7,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
249,251.0 to 251.875,19,"[0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0]",1,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
250,252.0 to 252.875,10,"[0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
251,253.0416667 to 253.625,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
252,254.0 to 254.875,8,"[3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
253,255.0 to 255.75,10,"[0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
254,257.0416667 to 257.625,4,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
255,258.0 to 258.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
256,259.25 to 259.875,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
257,260.0 to 260.75,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
258,261.0 to 261.875,18,"[1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
259,262.0 to 262.6666667,3,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
260,263.125 to 263.625,4,"[1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
261,264.0 to 264.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
262,265.125 to 265.8333333,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
263,266.0 to 266.625,9,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
264,267.0 to 267.875,7,"[1, 0, 1, 0, 1, 0, 2, 1, 0, 2, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
265,268.25 to 268.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
266,269.125 to 269.625,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
267,270.0 to 270.875,6,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
268,271.0 to 271.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
269,272.0416667 to 272.625,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
270,273.125 to 273.8333333,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
271,274.0 to 274.875,6,"[1, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
272,275.0 to 275.9166667,18,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
273,276.0 to 276.875,4,"[0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
274,277.0 to 277.875,14,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
275,278.25 to 278.6666667,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
276,279.125 to 279.5,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
277,280.0 to 280.875,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
278,281.0 to 281.875,7,"[1, 0, 2, 0, 1, 0, 2, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
279,282.125 to 282.8333333,7,"[1, 0, 1, 0, 1, 0, 2, 1, 0, 2, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
280,283.0 to 283.75,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
281,284.0 to 284.875,13,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
282,285.0 to 285.75,6,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
283,286.0 to 286.875,3,"[0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
284,287.0 to 287.875,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
285,288.0 to 288.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
286,289.125 to 289.875,4,"[1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
287,290.0 to 290.75,6,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
288,291.0 to 291.875,13,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
289,292.0 to 292.8333333,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
290,293.0833333 to 293.875,3,"[0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
291,294.0 to 294.875,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
292,295.0 to 295.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
293,296.0 to 296.875,4,"[1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
294,297.0 to 297.8333333,3,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
295,298.0 to 298.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
296,299.0 to 299.9166667,18,"[2, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
297,300.0 to 300.875,0,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
298,301.0 to 301.875,7,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
299,303.0 to 303.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
300,304.0833333 to 304.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
301,305.0 to 305.875,12,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv
302,306.3333333 to 306.75,16,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",4,c#Major,Piano Sonata K330 i C major.mid by Mozart.csv
303,307.125 to 307.625,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",4,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv
304,308.0 to 308.875,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,gMinor,Piano Sonata K330 i C major.mid by Mozart.csv
305,309.0 to 309.875,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
306,310.75 to 310.75,18,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,dMinor,Piano Sonata K330 i C major.mid by Mozart.csv
307,311.25 to 311.75,6,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
308,312.0 to 312.875,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
309,313.6666667 to 313.6666667,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
310,314.125 to 314.625,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
311,315.0 to 315.875,0,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
312,316.25 to 316.6666667,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
313,317.125 to 317.125,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
314,318.125 to 318.125,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,eMajor,Piano Sonata K330 i C major.mid by Mozart.csv
315,319.0 to 319.875,0,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
316,320.375 to 320.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
317,321.125 to 321.625,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
318,322.0 to 322.5,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",3,e-Minor,Piano Sonata K330 i C major.mid by Mozart.csv
319,323.0 to 323.875,4,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
320,324.25 to 324.625,14,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
321,325.0 to 325.875,18,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",6,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
322,326.0 to 326.875,5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
323,327.6666667 to 327.75,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
