index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
127,135.0 to 135.83333330000002,1,"[1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-IV/vii,F#G-ACE,salmon,16
128,136.0 to 136.83333330000002,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
129,137.0 to 137.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
130,138.0 to 138.75,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
131,139.0 to 139.875,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
132,140.0 to 140.75,12,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
133,141.0 to 141.83333330000005,12,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 1]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
134,142.0 to 142.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
135,143.0 to 143.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
136,144.0 to 144.875,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13
137,145.0 to 145.875,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
138,146.0 to 146.83333330000005,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13
139,147.0 to 147.83333330000005,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
140,148.0 to 148.08333330000005,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
141,149.0 to 149.25,9,"[1, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0]",g#Major,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
142,150.125 to 150.79166669999995,4,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1]",gMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8
143,152.0 to 152.625,18,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11
144,153.0 to 153.625,13,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12
145,154.0 to 154.625,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12
146,155.0 to 155.625,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
147,156.0 to 156.125,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
148,157.0 to 157.125,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
149,158.0 to 158.66666669999995,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
150,160.0 to 160.66666669999995,17,"[3, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,CmajTriad,CEG,blueviolet,5
151,162.0 to 162.91666669999995,15,"[1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj1-4tet,C-DEF,blue,3
152,163.0 to 163.83333330000005,10,"[0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0]",b-Major,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
153,164.0 to 164.25,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
154,166.0 to 166.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10
155,167.0 to 167.5,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12
156,168.0 to 168.625,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8
157,169.0 to 169.5,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
158,170.0 to 170.75,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
159,171.0 to 171.5,3,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
160,172.0 to 172.5,8,"[2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
161,174.0 to 174.83333330000005,15,"[1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj1-4tet,C-DEF,blue,3
162,175.0 to 175.75,10,"[0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0]",b-Major,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
163,176.0 to 176.125,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",gMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
164,178.0 to 178.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10
165,179.0 to 179.5,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12
166,180.0 to 180.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8
167,181.0 to 181.5,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
168,182.0 to 182.75,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
169,183.0 to 183.9166667,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
170,184.0 to 184.625,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
171,185.0 to 185.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8
172,186.0 to 186.875,14,"[1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19
173,187.0 to 187.875,15,"[2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj1-4tet,C-DEF,blue,3
174,188.0 to 188.625,2,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,2/4ofCmaj,DF,green,4
175,189.0 to 189.5,2,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,2/4ofCmaj,DF,green,4
176,190.0 to 190.875,2,"[0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0]",b-Major,Piano Sonata K311 i D major.mid by Mozart.csv,1777,2/4ofCmaj,DF,green,4
177,191.0 to 191.8333333,12,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
178,192.0 to 192.625,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
179,193.0 to 193.6666667,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
180,194.0 to 194.875,3,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
181,195.0 to 195.875,10,"[0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
182,196.0 to 196.5,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
183,197.0 to 197.625,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8
184,198.0 to 198.75,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19
185,199.0 to 199.75,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",fMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10
186,200.0 to 200.8333333,8,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
187,201.0 to 201.8333333,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",fMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10
188,202.0 to 202.8333333,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8
189,203.0 to 203.75,10,"[1, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
190,204.0 to 204.8333333,2,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",aMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,2/4ofCmaj,DF,green,4
191,205.0 to 205.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
192,206.0 to 206.8333333,19,"[0, 0, 0, 0, 1, 2, 0, 1, 0, 2, 0, 0]",fMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,4ofC,F-AC,cyan,1
193,207.0 to 207.75,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 1]",fMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
194,208.0 to 208.8333333,3,"[1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
195,209.0 to 209.5,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
196,210.0 to 210.75,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
197,211.0 to 211.75,15,"[2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj1-4tet,C-DEF,blue,3
198,212.0 to 212.8333333,3,"[1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
199,213.0 to 213.5,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
200,214.0 to 214.8333333,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
201,215.0 to 215.75,15,"[2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj1-4tet,C-DEF,blue,3
202,216.0 to 216.75,6,"[1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13
203,217.0 to 217.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,CmajTriad,CEG,blueviolet,5
204,218.0 to 218.75,6,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13
205,219.0 to 219.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,CmajTriad,CEG,blueviolet,5
206,220.0 to 220.625,6,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13
207,221.125 to 221.6666667,6,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13
208,222.25 to 222.875,6,"[1, 1, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13
209,223.125 to 223.75,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12
210,224.0 to 224.625,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
211,225.0 to 225.625,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
212,226.0 to 226.625,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
213,227.0 to 227.75,5,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
214,228.0 to 228.6666667,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
215,229.0 to 229.625,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2
216,230.0 to 230.5,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
217,231.0 to 231.75,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
218,232.0 to 232.5,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
219,233.0 to 233.625,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15
220,234.0 to 234.625,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",b-Minor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
221,235.0 to 235.8333333,4,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8
222,236.0 to 236.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
223,237.0 to 237.8333333,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11
224,238.0 to 238.5,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
225,239.0 to 239.5,16,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10
226,240.0 to 240.625,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
227,241.0 to 241.875,12,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",aMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
228,242.0 to 242.625,5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
229,243.0 to 243.875,5,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
230,244.0 to 244.625,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
231,245.0 to 245.875,12,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
232,246.0 to 246.625,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
233,247.0 to 247.75,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18
234,248.0 to 248.875,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
235,249.0 to 249.875,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",cMinor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14
236,250.0 to 250.6666667,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
237,251.0 to 251.75,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
238,252.0 to 252.75,3,"[0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
239,253.0 to 253.8333333,10,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
240,254.0 to 254.75,9,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
241,255.0 to 255.75,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15
242,256.0 to 256.75,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
243,257.0 to 257.75,10,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
244,258.0 to 258.75,9,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
245,259.0 to 259.75,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15
246,260.0 to 260.75,5,"[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
247,261.0 to 261.8333333,10,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
248,262.0 to 262.75,9,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
249,263.0 to 263.75,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15
250,264.0 to 264.75,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
251,265.0 to 265.8333333,10,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6
252,266.0 to 266.75,9,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
253,267.0 to 267.75,0,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15
254,268.0 to 268.3333333,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
255,269.0 to 269.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17
256,270.0 to 270.875,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7
257,271.0 to 271.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9
258,272.0 to 272.8333333,1,"[1, 0, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K311 i D major.mid by Mozart.csv,1777,Gmaj-IV/vii,F#G-ACE,salmon,16
