index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
21,21.0 to 21.75,5,"[0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
22,22.0 to 22.75,4,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
23,23.0 to 23.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
24,24.0 to 24.875,1,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
25,25.0 to 25.875,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
26,26.0 to 26.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
27,27.0 to 27.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
28,28.0 to 28.75,9,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
29,29.0 to 29.75,19,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
30,30.0 to 30.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
31,31.0 to 31.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
32,32.0 to 32.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
33,33.0 to 33.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
34,34.0 to 34.75,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",9,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
35,35.0 to 35.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
36,36.0 to 36.875,3,"[1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
37,37.0 to 37.875,10,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
38,38.0 to 38.0,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",9,c#Major,Piano Sonata K279 i C major.mid by Mozart.csv
39,39.0 to 39.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
40,40.0 to 40.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
41,41.0 to 41.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
42,42.0 to 42.75,19,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",9,fMinor,Piano Sonata K279 i C major.mid by Mozart.csv
43,43.0 to 43.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
44,44.0 to 44.875,4,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
45,45.0 to 45.875,18,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
46,46.0 to 46.75,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",3,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
47,47.0 to 47.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
48,48.0 to 48.5,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
49,49.0 to 49.875,13,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
50,50.0 to 50.75,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",3,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
51,51.0 to 51.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
52,52.0 to 52.5,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
53,53.0 to 53.875,13,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
54,54.0 to 54.875,4,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
55,55.0 to 55.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
56,56.0 to 56.875,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
57,57.0 to 57.875,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
58,58.0 to 58.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1]",5,gMinor,Piano Sonata K279 i C major.mid by Mozart.csv
59,59.0 to 59.875,19,"[1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0]",9,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
60,60.0 to 60.5,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
61,62.0 to 62.125,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
62,63.125 to 63.25,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
63,64.0 to 64.75,5,"[0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 3]",5,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
64,65.0 to 65.75,14,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2]",5,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
65,66.0 to 66.875,14,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",2,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
66,67.125 to 67.625,14,"[0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0]",5,eMinor,Piano Sonata K279 i C major.mid by Mozart.csv
67,68.0 to 68.75,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1]",4,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
68,69.0 to 69.75,18,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
69,70.0 to 70.125,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",4,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
70,71.125 to 71.25,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",4,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
71,72.0 to 72.75,7,"[1, 0, 1, 0, 0, 0, 2, 0, 0, 3, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
72,73.0 to 73.75,7,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
73,74.0 to 74.875,1,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
74,75.125 to 75.625,0,"[1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
75,76.0 to 76.75,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
76,77.0 to 77.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
77,78.0 to 78.75,1,"[1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
78,79.0 to 79.75,1,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
79,80.0 to 80.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
80,81.0 to 81.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
81,82.0 to 82.75,1,"[1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
82,83.0 to 83.75,1,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
83,84.0 to 84.75,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
84,85.0 to 85.875,1,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
85,86.0 to 86.75,9,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0]",8,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
86,87.0 to 87.875,1,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
87,88.0 to 88.75,3,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
88,89.0 to 89.875,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
89,90.0 to 90.75,12,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",2,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
90,91.0 to 91.875,13,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
91,92.0 to 92.75,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
92,93.0 to 93.875,1,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
93,94.0 to 94.75,9,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0]",8,aMajor,Piano Sonata K279 i C major.mid by Mozart.csv
94,95.0 to 95.875,1,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
95,96.0 to 96.75,3,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
96,97.0 to 97.875,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
97,98.0 to 98.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
98,99.0 to 99.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
99,100.0 to 100.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
100,101.0 to 101.875,18,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
101,102.0 to 102.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
102,103.0 to 103.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
103,104.0 to 104.75,18,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
104,105.0 to 105.75,18,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
105,106.0 to 106.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",4,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
106,107.0 to 107.5,12,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
107,108.0 to 108.5,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",3,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
108,109.0 to 109.5,14,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
109,110.125 to 110.875,14,"[1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
110,111.0 to 111.5,14,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
111,112.0 to 112.75,13,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",4,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
112,113.25 to 113.875,14,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]",2,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
113,114.3333333 to 114.875,13,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",4,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
114,115.3333333 to 115.875,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv
115,116.0 to 116.75,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
116,117.0 to 117.875,6,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
117,118.0 to 118.875,7,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
118,119.0 to 119.75,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
119,120.0 to 120.75,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
120,121.0 to 121.75,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
121,122.0 to 122.75,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
122,123.0 to 123.75,7,"[0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
123,124.0 to 124.75,6,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
124,125.0 to 125.75,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
125,126.0 to 126.75,12,"[2, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0]",8,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
126,127.0 to 127.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1]",4,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
127,128.0 to 128.75,3,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
128,129.0 to 129.75,3,"[0, 0, 1, 0, 0, 0, 1, 4, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
129,130.0 to 130.75,9,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
130,131.0 to 131.75,7,"[0, 0, 1, 0, 1, 0, 3, 0, 0, 2, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
131,132.0 to 132.75,5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
132,133.0 to 133.75,6,"[0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
133,134.0 to 134.75,12,"[2, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0]",8,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv
134,135.0 to 135.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1]",4,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
135,136.0 to 136.75,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 2]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
136,137.0 to 137.75,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
137,138.0 to 138.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
138,139.0 to 139.75,0,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
139,140.0 to 140.0,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
140,141.0 to 141.75,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv
141,142.0 to 142.75,1,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
142,143.0 to 143.5,0,"[0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
143,144.0 to 144.75,1,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",0,e-Minor,Piano Sonata K279 i C major.mid by Mozart.csv
144,145.0 to 145.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
145,146.0 to 146.75,3,"[1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1]",0,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
146,147.0 to 147.75,0,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
147,148.0 to 148.75,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
148,149.0 to 149.75,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv
149,150.0 to 150.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
150,152.0 to 152.75,8,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
151,153.0 to 153.75,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
152,154.0 to 154.75,14,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
153,155.0 to 155.75,10,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
154,156.0 to 156.0,19,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0]",9,fMinor,Piano Sonata K279 i C major.mid by Mozart.csv
155,157.0 to 157.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
156,158.0 to 158.875,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
157,159.0 to 159.875,2,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv
158,160.0 to 160.75,8,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
159,161.0 to 161.75,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
160,162.0 to 162.75,14,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
161,163.0 to 163.75,10,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
162,164.0 to 164.0,19,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0]",9,fMinor,Piano Sonata K279 i C major.mid by Mozart.csv
163,165.0 to 165.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv
