index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
121,124.25 to 124.625,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
122,125.0 to 125.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
123,126.125 to 126.875,8,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",e-Minor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
124,127.1666667 to 127.75,18,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2]",dMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
125,128.0 to 128.75,17,"[1, 0, 0, 0, 2, 0, 1, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
126,129.0 to 129.75,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
127,130.0 to 130.875,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
128,131.2083333 to 131.875,13,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
129,132.0 to 132.875,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
130,133.0 to 133.75,8,"[3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
131,134.0 to 134.79166669999998,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
132,135.0 to 135.66666669999998,18,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
133,136.0 to 136.875,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
134,137.125 to 137.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
135,138.66666669999998 to 138.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
136,139.125 to 139.875,7,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 2, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
137,140.0 to 140.75,6,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
138,141.5 to 141.75,7,"[0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
139,142.0 to 142.91666669999995,0,"[1, 1, 2, 0, 1, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
140,143.0 to 143.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
141,144.625 to 144.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
142,145.0 to 145.875,7,"[1, 0, 2, 0, 0, 0, 1, 2, 0, 2, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
143,146.125 to 146.625,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
144,147.33333330000005 to 147.95833330000005,7,"[0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
145,148.0 to 148.91666669999995,7,"[1, 1, 2, 0, 1, 0, 1, 1, 0, 2, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
146,149.125 to 149.875,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
147,150.0 to 150.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
148,151.125 to 151.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
149,152.125 to 152.875,6,"[0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
150,153.125 to 153.875,6,"[0, 0, 3, 0, 0, 1, 0, 3, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
151,154.0 to 154.875,3,"[1, 0, 1, 0, 1, 1, 0, 3, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
152,155.0 to 155.70833330000005,4,"[1, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0]",e-Minor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
153,156.0 to 156.875,4,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
154,157.125 to 157.625,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
155,158.0 to 158.91666669999995,11,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
156,159.04166669999995 to 159.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
157,160.0 to 160.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
158,161.0 to 161.875,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
159,162.0 to 162.91666669999995,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
160,163.125 to 163.875,6,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
161,164.0 to 164.83333330000005,6,"[0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
162,165.0 to 165.875,6,"[0, 0, 3, 0, 0, 1, 0, 3, 0, 0, 0, 3]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
163,166.0 to 166.875,3,"[1, 0, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
164,167.125 to 167.875,4,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
165,168.25 to 168.625,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
166,169.0 to 169.66666669999995,14,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",e-Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
167,170.0 to 170.875,11,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",f#Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
168,171.125 to 171.875,11,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",f#Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
169,172.125 to 172.875,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
170,173.125 to 173.875,5,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
171,174.25 to 174.875,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
172,175.0 to 175.66666669999995,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
173,176.0 to 176.875,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
174,177.0 to 177.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
175,178.125 to 178.875,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
176,179.25 to 179.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
177,180.25 to 180.875,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
178,181.0 to 181.875,5,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
179,182.0 to 182.875,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
180,183.125 to 183.625,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
181,184.25 to 184.8333333,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
182,185.125 to 185.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
183,186.25 to 186.9583333,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
184,187.0 to 187.6666667,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
185,188.125 to 188.875,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
186,189.0 to 189.875,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
187,190.0 to 190.75,3,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
188,191.0833333 to 191.875,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
189,192.3333333 to 192.75,1,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
190,193.0 to 193.875,13,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
191,194.0 to 194.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
192,195.0 to 195.875,0,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
193,196.2083333 to 196.7916667,3,"[2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 2]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
194,197.0 to 197.5,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
195,198.125 to 198.375,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
196,199.125 to 199.25,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
197,200.0 to 200.25,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
198,201.0 to 201.375,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
199,202.125 to 202.9166667,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
200,204.375 to 204.375,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
201,205.25 to 205.875,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
202,206.0 to 206.75,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
203,207.625 to 207.75,18,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
204,208.125 to 208.8333333,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
205,209.125 to 209.375,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
206,210.0 to 210.875,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
207,211.125 to 211.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
208,212.125 to 212.375,4,"[1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
209,213.125 to 213.875,18,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
210,214.0 to 214.875,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
211,215.0 to 215.5,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
212,216.125 to 216.125,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
213,217.125 to 217.875,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
214,218.25 to 218.75,4,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
215,219.375 to 219.5,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
216,220.1666667 to 220.375,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
217,221.0 to 221.875,13,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
218,222.375 to 222.5416667,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
219,223.25 to 223.625,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
220,224.0 to 224.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
221,225.0 to 225.75,15,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
222,226.125 to 226.875,5,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
223,227.0 to 227.875,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
224,228.25 to 228.6666667,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
225,229.0 to 229.875,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
226,230.125 to 230.75,17,"[2, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
227,231.125 to 231.875,3,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
228,232.125 to 232.875,15,"[2, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
229,233.0 to 233.75,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
230,234.0 to 234.875,18,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
231,235.125 to 235.9166667,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
232,236.0 to 236.875,17,"[1, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
233,237.25 to 237.75,2,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,2/4ofCmaj,DF,green,4
234,238.0 to 238.875,15,"[2, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
235,239.0 to 239.75,6,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
236,240.125 to 240.875,9,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
237,241.0 to 241.875,4,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
238,242.3333333 to 242.6666667,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
239,243.0 to 243.875,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
240,244.125 to 244.875,13,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
241,245.125 to 245.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
242,246.3333333 to 246.7083333,16,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",c#Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
243,247.0 to 247.75,10,"[1, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0]",b-Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
244,248.5 to 248.625,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
245,249.0 to 249.875,17,"[2, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
246,250.0 to 250.75,17,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
247,251.0 to 251.875,13,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
248,252.125 to 252.875,19,"[0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0]",fMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
249,253.0 to 253.8333333,10,"[1, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
250,254.0 to 254.875,15,"[2, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
