index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
251,255.0 to 255.875,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
252,256.125 to 256.9583333,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",cMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
253,257.0 to 257.875,10,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",aMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
254,258.125 to 258.875,19,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0]",fMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
255,259.125 to 259.875,17,"[2, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
256,260.0 to 260.5,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
257,261.3333333 to 261.3333333,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
258,262.125 to 262.125,8,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
259,264.0 to 264.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
260,265.125 to 265.875,10,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
261,266.0 to 266.875,10,"[0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
262,267.125 to 267.875,10,"[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
263,268.3333333 to 268.8333333,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
264,269.125 to 269.875,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
265,270.25 to 270.875,16,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",e-Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
266,271.3333333 to 271.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
267,272.0 to 272.875,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
268,273.25 to 273.875,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
269,274.0 to 274.8333333,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",gMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
270,275.0833333 to 275.875,16,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
271,276.25 to 276.875,16,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
272,277.2083333 to 277.75,3,"[0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1]",gMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
273,278.0 to 278.8333333,3,"[1, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
274,279.0 to 279.75,10,"[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
275,280.125 to 280.875,18,"[1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
276,281.125 to 281.875,3,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1]",gMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
277,282.25 to 282.875,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
278,283.0 to 283.875,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
279,284.0 to 284.7916667,16,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",e-Minor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
280,285.0 to 285.875,4,"[1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
281,286.125 to 286.875,14,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
282,287.3333333 to 287.9166667,14,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
283,288.0 to 288.875,12,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",cMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
284,289.0 to 289.9166667,12,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",cMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
285,290.25 to 290.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
286,291.0 to 291.625,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
287,292.0 to 292.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
288,293.0 to 293.875,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
289,294.0 to 294.875,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
290,295.0 to 295.7916667,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
291,296.25 to 296.875,0,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
292,297.1666667 to 297.625,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
293,298.0 to 298.75,3,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
294,299.125 to 299.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
295,300.25 to 300.625,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
296,301.0 to 301.75,6,"[0, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
297,302.0 to 302.875,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
298,303.0 to 303.5,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
299,304.0 to 304.75,0,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0]",b-Minor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
300,305.125 to 305.875,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
301,306.25 to 306.625,5,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
302,307.0 to 307.75,14,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
303,308.0 to 308.875,18,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
304,309.0 to 309.5,0,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
305,310.0 to 310.75,3,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
306,311.125 to 311.875,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
307,312.25 to 312.625,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
308,313.0 to 313.75,6,"[0, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
309,314.0 to 314.875,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
310,315.0 to 315.625,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
311,316.0 to 316.75,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
312,317.125 to 317.875,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
313,318.0 to 318.875,17,"[1, 0, 0, 0, 2, 0, 1, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
314,319.125 to 319.9583333,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
315,320.125 to 320.875,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
316,321.125 to 321.875,13,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
317,322.0 to 322.75,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
318,323.0 to 323.75,8,"[3, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
319,324.125 to 324.875,4,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
320,325.25 to 325.875,18,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
321,326.25 to 326.625,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
322,327.0 to 327.6666667,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
323,328.125 to 328.875,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
324,329.0 to 329.875,14,"[0, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1]",gMinor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
325,330.0 to 330.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
326,331.0 to 331.6666667,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
327,332.0 to 332.875,13,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
328,333.0 to 333.875,12,"[2, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0]",fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
329,334.125 to 334.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
330,335.0 to 335.9166667,8,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
331,336.0 to 336.875,14,"[0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
332,337.0 to 337.6666667,6,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
333,338.0 to 338.75,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
334,339.125 to 339.5,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
335,340.25 to 340.9166667,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
336,341.0 to 341.9166667,6,"[1, 0, 2, 0, 0, 0, 1, 2, 0, 2, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
337,342.0 to 342.375,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
338,343.125 to 343.9166667,0,"[0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
339,344.0 to 344.75,7,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 2, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
340,345.0 to 345.375,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
341,346.125 to 346.875,6,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
342,347.0 to 347.875,7,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 2]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
343,348.25 to 348.25,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
344,349.0 to 349.9166667,0,"[0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
345,350.0 to 350.9583333,7,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 2, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
346,351.0 to 351.875,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
347,352.0 to 352.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
348,353.0 to 353.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
349,354.0 to 354.875,6,"[0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
350,355.0 to 355.875,6,"[0, 0, 3, 0, 0, 1, 0, 3, 0, 0, 0, 3]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
351,356.0 to 356.75,3,"[1, 0, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
352,357.125 to 357.875,4,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
353,358.25 to 358.75,14,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
354,359.0 to 359.75,4,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
355,360.0416667 to 360.875,11,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
356,361.3333333 to 361.3333333,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
357,362.0 to 362.875,13,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
358,363.0 to 363.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
359,364.0 to 364.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
360,365.0 to 365.875,6,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
361,366.0 to 366.75,6,"[0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
362,367.0 to 367.875,6,"[0, 0, 2, 0, 0, 1, 0, 4, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
363,368.0 to 368.75,10,"[1, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
364,369.125 to 369.875,4,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
365,370.25 to 370.75,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
366,371.0 to 371.75,11,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
367,372.125 to 372.875,11,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",f#Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
368,373.0 to 373.875,11,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",f#Major,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,iv_ofDmin,GBb-C#D,yellow,0
369,374.25 to 374.875,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
370,375.25 to 375.7916667,5,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
371,376.0 to 376.6666667,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
372,377.0 to 377.875,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
373,378.0 to 378.875,18,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
374,379.125 to 379.875,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
375,380.0 to 380.625,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
376,381.0 to 381.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
377,382.125 to 382.875,6,"[0, 0, 2, 0, 1, 0, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
378,383.25 to 383.75,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
379,384.0 to 384.75,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
380,385.0 to 385.875,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
381,386.0 to 386.875,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
