index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
160,160.0 to 160.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
161,161.0 to 161.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
162,162.0 to 162.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
163,163.0 to 163.5,5,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2]",0,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
164,164.0 to 164.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
165,165.0 to 165.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
166,166.0 to 166.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
167,167.0 to 167.5,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
168,168.0 to 168.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
169,169.0 to 169.75,16,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
170,170.0 to 170.875,0,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
171,171.0 to 171.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",2,b-Minor,Piano Sonata K279 iii C major.mid by Mozart.csv
172,172.0 to 172.875,16,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,aMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
173,173.0 to 173.75,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",2,b-Minor,Piano Sonata K279 iii C major.mid by Mozart.csv
174,174.0 to 174.75,16,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0]",1,bMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
175,175.0 to 175.5,14,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
176,176.0 to 176.5,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
177,177.0 to 177.5,18,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
178,178.0 to 178.875,17,"[1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
179,179.0 to 179.875,7,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
180,180.0 to 180.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
181,181.0 to 181.875,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
182,182.0 to 182.875,18,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
183,183.0 to 183.875,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
184,184.0 to 184.75,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
185,185.0 to 185.75,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
186,186.0 to 186.75,3,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0]",7,e-Major,Piano Sonata K279 iii C major.mid by Mozart.csv
187,187.0 to 187.75,8,"[2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
188,188.0 to 188.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
189,189.0 to 189.75,9,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
190,190.0 to 190.9166667,1,"[2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
191,191.0 to 191.75,8,"[2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
192,192.0 to 192.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
193,193.0 to 193.875,9,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
194,194.0 to 194.75,6,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
195,195.0 to 195.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
196,196.0 to 196.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
197,197.0 to 197.875,1,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
198,198.0 to 198.75,18,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
199,199.0 to 199.5,12,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0]",5,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
200,200.0 to 200.75,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
201,201.0 to 201.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
202,202.0 to 202.75,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
203,203.0 to 203.75,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
204,204.0 to 204.0,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
205,205.0 to 205.5,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
206,206.0 to 206.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
207,207.0 to 207.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
208,208.0 to 208.75,5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
209,209.0 to 209.75,0,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
210,210.0 to 210.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
211,211.0 to 211.75,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
212,212.0 to 212.0,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
213,213.0 to 213.5,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
214,214.0 to 214.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
215,215.0 to 215.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
216,216.0 to 216.75,5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
217,217.0 to 217.75,0,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
218,218.0 to 218.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
219,219.0 to 219.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
220,220.0 to 220.75,6,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 2]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
221,221.0 to 221.75,7,"[2, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
222,222.0 to 222.0,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
223,223.5 to 223.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
224,224.0 to 224.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
225,225.0 to 225.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
226,226.0 to 226.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
227,227.0 to 227.5,5,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
228,228.0 to 228.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
229,229.0 to 229.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
230,230.0 to 230.875,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",2,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
231,231.0 to 231.5,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
232,232.0 to 232.75,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
233,233.0 to 233.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
234,234.0 to 234.75,9,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",1,aMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
235,235.0 to 235.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
236,236.0 to 236.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
237,237.0 to 237.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
238,238.0 to 238.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
239,239.0 to 239.5,13,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
240,240.0 to 240.5,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
241,241.0 to 241.5,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
242,242.0 to 242.875,16,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
243,243.0 to 243.5,13,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
244,244.0 to 244.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
245,245.0 to 245.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
246,246.0 to 246.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",8,fMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
247,247.0 to 247.5,12,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
248,248.0 to 248.75,19,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
249,249.0 to 249.5,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
250,250.0 to 250.75,14,"[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]",5,eMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
251,251.0 to 251.5,14,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
252,252.0 to 252.75,19,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
253,253.0 to 253.5,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
254,254.0 to 254.75,14,"[1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]",5,eMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
255,255.0 to 255.875,12,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1]",1,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
256,256.0 to 256.875,12,"[1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1]",5,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
257,257.0 to 257.875,12,"[1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1]",5,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
258,258.0 to 258.875,12,"[1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1]",5,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
259,259.0 to 259.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
260,260.0 to 260.0,14,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
261,261.0 to 261.0,14,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
262,262.0 to 262.0,14,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
263,263.5 to 263.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
264,264.0 to 264.875,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",2,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
265,265.0 to 265.625,14,"[0, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
266,266.0 to 266.875,16,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
267,267.0 to 267.625,12,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
268,268.0 to 268.75,14,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
269,269.0 to 269.75,10,"[0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
270,270.0 to 270.75,3,"[0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
271,271.0 to 271.75,3,"[0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
272,272.0 to 272.875,19,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
273,273.0 to 273.625,10,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
274,274.0 to 274.875,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
275,275.0 to 275.625,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
276,276.0 to 276.75,2,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0]",3,fMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
277,277.0 to 277.75,2,"[1, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0]",3,b-Major,Piano Sonata K279 iii C major.mid by Mozart.csv
278,278.0 to 278.75,2,"[1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1]",3,g#Minor,Piano Sonata K279 iii C major.mid by Mozart.csv
279,279.0 to 279.75,19,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
280,280.0 to 280.875,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
281,281.0 to 281.625,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
282,282.0 to 282.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
283,283.0 to 283.625,13,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
284,284.0 to 284.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
285,285.0 to 285.625,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
286,286.0 to 286.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
287,287.0 to 287.625,13,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
288,288.0 to 288.875,15,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
289,289.0 to 289.875,19,"[1, 0, 1, 0, 0, 2, 1, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
290,290.0 to 290.75,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
291,291.0 to 291.75,1,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",7,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
292,292.0 to 292.875,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
293,293.0 to 293.625,15,"[3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
294,294.0 to 294.875,2,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1]",3,b-Major,Piano Sonata K279 iii C major.mid by Mozart.csv
295,295.0 to 295.625,19,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
296,296.0 to 296.875,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
297,297.0 to 297.875,5,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
298,298.0 to 298.875,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
299,299.0 to 299.875,5,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
300,300.0 to 300.875,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
301,301.0 to 301.875,2,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
302,302.0 to 302.75,8,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
303,303.0 to 303.875,8,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
304,304.0 to 304.75,17,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
305,305.0 to 305.75,11,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",2,e-Major,Piano Sonata K279 iii C major.mid by Mozart.csv
306,306.0 to 306.75,19,"[1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
307,307.0 to 307.75,14,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
308,308.0 to 308.75,19,"[2, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
309,309.0 to 309.75,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
310,310.0 to 310.75,1,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0]",7,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
311,311.0 to 311.75,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
312,312.0 to 312.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1]",7,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
313,313.0 to 313.75,15,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
314,314.0 to 314.75,2,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",8,aMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
315,315.0 to 315.75,14,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",9,aMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
316,316.0 to 316.75,19,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 2, 0, 0]",8,fMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
317,317.0 to 317.875,19,"[1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
318,318.0 to 318.75,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
319,319.0 to 319.875,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
320,320.0 to 320.875,18,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
321,321.0 to 321.875,15,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
322,322.0 to 322.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
