index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
128,131.0 to 131.875,7,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
129,132.0 to 132.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
130,133.0 to 133.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
131,134.0 to 134.875,7,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
132,135.0 to 135.5,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
133,136.0 to 136.5,0,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
134,137.0 to 137.5,4,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
135,138.0 to 138.5,18,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",dMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
136,139.0 to 139.5,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",cMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
137,140.0 to 140.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
138,141.0 to 141.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",cMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
139,142.0 to 142.625,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",cMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
140,143.0 to 143.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
141,144.0 to 144.75,16,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",gMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
142,145.0 to 145.75,0,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",aMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
143,146.0 to 146.75,13,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
144,147.0 to 147.75,18,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",dMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
145,148.0 to 148.75,12,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]",cMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
146,149.0 to 149.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
147,150.0 to 150.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",cMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
148,151.0 to 151.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
149,152.0 to 152.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
150,153.0 to 153.75,3,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0]",e-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
151,154.0 to 154.75,3,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
152,155.0 to 155.75,1,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
153,156.0 to 156.75,3,"[0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
154,157.0 to 157.75,3,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
155,158.0 to 158.75,1,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
156,159.0 to 159.0,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
157,161.75 to 161.75,16,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
158,162.0 to 162.0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
159,163.0 to 163.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
160,164.0 to 164.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
161,165.0 to 165.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",fMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
162,166.0 to 166.5,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
163,167.0 to 167.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
164,168.0 to 168.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
165,169.0 to 169.0,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
166,170.0 to 170.0,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
167,171.0 to 171.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
168,172.0 to 172.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",cMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
169,173.0 to 173.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
170,174.0 to 174.75,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
171,175.0 to 175.5,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
172,176.0 to 176.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
173,177.0 to 177.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
174,178.0 to 178.375,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
175,179.0 to 179.0,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
176,180.0 to 180.75,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
177,181.0 to 181.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
178,182.0 to 182.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
179,183.0 to 183.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
180,184.0 to 184.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",cMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
181,185.0 to 185.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
182,186.0 to 186.5,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
183,187.0 to 187.875,1,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
184,188.0 to 188.5,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
185,189.0 to 189.5,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
186,190.0 to 190.5,3,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
187,191.0 to 191.5,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
188,192.0 to 192.75,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
189,193.0 to 193.875,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",gMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
190,194.0 to 194.5,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
191,195.0 to 195.5,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
192,196.0 to 196.5,3,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
193,197.0 to 197.5,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
194,198.0 to 198.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
195,199.0 to 199.875,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
196,200.0 to 200.5,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
197,201.0 to 201.5,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
198,202.0 to 202.5,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
199,203.0 to 203.5,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
200,204.0 to 204.0,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
201,205.5 to 205.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
202,206.0 to 206.5,13,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
203,207.0 to 207.0,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
204,208.5 to 208.75,13,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
205,209.0 to 209.5,14,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
206,210.0 to 210.0,19,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
207,211.5 to 211.75,14,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
208,212.0 to 212.75,0,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
209,213.0 to 213.75,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
210,214.0 to 214.75,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
211,215.0 to 215.75,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
212,216.0 to 216.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
213,217.0 to 217.5,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
214,218.0 to 218.5,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
215,219.0 to 219.5,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
216,220.0 to 220.5,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
217,221.0 to 221.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
218,222.0 to 222.75,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
219,223.0 to 223.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
220,224.0 to 224.75,2,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
221,225.0 to 225.5,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
222,226.0 to 226.5,2,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
223,227.0 to 227.75,16,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
224,228.0 to 228.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
225,229.0 to 229.5,16,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
226,230.0 to 230.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
227,231.0 to 231.5,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
228,232.0 to 232.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
229,233.0 to 233.875,16,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",aMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
230,234.0 to 234.75,14,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",aMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
231,235.0 to 235.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",aMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
232,236.0 to 236.75,16,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
233,237.0 to 237.5,19,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
234,238.0 to 238.5,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
235,239.0 to 239.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",b-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
236,240.0 to 240.5,2,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",b-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
237,241.0 to 241.75,11,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",b-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,iv_ofDmin,GBb-C#D,yellow,0
238,242.0 to 242.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
239,243.0 to 243.75,16,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",g#Minor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
240,244.0 to 244.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
241,245.0 to 245.875,9,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
242,246.0 to 246.75,9,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",fMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
243,247.0 to 247.75,13,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",fMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
244,248.0 to 248.875,9,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1]",fMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
245,249.0 to 249.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
246,250.5 to 250.75,8,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj-root,C-EG,slateblue,2
247,251.0 to 251.75,10,"[0, 0, 3, 0, 3, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
248,252.0 to 252.0,19,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
249,253.5 to 253.875,2,"[0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0]",b-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
250,254.0 to 254.875,19,"[0, 0, 0, 0, 3, 3, 0, 1, 0, 1, 0, 0]",fMinor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
251,255.0 to 255.0,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
252,256.5 to 256.75,14,"[0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
253,257.0 to 257.75,19,"[0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 1, 0]",e-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
254,258.0 to 258.75,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 0]",e-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
255,259.0 to 259.75,19,"[0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 1, 0]",e-Major,Piano Sonata K283 i G major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
256,260.0 to 260.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
257,261.0 to 261.75,18,"[3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
258,262.0 to 262.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3]",gMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
259,263.0 to 263.75,15,"[3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K283 i G major.mid by Mozart.csv,1775,Cmaj1-4tet,C-DEF,blue,3
