index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
124,128.0 to 128.6666667,1,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",3,dMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
125,129.0 to 129.625,2,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
126,130.0 to 130.75,12,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
127,131.0 to 131.75,14,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",8,g#Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
128,132.0 to 132.75,10,"[0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1]",8,gMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
129,133.0 to 133.75,2,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",3,c#Major,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
130,134.0 to 134.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",6,b-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
131,135.0 to 135.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",6,gMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
132,136.0 to 136.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
133,137.0 to 137.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",8,cMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
134,138.0 to 138.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
135,139.0 to 139.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
136,140.0 to 140.875,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1]",4,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
137,141.0 to 141.875,13,"[2, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 1]",4,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
138,142.0 to 142.875,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1]",4,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
139,143.0 to 143.875,13,"[2, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 1]",4,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
140,144.0 to 144.5,1,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",4,e-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
141,145.0 to 145.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
142,146.0 to 146.75,16,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",8,eMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
143,147.0 to 147.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
144,148.0 to 148.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
145,149.0 to 149.75,17,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
146,150.0 to 150.875,11,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1]",1,b-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,iv_ofDmin,GBb-C#D,yellow,0
147,151.0 to 151.875,11,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0]",1,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,iv_ofDmin,GBb-C#D,yellow,0
148,152.0 to 152.75,19,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
149,153.0 to 153.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
150,154.0 to 154.875,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
151,155.0 to 155.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
152,156.0 to 156.75,19,"[1, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
153,157.0 to 157.75,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
154,158.0 to 158.75,18,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
155,159.0 to 159.75,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
156,160.0 to 160.75,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
157,161.0 to 161.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
158,162.0 to 162.875,7,"[1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
159,163.0 to 163.75,9,"[2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",9,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
160,164.0 to 164.83333330000005,18,"[2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1]",0,e-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
161,165.0 to 165.875,6,"[2, 0, 2, 2, 0, 0, 2, 2, 0, 0, 0, 2]",0,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
162,166.0 to 166.75,1,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",8,e-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
163,167.0 to 167.375,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
164,168.0 to 168.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
165,169.0 to 169.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
166,170.0 to 170.75,6,"[0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
167,171.0 to 171.75,2,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
168,172.0 to 172.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
169,173.0 to 173.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
170,174.0 to 174.75,6,"[0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
171,175.0 to 175.875,2,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
172,176.0 to 176.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
173,177.0 to 177.875,10,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",8,dMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
174,178.0 to 178.875,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
175,179.0 to 179.875,17,"[1, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
176,180.0 to 180.75,19,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0]",5,fMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
177,181.0 to 181.875,19,"[0, 0, 2, 0, 0, 3, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
178,182.0 to 182.875,17,"[2, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
179,183.0 to 183.875,6,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 2]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
180,184.0 to 184.75,12,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1]",8,cMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
181,185.0 to 185.875,16,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",8,gMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
182,186.0 to 186.875,1,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
183,187.0 to 187.875,1,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
184,188.0 to 188.875,15,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj1-4tet,C-DEF,blue,3
185,189.0 to 189.875,0,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",0,c#Major,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
186,190.0 to 190.75,4,"[1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
187,191.0 to 191.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
188,192.0 to 192.75,15,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj1-4tet,C-DEF,blue,3
189,193.0 to 193.75,6,"[1, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 2]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
190,194.0 to 194.875,15,"[3, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj1-4tet,C-DEF,blue,3
191,195.0 to 195.875,13,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",4,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
192,196.0 to 196.75,11,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",1,aMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,iv_ofDmin,GBb-C#D,yellow,0
193,197.0 to 197.625,11,"[0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0]",1,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,iv_ofDmin,GBb-C#D,yellow,0
194,198.0 to 198.6666667,14,"[0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0]",1,aMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
195,199.0 to 199.5,16,"[0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1,aMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
196,200.0 to 200.6666667,1,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",3,dMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
197,201.0 to 201.625,2,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
198,202.0 to 202.75,12,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
199,203.0 to 203.75,14,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",8,g#Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
200,204.0 to 204.75,10,"[0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1]",8,gMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
201,205.0 to 205.75,2,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",3,c#Major,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
202,206.0 to 206.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",6,b-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
203,207.0 to 207.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",6,gMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
204,208.0 to 208.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,VofAmin,E-BCD,indigo,19
205,209.0 to 209.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",8,cMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
206,210.0 to 210.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
207,211.0 to 211.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
208,212.0 to 212.875,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1]",4,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
209,213.0 to 213.875,13,"[2, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 1]",4,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
210,214.0 to 214.875,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1]",4,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
211,215.0 to 215.875,13,"[2, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 1]",4,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
212,216.0 to 216.5,1,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",4,e-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
213,217.0 to 217.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
214,218.0 to 218.75,16,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",8,eMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
215,219.0 to 219.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
216,220.0 to 220.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
217,221.0 to 221.75,17,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
218,222.0 to 222.875,11,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1]",1,b-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,iv_ofDmin,GBb-C#D,yellow,0
219,223.0 to 223.875,11,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0]",1,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,iv_ofDmin,GBb-C#D,yellow,0
220,224.0 to 224.75,19,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
221,225.0 to 225.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
222,226.0 to 226.875,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
223,227.0 to 227.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
224,228.0 to 228.75,19,"[1, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
225,229.0 to 229.75,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
226,230.0 to 230.75,18,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
227,231.0 to 231.75,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
228,232.0 to 232.75,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
229,233.0 to 233.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
230,234.0 to 234.875,7,"[1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,V7ofG,DF#AC,lime,18
231,235.0 to 235.75,9,"[2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",9,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,6-1ofC,A-CF,deepskyblue,7
232,236.0 to 236.8333333,18,"[2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1]",0,e-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
233,237.0 to 237.875,6,"[2, 0, 2, 2, 0, 0, 2, 2, 0, 0, 0, 2]",0,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
234,238.0 to 238.75,1,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",8,e-Minor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
235,239.0 to 239.375,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
236,240.0 to 240.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
237,241.0 to 241.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
238,242.0 to 242.75,6,"[0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
239,243.0 to 243.75,2,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
240,244.0 to 244.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
241,245.0 to 245.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
242,246.0 to 246.75,6,"[0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
243,247.0 to 247.875,2,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,2/4ofCmaj,DF,green,4
244,248.0 to 248.75,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
245,249.0 to 249.875,10,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",8,dMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
246,250.0 to 250.875,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
247,251.0 to 251.875,17,"[1, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
248,252.0 to 252.75,19,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0]",5,fMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
249,253.0 to 253.875,19,"[0, 0, 2, 0, 0, 3, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
250,254.0 to 254.875,17,"[2, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
