index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
123,126.0 to 126.875,10,"[1, 0, 1, 0, 1, 2, 0, 1, 1, 0, 1, 0]",6,b-Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
124,127.0 to 127.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 2, 0, 1, 0]",6,g#Minor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
125,128.0 to 128.875,2,"[1, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0]",5,g#Minor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4
126,129.0 to 129.875,18,"[1, 1, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",4,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11
127,130.0 to 130.875,10,"[0, 0, 1, 0, 0, 2, 0, 2, 1, 1, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
128,131.0 to 131.875,10,"[0, 0, 1, 1, 1, 2, 0, 2, 0, 0, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
129,132.0 to 132.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
130,133.0 to 133.5,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",6,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
131,134.0 to 134.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17
132,135.0 to 135.875,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
133,136.0 to 136.83333330000002,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,chr,FGAB,mediumpurple,10
134,137.0 to 137.75,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,chr,FGAB,mediumpurple,10
135,138.0 to 138.75,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2
136,139.0 to 139.75,19,"[0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0]",3,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,4ofC,F-AC,cyan,1
137,140.0 to 140.75,2,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",5,fMinor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4
138,141.0 to 141.875,4,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
139,142.0 to 142.875,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1]",9,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9
140,143.0 to 143.75,0,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5,g#Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,VofG,D-F#A,greenyellow,15
141,144.0 to 144.875,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj1-4tet,C-DEF,blue,3
142,145.0 to 145.5,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",3,gMinor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
143,146.0 to 146.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17
144,147.0 to 147.875,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
145,148.0 to 148.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",5,c#Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4
146,149.0 to 149.75,13,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1,g#Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj5-1tet,BC-AG,darkviolet,12
147,150.0 to 150.875,4,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
148,151.0 to 151.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
149,152.0 to 152.75,10,"[0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0, 0]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
150,153.0 to 153.0,2,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",5,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4
151,154.0 to 154.5,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2
152,155.0 to 155.5,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19
153,156.0 to 156.875,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9
154,157.0 to 157.875,17,"[2, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1]",4,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,CmajTriad,CEG,blueviolet,5
155,158.0 to 158.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj3rd5th,BD-G,gold,17
156,159.0 to 159.875,1,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj-IV/vii,F#G-ACE,salmon,16
157,160.0 to 160.875,15,"[2, 0, 2, 0, 2, 2, 0, 1, 0, 0, 0, 1]",4,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj1-4tet,C-DEF,blue,3
158,161.0 to 161.5,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11
159,162.0 to 162.875,12,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0]",2,cMinor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,AminTriad,ACE,steelblue,14
160,163.0 to 163.875,12,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 1]",2,cMinor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,AminTriad,ACE,steelblue,14
161,164.0 to 164.875,7,"[2, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 1]",9,dMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,V7ofG,DF#AC,lime,18
162,165.0 to 165.0,9,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7
163,166.0 to 166.75,3,"[0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 1]",9,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9
164,167.0 to 167.75,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",3,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,chr,FGAB,mediumpurple,10
165,168.0 to 168.875,2,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",6,b-Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4
166,169.0 to 169.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",6,fMinor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
167,170.0 to 170.5,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",1,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4
168,171.0 to 171.875,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
169,172.0 to 172.75,14,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",6,f#Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,VofAmin,E-BCD,indigo,19
170,173.0 to 173.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",6,b-Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
171,174.0 to 174.875,10,"[0, 0, 1, 0, 1, 2, 0, 1, 1, 1, 0, 1]",3,fMinor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
172,175.0 to 175.5,17,"[1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,CmajTriad,CEG,blueviolet,5
173,176.0 to 176.75,3,"[0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 1]",3,gMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Gmaj-root,G-BD,red,9
174,177.0 to 177.875,8,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2
175,178.0 to 178.875,17,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,CmajTriad,CEG,blueviolet,5
176,179.0 to 179.75,9,"[2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",5,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7
177,180.0 to 180.875,8,"[2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2
178,181.0 to 181.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,CmajTriad,CEG,blueviolet,5
179,182.0 to 182.875,9,"[2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",5,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7
180,183.0 to 183.875,15,"[2, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj1-4tet,C-DEF,blue,3
181,184.0 to 184.3333333,4,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
182,185.0 to 185.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
183,186.0 to 186.875,8,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2
184,187.0 to 187.75,17,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,CmajTriad,CEG,blueviolet,5
185,188.0 to 188.875,9,"[2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",5,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7
186,189.0 to 189.875,8,"[2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2
187,190.0 to 190.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,CmajTriad,CEG,blueviolet,5
188,191.0 to 191.75,9,"[2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",5,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,6-1ofC,A-CF,deepskyblue,7
189,192.0 to 192.875,15,"[2, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj1-4tet,C-DEF,blue,3
190,193.0 to 193.3333333,4,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj3rd5th,EG-C,mediumvioletred,8
191,194.0 to 194.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj2-5tet,DEFG,violet,6
192,195.0 to 195.875,15,"[2, 0, 1, 0, 2, 1, 0, 1, 0, 1, 0, 1]",4,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj1-4tet,C-DEF,blue,3
193,196.0 to 196.875,18,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",9,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,V-IofC,D-GBC,crimson,11
194,197.0 to 197.875,19,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1]",3,c#Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,4ofC,F-AC,cyan,1
195,198.0 to 198.875,17,"[2, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 1]",4,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,CmajTriad,CEG,blueviolet,5
196,199.0 to 199.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",9,dMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,V7ofG,DF#AC,lime,18
197,200.0 to 200.625,19,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1]",3,c#Major,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,4ofC,F-AC,cyan,1
198,201.0 to 201.0,2,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",5,fMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,2/4ofCmaj,DF,green,4
199,202.0 to 202.0,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K576 ii A major.mid by Mozart.csv,1789,Cmaj-root,C-EG,slateblue,2
