index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
122,123.0 to 123.75,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",3,e-Minor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
123,124.125 to 124.7916667,1,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
124,125.0 to 125.875,14,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
125,126.3333333 to 126.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
126,127.5 to 127.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
127,128.5 to 128.875,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
128,129.125 to 129.875,1,"[0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
129,130.25 to 130.625,14,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
130,131.0 to 131.875,13,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",0,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
131,132.75 to 132.75,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0,eMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
132,133.625 to 133.625,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
133,134.5 to 134.5,16,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,c#Major,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
134,135.375 to 135.375,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
135,136.375 to 136.375,16,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",4,e-Major,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
136,137.375 to 137.5,14,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
137,138.25 to 138.70833330000002,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
138,139.0 to 139.625,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
139,140.0 to 140.95833330000005,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
140,141.0 to 141.625,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
141,142.0 to 142.875,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
142,143.0 to 143.875,17,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
143,144.0 to 144.875,17,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
144,145.0 to 145.91666669999995,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
145,146.0 to 146.875,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
146,147.0 to 147.625,17,"[3, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
147,148.125 to 148.91666669999995,1,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
148,149.0 to 149.875,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
149,150.25 to 150.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
150,151.0 to 151.875,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
151,152.125 to 152.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
152,153.125 to 153.875,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
153,154.125 to 154.75,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
154,155.125 to 155.625,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
155,156.0 to 156.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
156,157.33333330000005 to 157.66666669999995,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
157,158.125 to 158.75,12,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
158,159.0 to 159.75,6,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
159,160.0 to 160.79166669999995,1,"[1, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
160,161.0 to 161.75,3,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
161,162.0 to 162.875,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
162,163.0 to 163.875,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
163,164.125 to 164.875,3,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",2,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
164,165.0 to 165.875,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
165,166.0 to 166.91666669999995,17,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
166,167.0 to 167.875,17,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
167,168.33333330000005 to 168.875,0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofG,D-F#A,greenyellow,15
168,169.0 to 169.625,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
169,170.0 to 170.875,18,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
170,171.0 to 171.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
171,172.0 to 172.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
172,173.125 to 173.75,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
173,174.0 to 174.95833330000005,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
174,175.0 to 175.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
175,176.0 to 176.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
176,177.0 to 177.875,14,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",4,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
177,178.0 to 178.75,12,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 1]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
178,179.0 to 179.875,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
179,180.0 to 180.9166667,1,"[1, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
180,181.5 to 181.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
181,182.0 to 182.5,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
182,183.5 to 183.875,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-IV/vii,F#G-ACE,salmon,16
183,184.125 to 184.375,5,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
184,185.3333333 to 185.875,18,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",7,eMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
185,186.125 to 186.375,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
186,187.125 to 187.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
187,188.0 to 188.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
188,189.0 to 189.75,6,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
189,190.625 to 190.75,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
190,191.0 to 191.875,5,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
191,192.3333333 to 192.875,18,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",7,eMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
192,193.125 to 193.625,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V7ofG,DF#AC,lime,18
193,194.125 to 194.875,6,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,GmajTriad,GBD,orange,13
194,195.875 to 195.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj3rd5th,BD-G,gold,17
195,197.0 to 197.125,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
196,198.875 to 198.875,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
197,199.0 to 199.875,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
198,200.3333333 to 200.8333333,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
199,201.125 to 201.875,15,"[2, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
200,202.0 to 202.875,18,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
201,203.0 to 203.75,15,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
202,204.0 to 204.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
203,205.25 to 205.7916667,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
204,206.125 to 206.8333333,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
205,207.0 to 207.75,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
206,208.0 to 208.875,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
207,209.0 to 209.875,8,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
208,210.0 to 210.75,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
209,211.0416667 to 211.7916667,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
210,212.0 to 212.875,9,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7
211,213.25 to 213.7916667,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
212,214.125 to 214.625,8,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
213,215.0 to 215.875,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
214,216.25 to 216.7916667,8,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
215,217.0 to 217.875,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
216,218.3333333 to 218.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
217,219.0 to 219.75,3,"[1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
218,220.0 to 220.875,3,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",2,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
219,221.125 to 221.875,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",2,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
220,222.0 to 222.875,15,"[2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
221,223.25 to 223.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
222,224.0833333 to 224.625,14,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
223,225.0 to 225.875,16,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
224,226.0 to 226.875,19,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
225,227.0 to 227.5,19,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
226,228.0 to 228.875,16,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",8,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
227,229.25 to 229.9166667,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
228,230.0 to 230.875,17,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
229,231.3333333 to 231.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,VofAmin,E-BCD,indigo,19
230,232.125 to 232.5,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",4,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
231,233.0 to 233.75,17,"[1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5
232,234.125 to 234.5,10,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
233,235.0 to 235.875,15,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
234,236.0 to 236.875,18,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
235,237.0 to 237.875,16,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1,gMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10
236,238.0 to 238.6666667,4,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
237,239.125 to 239.875,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
238,240.125 to 240.875,4,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
239,241.0 to 241.875,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,gMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
240,242.0 to 242.9166667,13,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
241,243.0 to 243.875,15,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3
242,244.125 to 244.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj5-1tet,BC-AG,darkviolet,12
243,245.25 to 245.875,4,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
244,246.0 to 246.875,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0]",1,fMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Gmaj-root,G-BD,red,9
245,247.0 to 247.75,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8
246,248.0 to 248.875,18,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,V-IofC,D-GBC,crimson,11
247,249.2083333 to 249.75,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2
248,250.0 to 250.625,12,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",7,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,AminTriad,ACE,steelblue,14
249,251.0 to 251.875,19,"[0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0]",1,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,4ofC,F-AC,cyan,1
250,252.0 to 252.875,10,"[0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0]",1,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6
