index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
159,163.0 to 163.75,12,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
160,164.0 to 164.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
161,165.0 to 165.75,12,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
162,166.0 to 166.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
163,167.0 to 167.75,12,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
164,168.0 to 168.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",7,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
165,169.0 to 169.75,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",3,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
166,170.0 to 170.75,12,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
167,171.0 to 171.75,12,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
168,172.0 to 172.5,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
169,173.0 to 173.5,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
170,174.0 to 174.5,16,"[0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
171,175.0 to 175.5,16,"[0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0,f#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
172,176.0 to 176.5,0,"[2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",6,g#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
173,177.0 to 177.5,0,"[2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",6,g#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
174,178.0 to 178.5,4,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
175,179.0 to 179.5,4,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
176,180.0 to 180.75,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
177,181.0 to 181.75,2,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
178,182.0 to 182.0,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
179,183.0 to 183.0,12,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
180,184.0 to 184.5,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
181,185.0 to 185.5,1,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
182,186.0 to 186.5,5,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
183,187.0 to 187.5,5,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]",2,gMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
184,188.0 to 188.5,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
185,189.0 to 189.5,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
186,190.0 to 190.5,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",9,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
187,191.0 to 191.5,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",9,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
188,192.0 to 192.5,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
189,193.0 to 193.5,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
190,194.0 to 194.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
191,195.0 to 195.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
192,196.0 to 196.5,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
193,197.0 to 197.5,16,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",4,aMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
194,198.0 to 198.0,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
195,199.0 to 199.5,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
196,200.0 to 200.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
197,201.0 to 201.75,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
198,202.0 to 202.75,10,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1]",8,gMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
199,203.0 to 203.75,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
200,204.0 to 204.75,10,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1]",8,gMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
201,205.0 to 205.75,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
202,206.0 to 206.75,15,"[1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
203,207.0 to 207.75,2,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0]",3,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
204,208.0 to 208.75,5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
205,209.0 to 209.75,9,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
206,210.0 to 210.75,15,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
207,211.0 to 211.75,16,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
208,212.0 to 212.75,19,"[0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
209,213.0 to 213.5,1,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
210,214.0 to 214.5,7,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
211,215.0 to 215.5,7,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
212,216.0 to 216.75,1,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
213,217.0 to 217.75,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
214,218.0 to 218.75,10,"[1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
215,219.0 to 219.75,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
216,220.0 to 220.75,10,"[1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
217,221.0 to 221.75,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
218,222.0 to 222.75,15,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
219,223.0 to 223.75,16,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
220,224.0 to 224.75,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 2]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
221,225.0 to 225.75,5,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
222,226.0 to 226.75,0,"[3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
223,227.0 to 227.75,16,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
224,228.0 to 228.75,19,"[0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
225,229.0 to 229.75,19,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
226,230.0 to 230.75,19,"[0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
227,231.0 to 231.75,1,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
228,232.0 to 232.875,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
229,233.0 to 233.875,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
230,234.0 to 234.875,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
231,235.0 to 235.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
232,236.0 to 236.5,10,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
233,237.0 to 237.5,10,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
234,238.0 to 238.5,16,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",4,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
235,239.0 to 239.5,4,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,bMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
236,240.0 to 240.75,8,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
237,241.0 to 241.75,10,"[1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0]",4,e-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
238,242.0 to 242.75,16,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0]",4,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
239,243.0 to 243.75,16,"[1, 0, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
240,244.0 to 244.5,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
241,245.0 to 245.5,10,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
242,246.0 to 246.5,16,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",4,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
243,247.0 to 247.5,4,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",3,bMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
244,248.0 to 248.875,15,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
245,249.0 to 249.5,9,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
246,250.0 to 250.5,12,"[1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
247,251.0 to 251.5,12,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
248,252.0 to 252.0,2,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",3,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
249,253.0 to 253.0,2,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
250,254.0 to 254.0,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
251,255.0 to 255.75,15,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
252,256.0 to 256.5,10,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
253,257.0 to 257.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
254,258.0 to 258.5,1,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
255,259.0 to 259.5,4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
256,260.0 to 260.75,7,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
257,261.0 to 261.5,16,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
258,262.0 to 262.5,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
259,263.0 to 263.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
260,264.0 to 264.5,16,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",4,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
261,265.0 to 265.5,16,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
262,266.0 to 266.5,7,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
263,267.0 to 267.5,0,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",6,bMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
264,268.0 to 268.75,4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
265,269.0 to 269.5,3,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,c#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
266,270.0 to 270.5,4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
267,271.0 to 271.5,6,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
268,272.0 to 272.75,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",6,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
269,273.0 to 273.5,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",3,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
270,274.0 to 274.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
271,275.0 to 275.5,7,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
272,276.0 to 276.75,8,"[0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",9,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
273,277.0 to 277.5,14,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",4,e-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
274,278.0 to 278.5,9,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
275,279.0 to 279.5,14,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",4,e-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
276,280.0 to 280.75,19,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
277,281.0 to 281.75,19,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
278,282.0 to 282.5,12,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1]",5,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
279,283.0 to 283.5,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",7,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
280,284.0 to 284.75,10,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0]",4,b-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
281,285.0 to 285.75,14,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",4,b-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
282,286.0 to 286.75,14,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 2, 0]",4,b-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
283,287.0 to 287.75,12,"[1, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 0]",0,b-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
284,288.0 to 288.75,14,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 2, 0]",4,b-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
285,289.0 to 289.75,14,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 2, 0]",4,b-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
286,290.0 to 290.75,10,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 1, 0]",4,b-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
287,291.0 to 291.75,6,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
288,292.0 to 292.75,10,"[0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
289,293.0 to 293.75,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
290,294.0 to 294.75,8,"[0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
291,295.0 to 295.75,8,"[0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
292,296.0 to 296.75,17,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",4,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
293,297.0 to 297.75,17,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",4,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
294,298.0 to 298.75,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0]",3,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
295,299.0 to 299.75,17,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0]",4,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
296,300.0 to 300.75,16,"[0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
297,301.0 to 301.75,18,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
298,302.0 to 302.75,18,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
299,303.0 to 303.75,18,"[0, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
300,304.0 to 304.75,3,"[1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0]",2,g#Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
301,305.0 to 305.875,18,"[1, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0]",2,g#Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
302,306.0 to 306.75,18,"[2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0]",6,g#Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
303,307.0 to 307.875,18,"[1, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0]",2,g#Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
304,308.0 to 308.75,19,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
305,309.0 to 309.75,6,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
306,310.0 to 310.75,6,"[0, 0, 1, 0, 1, 2, 0, 2, 0, 0, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
307,311.0 to 311.75,6,"[1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
308,312.0 to 312.75,19,"[1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
309,313.0 to 313.75,19,"[1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
310,314.0 to 314.75,19,"[1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
311,315.0 to 315.75,1,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 2]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
312,316.0 to 316.75,5,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",1,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
313,317.0 to 317.75,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
314,318.0 to 318.75,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
315,319.0 to 319.75,8,"[0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1]",9,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
316,320.0 to 320.75,0,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",6,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
317,321.0 to 321.75,15,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2]",7,gMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
318,322.0 to 322.75,2,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 1]",3,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
319,323.0 to 323.75,2,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
