index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
150,153.0 to 153.875,15,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
151,154.0 to 154.875,15,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
152,155.0 to 155.875,0,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",7,cMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
153,156.0 to 156.75,18,"[1, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0]",3,fMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
154,157.0 to 157.875,0,"[2, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",6,cMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
155,158.0 to 158.75,18,"[1, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0]",3,fMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
156,159.0 to 159.875,18,"[2, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0]",3,fMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
157,160.0 to 160.875,2,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 2, 0, 1]",0,fMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
158,161.0 to 161.0,0,"[2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
159,162.0 to 162.0,0,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K332 ii Bb major.mid by Mozart.csv
