index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
12,17.0 to 17.875,13,"[1, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 0]",1,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
13,18.0 to 18.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
14,19.0 to 19.0,9,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
15,20.0 to 20.875,13,"[2, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
16,21.0 to 21.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
17,22.0 to 22.875,9,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
18,23.0 to 23.75,15,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
19,24.0 to 24.625,6,"[1, 0, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
20,25.0 to 25.83333333,18,"[1, 0, 1, 0, 1, 2, 1, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
21,26.0 to 26.5,9,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
22,27.0 to 27.375,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
23,28.0 to 28.0,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
24,29.0 to 29.66666667,13,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
25,30.0 to 30.66666667,6,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1]",9,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
26,31.0 to 31.5,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
27,32.0 to 32.5,16,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
28,33.0 to 33.625,6,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
29,34.0 to 34.0,12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
30,35.0 to 35.66666667,1,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
31,36.0 to 36.66666667,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
32,37.0 to 37.5,6,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0]",9,b-Major,Piano Sonata K284 ii A major.mid by Mozart.csv
33,38.0 to 38.5,6,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",7,c#Major,Piano Sonata K284 ii A major.mid by Mozart.csv
34,39.0 to 39.625,15,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",8,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
35,40.0 to 40.0,9,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
36,41.0 to 41.75,8,"[1, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0]",1,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
37,42.0 to 42.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
38,43.0 to 43.0,9,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
39,44.0 to 44.75,13,"[2, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
40,45.0 to 45.5,5,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
41,46.0 to 46.75,8,"[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
42,47.0 to 47.875,15,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
43,48.0 to 48.875,18,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
44,49.0 to 49.875,1,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
45,50.0 to 50.75,10,"[1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0]",5,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
46,51.0 to 51.375,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
47,52.0 to 52.75,0,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Minor,Piano Sonata K284 ii A major.mid by Mozart.csv
48,53.0 to 53.875,15,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]",8,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
49,54.0 to 54.875,15,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
50,55.0 to 55.75,15,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
51,56.0 to 56.75,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
52,57.0 to 57.83333333,15,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
53,58.0 to 58.75,10,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
54,59.0 to 59.875,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
55,60.0 to 60.95833333,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
56,61.0 to 61.75,15,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
57,62.0 to 62.75,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
58,63.0 to 63.75,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
59,64.0 to 64.75,8,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
60,65.0 to 65.95833333,0,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
61,66.0 to 66.625,4,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",7,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
62,67.0 to 67.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
63,68.0 to 68.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
64,69.0 to 69.5,12,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
65,70.0 to 70.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
66,71.0 to 71.5,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
67,72.0 to 72.5,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
68,73.0 to 73.5,4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",7,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
69,74.0 to 74.625,12,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
70,75.0 to 75.5,2,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
71,76.0 to 76.875,19,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
72,77.0 to 77.875,1,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
73,78.0 to 78.75,19,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
74,79.0 to 79.75,7,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
75,80.0 to 80.75,7,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
76,81.0 to 81.875,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
77,82.0 to 82.875,19,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
78,83.0 to 83.875,1,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
79,84.0 to 84.875,19,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
80,85.0 to 85.875,7,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
81,86.0 to 86.875,7,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
82,87.0 to 87.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
83,88.0 to 88.75,1,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
84,89.0 to 89.75,0,"[2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
85,90.0 to 90.75,4,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",8,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
86,91.0 to 91.75,7,"[2, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
87,92.0 to 92.5,2,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
88,93.0 to 93.66666667,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
89,94.0 to 94.125,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
90,95.0 to 95.5,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
91,96.0 to 96.83333333,5,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
92,97.0 to 97.83333333,13,"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
93,98.0 to 98.75,16,"[0, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0]",2,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
94,99.0 to 99.625,6,"[2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
95,100.0 to 100.125,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
96,101.0 to 101.625,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
97,102.0 to 102.75,0,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
98,103.0 to 103.75,6,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0]",9,b-Major,Piano Sonata K284 ii A major.mid by Mozart.csv
99,104.0 to 104.625,6,"[0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",9,c#Major,Piano Sonata K284 ii A major.mid by Mozart.csv
100,105.0 to 105.625,15,"[2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2]",8,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
101,106.0 to 106.875,16,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",2,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
102,107.0 to 107.875,8,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0]",1,gMinor,Piano Sonata K284 ii A major.mid by Mozart.csv
103,108.0 to 108.625,6,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]",9,fMinor,Piano Sonata K284 ii A major.mid by Mozart.csv
104,109.0 to 109.875,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",7,b-Major,Piano Sonata K284 ii A major.mid by Mozart.csv
105,110.0 to 110.875,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",2,gMinor,Piano Sonata K284 ii A major.mid by Mozart.csv
106,111.0 to 111.5,18,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0]",9,b-Major,Piano Sonata K284 ii A major.mid by Mozart.csv
107,112.0 to 112.875,4,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",8,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
108,113.0 to 113.5,4,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",8,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
109,114.0 to 114.5,6,"[1, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
110,115.0 to 115.6666667,8,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
111,116.0 to 116.875,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0]",0,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
112,117.0 to 117.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
113,118.0 to 118.0,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
114,119.0 to 119.75,13,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
115,120.0 to 120.75,6,"[0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 1]",9,b-Major,Piano Sonata K284 ii A major.mid by Mozart.csv
116,121.0 to 121.5,13,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
117,122.0 to 122.5,16,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
118,123.0 to 123.5,6,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
119,124.0 to 124.0,12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
120,125.0 to 125.75,1,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
121,126.0 to 126.75,10,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",2,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
122,127.0 to 127.5,19,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",9,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
123,128.0 to 128.5,6,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",7,c#Major,Piano Sonata K284 ii A major.mid by Mozart.csv
124,129.0 to 129.875,15,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",8,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
125,130.0 to 130.0,9,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
126,131.0 to 131.875,13,"[2, 0, 1, 0, 2, 0, 0, 2, 0, 1, 0, 1]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
127,132.0 to 132.875,18,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1]",9,b-Major,Piano Sonata K284 ii A major.mid by Mozart.csv
128,133.0 to 133.0,9,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
129,134.0 to 134.875,13,"[2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 1]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
130,135.0 to 135.875,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
131,136.0 to 136.875,13,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
132,137.0 to 137.875,2,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
133,138.0 to 138.875,18,"[2, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
134,139.0 to 139.75,5,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",0,gMinor,Piano Sonata K284 ii A major.mid by Mozart.csv
135,140.0 to 140.625,5,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
136,141.0 to 141.5,0,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",3,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
137,142.0 to 142.75,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",4,cMinor,Piano Sonata K284 ii A major.mid by Mozart.csv
138,143.0 to 143.875,2,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",1,cMinor,Piano Sonata K284 ii A major.mid by Mozart.csv
139,144.0 to 144.75,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K284 ii A major.mid by Mozart.csv
140,145.0 to 145.875,6,"[0, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 1]",9,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
141,146.0 to 146.875,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
142,147.0 to 147.75,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
143,148.0 to 148.875,14,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",7,b-Major,Piano Sonata K284 ii A major.mid by Mozart.csv
144,149.0 to 149.875,14,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",7,f#Major,Piano Sonata K284 ii A major.mid by Mozart.csv
145,150.0 to 150.75,14,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",7,f#Major,Piano Sonata K284 ii A major.mid by Mozart.csv
146,151.0 to 151.75,7,"[0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
147,152.0 to 152.75,12,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
148,153.0 to 153.75,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
149,154.0 to 154.75,2,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
150,155.0 to 155.75,11,"[0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
151,156.0 to 156.75,2,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
152,157.0 to 157.875,8,"[0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0]",1,eMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
153,158.0 to 158.75,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
154,159.0 to 159.75,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
155,160.0 to 160.875,18,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
156,161.0 to 161.95833330000005,2,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
157,162.0 to 162.95833330000005,2,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
158,163.0 to 163.95833330000005,2,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
159,164.0 to 164.83333330000005,2,"[2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",4,fMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
160,165.0 to 165.83333330000005,9,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K284 ii A major.mid by Mozart.csv
161,166.0 to 166.83333330000005,0,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Minor,Piano Sonata K284 ii A major.mid by Mozart.csv
