index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
153,155.25 to 155.75,10,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
154,156.0 to 156.75,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
155,157.0 to 157.75,13,"[2, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1]",0,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
156,158.0 to 158.75,13,"[3, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
157,159.125 to 159.875,10,"[1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
158,160.125 to 160.875,1,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",7,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
159,161.125 to 161.75,13,"[4, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
160,162.375 to 162.5,10,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
161,163.125 to 163.25,8,"[1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
162,164.125 to 164.125,0,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
163,166.0 to 166.0,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K545 iii C major.mid by Mozart.csv
