index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
64,66.0 to 66.0,2,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
65,67.0 to 67.5,12,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
66,68.0 to 68.625,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
67,69.0 to 69.5,10,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
68,70.0 to 70.0,8,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
69,71.0 to 71.0,19,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
70,72.0 to 72.625,0,"[2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
71,73.0 to 73.625,13,"[3, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
72,74.0 to 74.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
73,75.0 to 75.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
74,76.0 to 76.5,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
75,77.0 to 77.625,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
76,78.0 to 78.5,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",5,cMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
77,79.0 to 79.625,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,cMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
78,80.0 to 80.5,16,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
79,81.0 to 81.75,7,"[1, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
80,82.0 to 82.5,5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
81,83.0 to 83.625,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
82,84.0 to 84.875,1,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1]",8,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
83,85.0 to 85.875,16,"[0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 1]",8,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
84,86.0 to 86.875,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",5,cMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
85,87.0 to 87.625,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,cMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
86,88.0 to 88.5,16,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
87,89.0 to 89.625,12,"[1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
88,90.0 to 90.0,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
89,91.66666667 to 91.66666667,5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
90,92.0 to 92.25,4,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",3,bMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
91,93.0 to 93.0,4,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",3,bMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
92,94.0 to 94.5,8,"[0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
93,95.0 to 95.5,16,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
94,96.0 to 96.5,17,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
95,97.0 to 97.5,17,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1]",5,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
96,98.0 to 98.0,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
97,100.0 to 100.0,4,"[0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
98,101.0 to 101.0,4,"[0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
99,102.0 to 102.0,4,"[0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
100,104.0 to 104.0,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
101,105.0 to 105.0,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
102,106.0 to 106.0,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
103,109.0 to 109.875,16,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
104,110.0 to 110.75,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
105,111.0 to 111.6666667,17,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
106,112.0 to 112.75,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
107,113.0 to 113.75,7,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
108,114.0 to 114.75,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",1,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
109,115.0 to 115.5,9,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
110,116.0 to 116.5,9,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
111,117.0 to 117.8333333,8,"[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1]",1,eMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
112,118.0 to 118.625,8,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
113,119.0 to 119.6666667,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
114,120.0 to 120.875,4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
115,121.0 to 121.75,1,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
116,122.0 to 122.75,14,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",1,f#Major,Piano Sonata K311 ii G major.mid by Mozart.csv
117,123.0 to 123.5,14,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,f#Major,Piano Sonata K311 ii G major.mid by Mozart.csv
118,124.0 to 124.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
119,125.0 to 125.75,7,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
120,126.0 to 126.625,4,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]",1,eMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
121,127.0 to 127.6666667,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",1,eMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
122,128.0 to 128.875,4,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",1,eMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
123,129.0 to 129.5,4,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",6,eMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
124,130.0 to 130.5,17,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",1,eMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
125,131.0 to 131.625,17,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
126,132.0 to 132.8333333,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
127,133.0 to 133.75,7,"[0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
128,134.0 to 134.5,16,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
129,135.0 to 135.625,9,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
130,136.0 to 136.5,1,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
131,137.0 to 137.5,8,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1]",1,eMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
132,138.0 to 138.5,17,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
133,139.0 to 139.5,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
134,140.0 to 140.5,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
135,141.0 to 141.5,12,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
136,142.0 to 142.83333330000005,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
137,143.0 to 143.75,16,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
138,144.0 to 144.66666669999995,17,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]",5,aMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
139,145.0 to 145.75,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
140,146.0 to 146.625,17,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
141,147.0 to 147.625,17,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
142,148.0 to 148.75,17,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
143,149.0 to 149.625,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
144,150.0 to 150.875,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
145,151.0 to 151.875,16,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
146,152.0 to 152.875,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",5,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
147,153.0 to 153.875,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
148,154.0 to 154.875,17,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
149,155.0 to 155.875,7,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
150,156.0 to 156.875,17,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
151,157.0 to 157.875,4,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
152,158.0 to 158.0,12,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
153,159.0 to 159.0,14,"[0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",1,f#Major,Piano Sonata K311 ii G major.mid by Mozart.csv
154,160.0 to 160.0,4,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2]",6,dMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
155,161.5 to 161.5,16,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
156,162.0 to 162.0,4,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2]",6,dMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
157,163.0 to 163.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
158,164.0 to 164.0,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
159,165.5 to 165.5,12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
160,166.0 to 166.0,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
161,167.0 to 167.0,7,"[1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
162,168.0 to 168.5,8,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
163,169.0 to 169.75,16,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
164,170.0 to 170.0,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
165,171.0 to 171.375,17,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]",5,aMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
166,172.0 to 172.0,6,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",4,c#Major,Piano Sonata K311 ii G major.mid by Mozart.csv
167,173.0 to 173.375,12,"[0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
168,174.0 to 174.0,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
169,175.0 to 175.875,14,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",1,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
170,176.0 to 176.5,4,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2]",6,dMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
171,177.5 to 177.5,16,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
172,178.0 to 178.0,4,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",3,dMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
173,179.0 to 179.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
174,180.0 to 180.0,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
175,181.5 to 181.5,12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
176,182.0 to 182.0,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
177,183.0 to 183.0,7,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
178,184.0 to 184.875,8,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
179,185.0 to 185.75,16,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
180,186.0 to 186.6666667,7,"[0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
181,187.0 to 187.0,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
182,188.0 to 188.625,7,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
183,189.0 to 189.5,16,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
184,190.0 to 190.875,8,"[0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1]",1,gMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
185,191.0 to 191.875,16,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
186,192.0 to 192.875,16,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1,aMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
187,193.0 to 193.875,16,"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
188,194.0 to 194.5,12,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
189,195.0 to 195.875,12,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
190,196.0 to 196.5,12,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
191,197.0 to 197.625,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",6,e-Major,Piano Sonata K311 ii G major.mid by Mozart.csv
192,198.0 to 198.875,19,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
193,199.0 to 199.75,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
194,200.0 to 200.0833333,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
195,201.0 to 201.75,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
196,202.0 to 202.875,12,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1]",9,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
197,203.0 to 203.5,12,"[1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",9,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
198,204.0 to 204.0,2,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
199,205.0 to 205.625,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
200,206.0 to 206.0,8,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
201,207.0 to 207.0,19,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
202,208.0 to 208.0,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
203,209.5 to 209.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
204,210.0 to 210.75,7,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
205,211.0 to 211.625,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
206,212.0 to 212.0,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
207,213.0 to 213.375,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
208,214.0 to 214.875,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
209,215.0 to 215.75,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
210,216.0 to 216.0,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
211,217.0 to 217.875,4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",3,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
212,218.0 to 218.5,2,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
213,219.0 to 219.5,12,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0]",7,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
214,220.0 to 220.75,12,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
215,221.0 to 221.3333333,5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
216,222.0 to 222.0,8,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
217,223.0 to 223.0,19,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
218,224.0 to 224.75,0,"[2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
219,225.0 to 225.625,10,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
220,226.0 to 226.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
221,227.0 to 227.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",3,dMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
222,228.0 to 228.5,1,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
223,229.0 to 229.625,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
224,230.0 to 230.5,15,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
225,231.0 to 231.75,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1]",5,cMinor,Piano Sonata K311 ii G major.mid by Mozart.csv
226,232.0 to 232.5,16,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K311 ii G major.mid by Mozart.csv
