index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
57,57.0 to 57.875,10,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
58,58.0 to 58.5,1,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",3,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
59,59.0 to 59.5,2,"[2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",9,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
60,60.0 to 60.875,6,"[1, 0, 2, 0, 1, 2, 0, 1, 1, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
61,61.0 to 61.875,8,"[1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
62,62.0 to 62.5,4,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",8,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
63,63.0 to 63.5,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
64,64.0 to 64.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
65,65.0 to 65.75,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
66,66.0 to 66.75,3,"[1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0]",8,g#Minor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
67,67.0 to 67.75,4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
68,68.0 to 68.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
69,69.0 to 69.75,15,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",1,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
70,70.0 to 70.75,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
71,71.0 to 71.75,15,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
72,72.0 to 72.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
73,73.0 to 73.75,2,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
74,74.0 to 74.75,10,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1]",3,gMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
75,75.0 to 75.75,14,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",0,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
76,76.0 to 76.75,15,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2]",3,gMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
77,77.0 to 77.75,7,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1]",2,bMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
78,78.0 to 78.75,8,"[0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0]",0,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
79,79.0 to 79.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",8,dMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
80,80.0 to 80.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
81,81.0 to 81.75,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
82,82.0 to 82.75,3,"[1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0]",8,g#Minor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
83,83.0 to 83.75,4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
84,84.0 to 84.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
85,85.0 to 85.75,15,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",1,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
86,86.0 to 86.75,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
87,87.0 to 87.75,15,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
88,88.0 to 88.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
89,89.0 to 89.83333333,2,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
90,90.0 to 90.75,10,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1]",3,gMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
91,91.0 to 91.83333333,14,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",0,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
92,92.0 to 92.75,15,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2]",3,gMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
93,93.0 to 93.75,7,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1]",2,bMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
94,94.0 to 94.75,8,"[0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0]",0,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
95,95.0 to 95.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",8,dMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
96,96.0 to 96.75,8,"[0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
97,97.0 to 97.75,6,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
98,98.0 to 98.75,8,"[0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
99,99.0 to 99.75,6,"[0, 0, 2, 0, 0, 2, 0, 0, 1, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
100,100.0 to 100.75,19,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
101,101.0 to 101.75,13,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
102,102.0 to 102.75,19,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
103,103.0 to 103.75,13,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
104,104.0 to 104.75,16,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",1,dMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
105,105.0 to 105.75,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
106,106.0 to 106.75,17,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
107,107.0 to 107.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
108,108.0 to 108.75,6,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
109,109.0 to 109.75,6,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",0,c#Major,Piano Sonata K570 ii Eb major.mid by Mozart.csv
110,110.0 to 110.75,2,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",1,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
111,111.0 to 111.75,8,"[1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
112,112.0 to 112.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
113,113.0 to 113.75,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
114,114.0 to 114.75,3,"[1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0]",8,g#Minor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
115,115.0 to 115.75,4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
116,116.0 to 116.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
117,117.0 to 117.75,15,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",1,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
118,118.0 to 118.75,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
119,119.0 to 119.75,15,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
120,120.0 to 120.75,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
121,121.0 to 121.75,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
122,122.0 to 122.75,18,"[0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
123,123.0 to 123.75,17,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
124,124.0 to 124.75,8,"[1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0]",9,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
125,125.0 to 125.75,12,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1]",8,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
126,126.0 to 126.75,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]",2,dMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
127,127.0 to 127.75,4,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",8,c#Major,Piano Sonata K570 ii Eb major.mid by Mozart.csv
128,128.0 to 128.75,8,"[0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
129,129.0 to 129.75,6,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
130,130.0 to 130.75,8,"[0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
131,131.0 to 131.75,6,"[0, 0, 2, 0, 0, 2, 0, 0, 1, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
132,132.0 to 132.75,19,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
133,133.0 to 133.75,13,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
134,134.0 to 134.75,19,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
135,135.0 to 135.75,13,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
136,136.0 to 136.75,16,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",1,dMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
137,137.0 to 137.75,4,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
138,138.0 to 138.75,17,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
139,139.0 to 139.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
140,140.0 to 140.75,6,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
141,141.0 to 141.75,6,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",0,c#Major,Piano Sonata K570 ii Eb major.mid by Mozart.csv
142,142.0 to 142.75,2,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",1,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
143,143.0 to 143.75,8,"[1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
144,144.0 to 144.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
145,145.0 to 145.75,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
146,146.0 to 146.75,3,"[1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0]",8,g#Minor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
147,147.0 to 147.75,4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
148,148.0 to 148.75,2,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
149,149.0 to 149.75,15,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",1,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
150,150.0 to 150.75,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
151,151.0 to 151.75,15,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2]",8,eMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
152,152.0 to 152.75,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
153,153.0 to 153.75,2,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",1,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
154,154.0 to 154.75,18,"[0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
155,155.0 to 155.75,17,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
156,156.0 to 156.75,8,"[1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0]",9,cMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
157,157.0 to 157.75,12,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1]",8,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
158,158.0 to 158.75,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]",2,dMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
159,159.0 to 159.75,2,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",1,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
160,160.0 to 160.75,17,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
161,161.0 to 161.75,6,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
162,162.0 to 162.75,6,"[0, 1, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
163,163.0 to 163.75,4,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",8,g#Major,Piano Sonata K570 ii Eb major.mid by Mozart.csv
164,164.0 to 164.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",8,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
165,165.0 to 165.75,6,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
166,166.0 to 166.75,5,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
167,167.0 to 167.75,12,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
168,168.0 to 168.75,1,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
169,170.25 to 170.75,12,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
170,171.0 to 171.75,16,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
171,172.0 to 172.66666669999995,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
172,173.0 to 173.75,10,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
173,174.0 to 174.5,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
174,175.0 to 175.75,15,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
175,176.0 to 176.5,2,"[2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",9,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
176,177.0 to 177.75,9,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",9,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
177,178.0 to 178.75,9,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
178,179.0 to 179.75,5,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
179,180.0 to 180.5,10,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
180,181.0 to 181.75,10,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
181,182.0 to 182.5,1,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",3,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
182,183.0 to 183.5,2,"[2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",9,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
183,184.0 to 184.875,6,"[1, 0, 2, 0, 1, 2, 0, 1, 1, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
184,185.0 to 185.875,8,"[1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
185,186.0 to 186.0,4,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",8,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
186,187.0 to 187.0,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
187,188.0 to 188.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
188,189.0 to 189.75,13,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0]",7,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
189,190.0 to 190.875,18,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
190,191.0 to 191.75,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
191,192.0 to 192.75,9,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",7,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
192,193.0 to 193.75,2,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1, 0]",9,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
193,194.0 to 194.875,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
194,195.0 to 195.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
195,196.0 to 196.75,17,"[0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
196,197.0 to 197.75,6,"[0, 0, 2, 0, 1, 2, 1, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
197,198.0 to 198.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
198,199.0 to 199.75,13,"[2, 0, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
199,200.0 to 200.75,18,"[0, 0, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
200,201.0 to 201.75,15,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
201,202.0 to 202.75,15,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
202,203.0 to 203.75,5,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",7,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
203,204.0 to 204.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
204,205.0 to 205.75,13,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0]",7,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
205,206.0 to 206.875,18,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
206,207.0 to 207.75,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
207,208.0 to 208.75,9,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",7,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
208,209.0 to 209.75,2,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1, 0]",9,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
209,210.0 to 210.875,0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
210,211.0 to 211.75,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
211,212.0 to 212.75,17,"[0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,aMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
212,213.0 to 213.75,6,"[0, 0, 2, 0, 1, 2, 1, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
213,214.0 to 214.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2]",5,gMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
214,215.0 to 215.75,13,"[2, 0, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
215,216.0 to 216.75,18,"[0, 0, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0]",4,fMinor,Piano Sonata K570 ii Eb major.mid by Mozart.csv
