index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
125,125.0 to 125.875,5,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
126,126.0 to 126.875,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5
127,127.0 to 127.875,5,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
128,128.0 to 128.875,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5
129,129.0 to 129.875,2,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
130,130.0 to 130.75,8,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
131,131.0 to 131.875,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
132,132.0 to 132.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5
133,133.0 to 133.75,1,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
134,134.0 to 134.75,5,"[0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
135,135.0 to 135.75,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,c#Major,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
136,136.0 to 136.75,6,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 2]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,GmajTriad,GBD,orange,13
137,137.0 to 137.75,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
138,138.0 to 138.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
139,139.0 to 139.75,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
140,140.0 to 140.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
141,141.0 to 141.75,0,"[1, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0]",9,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
142,142.0 to 142.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
143,143.0 to 143.75,18,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",0,dMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
144,144.0 to 144.75,12,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0]",5,aMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
145,145.0 to 145.875,13,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
146,146.0 to 146.75,0,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
147,147.0 to 147.875,18,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
148,148.0 to 148.875,9,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
149,149.0 to 149.875,3,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
150,150.0 to 150.75,0,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
151,151.0 to 151.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
152,152.0 to 152.875,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
153,153.0 to 153.875,3,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
154,154.0 to 154.0,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
155,155.5 to 155.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
156,156.0 to 156.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
157,157.0 to 157.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
158,158.0 to 158.875,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",2,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
159,159.0 to 159.5,0,"[0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0]",9,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
160,160.0 to 160.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
161,161.0 to 161.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
162,162.0 to 162.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
163,163.0 to 163.5,5,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2]",0,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
164,164.0 to 164.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
165,165.0 to 165.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
166,166.0 to 166.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
167,167.0 to 167.5,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
168,168.0 to 168.75,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
169,169.0 to 169.75,16,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
170,170.0 to 170.875,0,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",9,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
171,171.0 to 171.875,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",2,b-Minor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0
172,172.0 to 172.875,16,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9,aMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
173,173.0 to 173.75,11,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",2,b-Minor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0
174,174.0 to 174.75,16,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0]",1,bMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
175,175.0 to 175.5,14,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
176,176.0 to 176.5,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
177,177.0 to 177.5,18,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
178,178.0 to 178.875,17,"[1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5
179,179.0 to 179.875,7,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
180,180.0 to 180.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
181,181.0 to 181.875,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
182,182.0 to 182.875,18,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
183,183.0 to 183.875,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
184,184.0 to 184.75,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
185,185.0 to 185.75,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
186,186.0 to 186.75,3,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0]",7,e-Major,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
187,187.0 to 187.75,8,"[2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
188,188.0 to 188.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
189,189.0 to 189.75,9,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
190,190.0 to 190.9166667,1,"[2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
191,191.0 to 191.75,8,"[2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
192,192.0 to 192.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
193,193.0 to 193.875,9,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
194,194.0 to 194.75,6,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,GmajTriad,GBD,orange,13
195,195.0 to 195.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
196,196.0 to 196.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
197,197.0 to 197.875,1,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
198,198.0 to 198.75,18,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
199,199.0 to 199.5,12,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0]",5,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
200,200.0 to 200.75,18,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
201,201.0 to 201.75,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
202,202.0 to 202.75,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
203,203.0 to 203.75,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
204,204.0 to 204.0,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
205,205.0 to 205.5,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
206,206.0 to 206.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
207,207.0 to 207.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
208,208.0 to 208.75,5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
209,209.0 to 209.75,0,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
210,210.0 to 210.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
211,211.0 to 211.75,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
212,212.0 to 212.0,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
213,213.0 to 213.5,13,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
214,214.0 to 214.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
215,215.0 to 215.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
216,216.0 to 216.75,5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
217,217.0 to 217.75,0,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
218,218.0 to 218.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
219,219.0 to 219.75,7,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
220,220.0 to 220.75,6,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 2]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,GmajTriad,GBD,orange,13
221,221.0 to 221.75,7,"[2, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
222,222.0 to 222.0,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
223,223.5 to 223.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
224,224.0 to 224.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
225,225.0 to 225.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
226,226.0 to 226.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
227,227.0 to 227.5,5,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
228,228.0 to 228.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
229,229.0 to 229.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
230,230.0 to 230.875,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",2,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
231,231.0 to 231.5,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
232,232.0 to 232.75,16,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
233,233.0 to 233.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
234,234.0 to 234.75,9,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",1,aMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
235,235.0 to 235.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
236,236.0 to 236.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
237,237.0 to 237.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
238,238.0 to 238.875,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
239,239.0 to 239.5,13,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
240,240.0 to 240.5,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
241,241.0 to 241.5,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
242,242.0 to 242.875,16,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
243,243.0 to 243.5,13,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
244,244.0 to 244.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
245,245.0 to 245.5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
246,246.0 to 246.875,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",8,fMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
247,247.0 to 247.5,12,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
248,248.0 to 248.75,19,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
249,249.0 to 249.5,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
250,250.0 to 250.75,14,"[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]",5,eMinor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
251,251.0 to 251.5,14,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1]",5,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
252,252.0 to 252.75,19,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
253,253.0 to 253.5,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
