index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
126,127.0 to 127.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1]",4,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
127,128.0 to 128.75,3,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
128,129.0 to 129.75,3,"[0, 0, 1, 0, 0, 0, 1, 4, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
129,130.0 to 130.75,9,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
130,131.0 to 131.75,7,"[0, 0, 1, 0, 1, 0, 3, 0, 0, 2, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
131,132.0 to 132.75,5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
132,133.0 to 133.75,6,"[0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 2]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,GmajTriad,GBD,orange,13
133,134.0 to 134.75,12,"[2, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0]",8,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
134,135.0 to 135.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1]",4,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
135,136.0 to 136.75,3,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 2]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
136,137.0 to 137.75,1,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
137,138.0 to 138.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
138,139.0 to 139.75,0,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
139,140.0 to 140.0,16,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
140,141.0 to 141.75,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
141,142.0 to 142.75,1,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
142,143.0 to 143.5,0,"[0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
143,144.0 to 144.75,1,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",0,e-Minor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
144,145.0 to 145.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
145,146.0 to 146.75,3,"[1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1]",0,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
146,147.0 to 147.75,0,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
147,148.0 to 148.75,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
148,149.0 to 149.75,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
149,150.0 to 150.0,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
150,152.0 to 152.75,8,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
151,153.0 to 153.75,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
152,154.0 to 154.75,14,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
153,155.0 to 155.75,10,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
154,156.0 to 156.0,19,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0]",9,fMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
155,157.0 to 157.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
156,158.0 to 158.875,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
157,159.0 to 159.875,2,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
158,160.0 to 160.75,8,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
159,161.0 to 161.75,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
160,162.0 to 162.75,14,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
161,163.0 to 163.75,10,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
162,164.0 to 164.0,19,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0]",9,fMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
163,165.0 to 165.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
164,166.0 to 166.875,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
165,167.0 to 167.875,2,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
166,168.0 to 168.875,18,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
167,169.0 to 169.75,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5
168,170.0 to 170.75,5,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
169,171.0 to 171.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
170,172.0 to 172.875,5,"[0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
171,173.0 to 173.75,5,"[0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
172,174.0 to 174.75,4,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
173,175.0 to 175.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
174,176.0 to 176.875,1,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
175,177.0 to 177.875,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",3,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
176,178.0 to 178.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
177,179.0 to 179.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
178,180.0 to 180.75,9,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
179,181.0 to 181.75,19,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
180,182.0 to 182.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
181,183.0 to 183.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
182,184.0 to 184.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
183,185.0 to 185.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
184,186.0 to 186.75,19,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",9,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
185,187.0 to 187.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
186,188.0 to 188.875,3,"[1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
187,189.0 to 189.875,10,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
188,190.0 to 190.0,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",9,c#Major,Piano Sonata K279 i C major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
189,191.0 to 191.0,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
190,192.0 to 192.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
191,193.0 to 193.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
192,194.0 to 194.75,19,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]",9,fMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
193,195.0 to 195.75,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
194,196.0 to 196.875,4,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
195,197.0 to 197.875,18,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
196,198.0 to 198.75,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",3,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
197,199.0 to 199.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
198,200.0 to 200.5,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
199,201.0 to 201.875,13,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
200,202.0 to 202.75,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",3,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
201,203.0 to 203.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
202,204.0 to 204.5,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
203,205.0 to 205.875,13,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
204,206.0 to 206.875,4,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
205,207.0 to 207.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
206,208.0 to 208.875,10,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
207,209.0 to 209.875,10,"[0, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
208,210.0 to 210.75,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1]",5,gMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
209,211.0 to 211.875,19,"[1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0]",9,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
210,212.0 to 212.5,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
211,214.0 to 214.125,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
212,215.125 to 215.25,14,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
213,216.0 to 216.75,5,"[0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 3]",5,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
214,217.0 to 217.75,14,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2]",5,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
215,218.0 to 218.875,14,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",2,eMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
216,219.125 to 219.625,14,"[0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0]",5,eMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
217,220.0 to 220.75,9,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1]",4,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
218,221.0 to 221.75,18,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
219,222.0 to 222.125,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",4,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
220,223.125 to 223.25,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",4,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
221,224.0 to 224.75,7,"[1, 0, 1, 0, 0, 0, 2, 0, 0, 3, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
222,225.0 to 225.75,7,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
223,226.0 to 226.875,1,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
224,227.125 to 227.625,0,"[1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
225,228.0 to 228.75,3,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
226,229.0 to 229.875,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
227,230.0 to 230.75,1,"[1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
228,231.0 to 231.75,1,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
229,232.0 to 232.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
230,233.0 to 233.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
231,234.0 to 234.75,1,"[1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
232,235.0 to 235.75,1,"[1, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
233,236.0 to 236.75,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
234,237.0 to 237.875,1,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
235,238.0 to 238.75,9,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0]",8,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
236,239.0 to 239.875,1,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
237,240.0 to 240.75,3,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
238,241.0 to 241.875,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
239,242.0 to 242.75,12,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",2,cMinor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
240,243.0 to 243.875,13,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",4,fMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
241,244.0 to 244.75,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
242,245.0 to 245.875,1,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
243,246.0 to 246.75,9,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0]",8,aMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
244,247.0 to 247.875,1,"[1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0]",2,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
245,248.0 to 248.75,3,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
246,249.0 to 249.875,14,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
247,250.0 to 250.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
248,251.0 to 251.875,7,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
249,252.0 to 252.75,1,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
250,253.0 to 253.875,18,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
251,254.0 to 254.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",8,dMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
252,255.0 to 255.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
253,256.0 to 256.75,18,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",2,cMajor,Piano Sonata K279 i C major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
