index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
121,121.0 to 121.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
122,122.0 to 122.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
123,123.0 to 123.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",9,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
124,124.0 to 124.6666667,0,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",6,c#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
125,125.0 to 125.6666667,1,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
126,126.0 to 126.0,16,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",8,aMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
127,127.0 to 127.75,2,"[0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
128,128.0 to 128.875,13,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",7,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
129,129.0 to 129.875,18,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",9,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
130,130.0 to 130.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
131,131.0 to 131.9166667,1,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
132,132.0 to 132.75,13,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",9,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
133,133.0 to 133.6666667,0,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",6,c#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
134,134.0 to 134.66666669999998,14,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
135,135.0 to 135.75,11,"[0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",8,f#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0
136,136.0 to 136.75,0,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 1, 0]",0,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
137,137.0 to 137.75,1,"[1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1]",0,bMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
138,138.0 to 138.75,3,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
139,139.0 to 139.75,13,"[1, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1]",6,g#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
140,140.0 to 140.75,12,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
141,141.0 to 141.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",7,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
142,142.0 to 142.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
143,143.0 to 143.75,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",5,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
144,144.0 to 144.75,1,"[0, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
145,145.0 to 145.75,9,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0]",5,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
146,146.0 to 146.75,5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 3]",9,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
147,147.0 to 147.66666669999995,13,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",9,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
148,148.0 to 148.66666669999995,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
149,149.0 to 149.66666669999995,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
150,150.0 to 150.66666669999995,11,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",8,aMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0
151,151.0 to 151.66666669999995,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
152,152.0 to 152.66666669999995,4,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
153,153.0 to 153.66666669999995,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2]",9,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
154,154.0 to 154.66666669999995,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
155,155.0 to 155.66666669999995,5,"[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
156,156.0 to 156.875,3,"[0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1]",8,gMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
157,157.0 to 157.91666669999995,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
158,158.0 to 158.91666669999995,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
159,159.0 to 159.91666669999995,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
160,160.0 to 160.91666669999995,5,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",8,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
161,161.0 to 161.66666669999995,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
162,162.0 to 162.91666669999995,3,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
163,163.0 to 163.91666669999995,5,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",8,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
164,164.0 to 164.75,7,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",5,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
165,165.0 to 165.0,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",5,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
166,166.625 to 166.625,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
167,167.0 to 167.75,3,"[0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
168,168.0 to 168.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
169,169.0 to 169.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
170,170.0 to 170.75,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
171,171.0 to 171.91666669999995,0,"[0, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
172,172.0 to 172.75,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
173,173.0 to 173.91666669999995,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofG,D-F#A,greenyellow,15
174,174.0 to 174.91666669999995,2,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
175,175.0 to 175.66666669999995,2,"[0, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
176,176.0 to 176.66666669999995,2,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1]",2,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
177,177.0 to 177.75,12,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
178,178.0 to 178.75,14,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1]",9,eMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
179,179.0 to 179.91666669999995,14,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1]",9,eMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
180,180.0 to 180.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1]",2,c#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
181,181.0 to 181.75,12,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
182,182.0 to 182.875,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
183,183.0 to 183.6666667,5,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
184,184.0 to 184.6666667,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
185,185.0 to 185.6666667,14,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2]",9,eMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
186,186.0 to 186.75,5,"[0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2]",9,eMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
187,187.0 to 187.75,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
188,188.0 to 188.9166667,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
189,189.0 to 189.6666667,5,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
190,190.0 to 190.6666667,12,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
191,191.0 to 191.6666667,14,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2]",9,eMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,VofAmin,E-BCD,indigo,19
192,192.0 to 192.75,11,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",8,f#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0
193,193.0 to 193.9166667,11,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0
194,194.0 to 194.9166667,11,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,iv_ofDmin,GBb-C#D,yellow,0
195,195.0 to 195.9166667,19,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
196,196.0 to 196.75,2,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",6,c#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
197,197.0 to 197.75,2,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
198,198.0 to 198.9166667,19,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0]",4,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,4ofC,F-AC,cyan,1
199,199.0 to 199.75,2,"[0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0]",4,c#Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
200,200.0 to 200.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
201,201.0 to 201.6666667,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
202,202.0 to 202.6666667,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
203,203.0 to 203.6666667,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
204,204.0 to 204.75,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj-root,C-EG,slateblue,2
205,205.0 to 205.75,18,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
206,206.0 to 206.6666667,2,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",4,b-Major,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
207,207.0 to 207.75,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",8,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
208,208.0 to 208.75,10,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
209,209.0 to 209.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",9,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
210,210.0 to 210.9166667,4,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
211,211.0 to 211.9166667,3,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0]",1,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
212,212.0 to 212.75,4,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
213,213.0 to 213.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
214,214.0 to 214.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
215,215.0 to 215.875,4,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj3rd5th,EG-C,mediumvioletred,8
216,216.0 to 216.6666667,2,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
217,217.0 to 217.6666667,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5
218,218.0 to 218.6666667,5,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
219,219.0 to 219.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
220,220.0 to 220.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
221,221.0 to 221.9166667,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
222,222.0 to 222.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
223,223.0 to 223.75,2,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,2/4ofCmaj,DF,green,4
224,224.0 to 224.875,12,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",3,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,AminTriad,ACE,steelblue,14
225,225.0 to 225.6666667,7,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",0,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
226,226.0 to 226.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
227,227.0 to 227.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
228,228.0 to 228.6666667,7,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0]",5,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
229,229.0 to 229.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
230,230.0 to 230.6666667,9,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,6-1ofC,A-CF,deepskyblue,7
231,231.0 to 231.75,3,"[0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
232,232.0 to 232.6666667,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
233,233.0 to 233.6666667,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,chr,FGAB,mediumpurple,10
234,234.0 to 234.6666667,5,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
235,235.0 to 235.6666667,18,"[1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
236,236.0 to 236.6666667,18,"[1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
237,237.0 to 237.6666667,17,"[1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,CmajTriad,CEG,blueviolet,5
238,238.0 to 238.6666667,10,"[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
239,239.0 to 239.6666667,10,"[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj2-5tet,DEFG,violet,6
240,240.0 to 240.6666667,5,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj3rd5th,BD-G,gold,17
241,241.0 to 241.6666667,18,"[1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
242,242.0 to 242.6666667,18,"[1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V-IofC,D-GBC,crimson,11
243,243.0 to 243.75,15,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj1-4tet,C-DEF,blue,3
244,244.0 to 244.6666667,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-IV/vii,F#G-ACE,salmon,16
245,245.0 to 245.6666667,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",9,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Cmaj5-1tet,BC-AG,darkviolet,12
246,246.0 to 246.0,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,V7ofG,DF#AC,lime,18
247,247.0 to 247.75,3,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv,1774,Gmaj-root,G-BD,red,9
