index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
142,426.0 to 428.0,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
143,429.0 to 431.75,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
144,432.0 to 434.75,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1]",6,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
145,435.0 to 437.75,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
146,438.0 to 440.125,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
147,441.0 to 443.83333330000005,"[2, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
148,444.0 to 446.75,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1]",6,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
149,447.0 to 449.75,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
150,450.0 to 452.5,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
151,453.0 to 454.0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",9,cMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv
152,456.0 to 457.375,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0]",6,cMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv
153,459.0 to 460.875,"[0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 1]",1,eMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
154,462.0 to 464.83333330000005,"[1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0]",3,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
155,465.0 to 467.625,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
156,468.0 to 470.75,"[2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0]",3,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
157,471.0 to 473.5,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
158,474.0 to 476.83333330000005,"[1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0]",3,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
159,477.0 to 479.625,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",2,b-Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv
160,480.0 to 482.75,"[1, 0, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0]",3,fMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv
161,483.0 to 485.5,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",5,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
162,486.0 to 488.83333330000005,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 1]",8,cMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv
163,489.0 to 491.5,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",5,dMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
164,492.0 to 494.75,"[0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 2]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
165,495.0 to 497.875,"[2, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
166,498.0 to 500.875,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
167,501.0 to 503.75,"[2, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
168,504.0 to 506.75,"[0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3]",4,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
169,507.0 to 508.6666667,"[0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 1]",4,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
170,510.0 to 512.0,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
171,513.0 to 515.0,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
172,516.0 to 518.5,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
173,519.0 to 521.5,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
174,522.0 to 524.0,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
175,525.0 to 527.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
176,528.0 to 530.5,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1]",5,c#Major,Piano Sonata K570 i Bb major.mid by Mozart.csv
177,531.0 to 533.5,"[1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
178,534.0 to 536.5,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
179,537.0 to 539.5,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
180,540.0 to 542.5,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
181,543.0 to 545.5,"[0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
182,546.0 to 548.875,"[1, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0]",7,e-Minor,Piano Sonata K570 i Bb major.mid by Mozart.csv
183,549.0 to 551.75,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0]",2,aMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
184,552.0 to 554.5,"[1, 0, 2, 0, 1, 2, 1, 2, 0, 0, 0, 1]",3,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
185,555.0 to 557.875,"[1, 0, 2, 0, 2, 2, 0, 1, 0, 1, 0, 1]",3,fMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv
186,558.0 to 560.75,"[3, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
187,561.0 to 563.875,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 2, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
188,564.0 to 566.75,"[2, 0, 1, 1, 2, 1, 1, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
189,567.0 to 569.75,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 2, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
190,570.0 to 572.75,"[1, 0, 1, 0, 2, 1, 1, 2, 0, 1, 1, 0]",3,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
191,573.0 to 575.875,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 2, 1, 1]",2,aMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
192,576.0 to 578.75,"[1, 0, 1, 0, 2, 1, 2, 1, 1, 1, 0, 1]",1,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
193,579.0 to 581.75,"[1, 0, 2, 0, 2, 3, 0, 1, 0, 0, 0, 1]",3,b-Major,Piano Sonata K570 i Bb major.mid by Mozart.csv
194,582.0 to 584.75,"[2, 0, 1, 0, 4, 2, 0, 3, 0, 1, 0, 1]",8,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
195,585.0 to 587.75,"[2, 0, 2, 0, 1, 2, 1, 2, 0, 3, 0, 1]",6,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
196,588.0 to 590.75,"[3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0]",8,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
197,591.0 to 593.75,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
198,594.0 to 596.5,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
199,597.0 to 599.5,"[1, 0, 0, 0, 0, 1, 1, 2, 0, 2, 0, 0]",6,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
200,600.0 to 602.75,"[1, 0, 1, 0, 2, 2, 0, 1, 0, 2, 0, 1]",3,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
201,603.0 to 605.75,"[1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
202,606.0 to 608.5,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]",9,cMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv
203,609.0 to 611.625,"[1, 0, 0, 1, 0, 2, 1, 3, 0, 3, 0, 1]",6,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
204,612.0 to 614.875,"[3, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1]",8,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
205,615.0 to 617.625,"[0, 0, 1, 0, 2, 2, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
206,618.0 to 620.75,"[2, 0, 1, 0, 2, 1, 0, 3, 0, 1, 0, 1]",8,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
207,621.0 to 623.75,"[3, 0, 1, 0, 2, 1, 0, 3, 0, 1, 0, 1]",8,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
208,624.0 to 625.375,"[4, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
