index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
68,207.0 to 209.5,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",8,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
69,210.0 to 212.5,"[1, 0, 2, 0, 0, 1, 1, 0, 1, 1, 0, 1]",6,dMinor,Piano Sonata K332 i F major.mid by Mozart.csv
70,213.0 to 215.0,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
71,216.0 to 218.875,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
72,219.0 to 221.0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
73,222.0 to 224.0,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
74,225.0 to 227.0,"[2, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
75,228.0 to 230.5,"[1, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 2]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
76,231.0 to 233.0,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
77,234.0 to 236.875,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
78,237.0 to 239.0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
79,240.0 to 242.0,"[1, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 1]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
