index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,0.0 to 3.666666667,"[2, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1]",8,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
1,4.125 to 7.75,"[2, 0, 2, 0, 1, 1, 0, 1, 0, 2, 0, 1]",1,fMajor,Piano Sonata K545 i C major.mid by Mozart.csv
2,8.125 to 11.91666667,"[2, 0, 1, 0, 1, 2, 0, 2, 0, 2, 0, 1]",2,fMajor,Piano Sonata K545 i C major.mid by Mozart.csv
3,12.125 to 15.91666667,"[2, 0, 2, 0, 2, 2, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
4,16.125 to 19.83333333,"[2, 0, 1, 0, 2, 2, 0, 2, 0, 2, 0, 1]",2,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
5,20.0 to 23.875,"[2, 0, 2, 0, 2, 2, 0, 1, 0, 1, 0, 2]",1,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
6,24.0 to 27.875,"[3, 0, 1, 0, 3, 1, 0, 1, 0, 1, 0, 2]",1,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
7,28.25 to 31.91666667,"[0, 1, 2, 0, 2, 3, 0, 2, 0, 3, 0, 2]",6,fMinor,Piano Sonata K545 i C major.mid by Mozart.csv
8,32.125 to 35.66666667,"[2, 0, 2, 0, 1, 2, 1, 3, 0, 2, 0, 3]",6,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
9,36.0 to 39.75,"[2, 0, 2, 0, 2, 0, 0, 3, 0, 0, 0, 2]",5,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
10,40.625 to 43.75,"[0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]",4,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
11,44.0 to 47.875,"[1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
12,48.0 to 51.875,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 2]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
13,52.0 to 55.875,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 2]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
14,56.0 to 59.875,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 2]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
15,60.125 to 63.625,"[2, 0, 2, 0, 2, 0, 0, 2, 0, 1, 0, 3]",5,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
16,64.125 to 67.91666667,"[2, 0, 2, 0, 1, 0, 2, 1, 0, 3, 0, 2]",0,dMajor,Piano Sonata K545 i C major.mid by Mozart.csv
17,68.0 to 71.75,"[2, 0, 1, 0, 2, 0, 1, 3, 0, 2, 0, 2]",2,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
18,72.0 to 75.875,"[1, 0, 2, 0, 0, 0, 3, 3, 0, 2, 0, 2]",0,dMajor,Piano Sonata K545 i C major.mid by Mozart.csv
19,76.125 to 79.875,"[2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1]",8,cMinor,Piano Sonata K545 i C major.mid by Mozart.csv
20,80.25 to 83.75,"[2, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 2]",8,eMajor,Piano Sonata K545 i C major.mid by Mozart.csv
21,84.0 to 87.875,"[2, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 2]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
22,88.0 to 91.5,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 2]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
23,92.0 to 95.875,"[2, 0, 3, 0, 0, 0, 1, 2, 0, 2, 0, 2]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
24,96.0 to 99.33333333,"[2, 0, 2, 0, 0, 0, 1, 3, 0, 2, 0, 3]",0,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
25,100.5 to 103.875,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1]",4,gMajor,Piano Sonata K545 i C major.mid by Mozart.csv
26,104.0 to 107.875,"[2, 0, 3, 0, 0, 0, 1, 2, 0, 2, 2, 0]",9,b-Minor,Piano Sonata K545 i C major.mid by Mozart.csv
27,108.0 to 111.875,"[3, 0, 2, 0, 1, 0, 2, 3, 0, 3, 2, 0]",9,cMajor,Piano Sonata K545 i C major.mid by Mozart.csv
28,112.0 to 115.9166667,"[0, 3, 2, 0, 3, 1, 1, 2, 1, 3, 1, 1]",3,aMajor,Piano Sonata K545 i C major.mid by Mozart.csv
