index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,3.0 to 5.0,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
1,6.0 to 8.0,"[2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
2,9.0 to 11.875,"[2, 0, 1, 0, 3, 0, 0, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
3,12.0 to 14.75,"[2, 0, 1, 0, 1, 1, 1, 2, 0, 1, 0, 1]",8,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
4,15.0 to 17.83333333,"[3, 0, 3, 0, 1, 1, 0, 1, 0, 1, 0, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
5,18.0 to 20.83333333,"[2, 0, 2, 0, 0, 3, 1, 2, 1, 2, 0, 2]",4,fMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
6,21.0 to 23.83333333,"[2, 0, 1, 0, 3, 3, 0, 3, 0, 2, 0, 1]",4,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
7,24.0 to 26.5,"[1, 0, 2, 0, 2, 2, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
8,27.0 to 29.0,"[3, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
9,30.0 to 32.0,"[2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
10,33.0 to 35.875,"[1, 1, 2, 0, 2, 2, 0, 2, 0, 1, 0, 1]",3,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
11,36.0 to 38.75,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",8,dMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
12,39.0 to 41.75,"[2, 0, 3, 0, 1, 0, 0, 1, 0, 1, 0, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
13,42.0 to 44.875,"[1, 0, 3, 0, 1, 1, 1, 2, 0, 1, 0, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
14,45.0 to 47.75,"[1, 0, 1, 0, 2, 3, 0, 3, 0, 1, 0, 0]",4,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
15,48.0 to 50.5,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
16,51.0 to 53.0,"[3, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
17,54.0 to 56.0,"[2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
18,57.0 to 59.875,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
19,60.0 to 62.875,"[1, 0, 1, 0, 1, 1, 1, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
20,63.0 to 65.875,"[3, 0, 3, 0, 1, 1, 0, 2, 0, 1, 0, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
21,66.0 to 68.875,"[2, 0, 2, 0, 1, 3, 1, 2, 1, 2, 0, 2]",4,fMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
22,69.0 to 71.83333333,"[2, 0, 1, 0, 3, 3, 0, 3, 1, 1, 1, 1]",4,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
23,72.0 to 74.75,"[1, 0, 2, 0, 2, 2, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
24,75.0 to 77.0,"[3, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
25,78.0 to 80.0,"[1, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
26,81.0 to 83.875,"[2, 0, 2, 0, 2, 2, 0, 2, 0, 1, 0, 1]",4,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
27,84.0 to 86.875,"[1, 0, 2, 0, 1, 1, 1, 1, 1, 1, 0, 1]",8,dMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
28,87.0 to 89.875,"[2, 1, 3, 0, 1, 0, 0, 1, 0, 1, 1, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
29,90.0 to 92.875,"[1, 0, 3, 0, 1, 2, 0, 2, 0, 1, 0, 2]",4,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
30,93.0 to 95.75,"[1, 0, 1, 0, 2, 2, 0, 3, 0, 1, 0, 1]",4,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
31,96.0 to 98.5,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 2]",5,fMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
32,99.0 to 101.8333333,"[0, 1, 2, 0, 1, 0, 0, 4, 0, 0, 0, 2]",9,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
33,102.0 to 104.8333333,"[2, 0, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0]",7,fMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
34,105.0 to 107.8333333,"[2, 1, 2, 0, 1, 0, 2, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
35,108.0 to 110.8333333,"[0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3]",9,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
36,111.0 to 113.8333333,"[2, 1, 3, 0, 0, 0, 0, 2, 0, 1, 1, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
37,114.0 to 116.8333333,"[1, 0, 1, 1, 2, 1, 0, 2, 0, 0, 0, 3]",3,gMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
38,117.0 to 119.75,"[2, 0, 2, 0, 1, 0, 1, 2, 0, 2, 0, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
39,120.0 to 122.8333333,"[0, 0, 1, 0, 1, 1, 0, 3, 1, 0, 0, 1]",3,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
40,123.0 to 125.8333333,"[1, 2, 2, 0, 1, 2, 0, 1, 0, 2, 0, 1]",3,fMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
41,126.0 to 128.8333333,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 2]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
42,129.0 to 131.5,"[0, 1, 1, 0, 1, 2, 0, 2, 0, 1, 0, 2]",3,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
43,132.0 to 134.75,"[1, 0, 3, 0, 3, 2, 0, 2, 0, 0, 0, 1]",4,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
44,135.0 to 137.0,"[3, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
45,138.0 to 140.0,"[1, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
46,141.0 to 143.83333330000005,"[2, 0, 0, 1, 3, 0, 0, 2, 0, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
47,144.0 to 146.75,"[1, 0, 1, 0, 2, 2, 2, 3, 0, 1, 0, 1]",6,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
48,147.0 to 149.75,"[2, 0, 3, 0, 1, 0, 0, 1, 0, 2, 0, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
49,150.0 to 152.875,"[2, 0, 3, 0, 2, 3, 0, 4, 0, 1, 0, 2]",4,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
50,153.0 to 155.75,"[3, 0, 1, 0, 3, 2, 0, 2, 0, 1, 0, 1]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
51,156.0 to 158.625,"[3, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 3]",5,fMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
52,159.0 to 161.875,"[2, 1, 2, 0, 2, 0, 1, 4, 0, 1, 0, 2]",9,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
53,162.0 to 164.83333330000005,"[2, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0]",7,fMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
54,165.0 to 167.875,"[2, 0, 2, 0, 1, 0, 2, 1, 0, 1, 0, 1]",7,dMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
55,168.0 to 170.875,"[1, 0, 1, 0, 1, 0, 1, 4, 0, 1, 1, 3]",9,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
56,171.0 to 173.875,"[3, 1, 3, 0, 1, 0, 1, 2, 0, 1, 1, 2]",2,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
57,174.0 to 176.875,"[1, 1, 2, 1, 3, 1, 1, 2, 0, 1, 0, 3]",3,gMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
58,177.0 to 179.83333330000005,"[3, 0, 2, 1, 2, 0, 2, 1, 1, 2, 0, 2]",7,cMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
59,180.0 to 182.8333333,"[0, 0, 1, 0, 1, 1, 0, 3, 1, 1, 0, 1]",3,gMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
60,183.0 to 185.75,"[1, 2, 2, 0, 2, 3, 0, 1, 0, 2, 0, 2]",3,fMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
61,186.0 to 188.75,"[2, 0, 2, 0, 3, 1, 0, 2, 0, 2, 0, 2]",4,gMinor,Piano Sonata K309 ii F major.mid by Mozart.csv
62,189.0 to 191.8333333,"[1, 1, 1, 0, 1, 2, 0, 2, 0, 2, 0, 1]",3,fMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
63,192.0 to 194.75,"[2, 0, 3, 0, 3, 3, 0, 2, 0, 1, 0, 1]",4,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
64,195.0 to 197.0,"[3, 0, 0, 1, 2, 1, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
65,198.0 to 200.0,"[2, 0, 0, 0, 2, 0, 0, 2, 1, 1, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
66,201.0 to 203.875,"[1, 1, 1, 0, 3, 1, 0, 3, 0, 2, 0, 1]",1,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
67,204.0 to 206.875,"[2, 0, 1, 0, 3, 3, 2, 3, 0, 1, 0, 1]",6,cMajor,Piano Sonata K309 ii F major.mid by Mozart.csv
