index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,3.5 to 3.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
1,4.0 to 5.833333333,"[2, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
2,6.0 to 7.833333333,"[3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
3,8.0 to 9.833333332999999,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1]",2,fMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
4,10.0 to 11.83333333,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]",2,fMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
5,12.0 to 13.83333333,"[1, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 0]",1,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
6,14.0 to 15.83333333,"[0, 0, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
7,16.0 to 17.5,"[2, 0, 2, 0, 2, 2, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
8,18.0 to 19.5,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
9,20.0 to 21.83333333,"[2, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
10,22.0 to 23.83333333,"[3, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
11,24.0 to 25.83333333,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1]",2,fMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
12,26.0 to 27.83333333,"[1, 0, 0, 0, 1, 2, 0, 1, 0, 2, 0, 0]",2,fMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
13,28.0 to 29.83333333,"[1, 1, 0, 0, 2, 1, 0, 2, 0, 2, 0, 0]",9,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
14,30.0 to 31.83333333,"[1, 0, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0]",5,fMinor,Piano Sonata K309 iii C major.mid by Mozart.csv
15,32.0 to 33.66666667,"[2, 0, 2, 0, 2, 2, 0, 2, 0, 0, 0, 1]",5,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
16,34.0 to 35.75,"[1, 2, 0, 0, 3, 1, 0, 2, 0, 2, 0, 0]",9,aMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
17,36.0 to 37.75,"[0, 0, 3, 0, 1, 2, 0, 2, 0, 1, 0, 2]",5,gMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
18,38.0 to 39.83333333,"[1, 0, 2, 0, 1, 2, 0, 3, 0, 1, 0, 1]",5,gMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
19,40.0 to 41.83333333,"[4, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
20,42.0 to 43.83333333,"[1, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0]",1,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
21,44.0 to 45.83333333,"[4, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
22,46.0 to 47.83333333,"[1, 0, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0]",1,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
23,48.0 to 49.83333333,"[5, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
24,50.0 to 51.625,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",7,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
25,52.0 to 53.625,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0]",7,gMinor,Piano Sonata K309 iii C major.mid by Mozart.csv
26,54.0 to 55.83333333,"[0, 1, 1, 0, 1, 3, 0, 1, 0, 2, 0, 0]",2,fMinor,Piano Sonata K309 iii C major.mid by Mozart.csv
27,56.0 to 57.75,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
28,58.0 to 59.83333333,"[2, 0, 1, 0, 3, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
29,60.0 to 61.75,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 iii C major.mid by Mozart.csv
