index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
60,120.0 to 121.625,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
61,122.0 to 123.625,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
62,124.0 to 125.875,"[2, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
63,126.0 to 127.875,"[2, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
64,128.0 to 129.875,"[2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
65,130.0 to 131.875,"[3, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
66,132.0 to 133.75,"[2, 0, 0, 0, 2, 0, 1, 2, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
67,134.0 to 135.75,"[0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
68,136.0 to 137.75,"[0, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0, 3]",8,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
69,138.0 to 139.75,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
70,140.0 to 141.75,"[2, 0, 2, 0, 1, 0, 2, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
71,142.0 to 143.75,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
72,144.0 to 145.875,"[1, 1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 1]",4,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
73,146.0 to 147.875,"[1, 1, 2, 0, 0, 0, 2, 1, 0, 0, 0, 1]",7,dMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
74,148.0 to 149.875,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 2, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
75,150.0 to 151.875,"[1, 1, 1, 0, 0, 0, 2, 1, 0, 2, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
76,152.0 to 153.875,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 2, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
77,154.0 to 155.5,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",7,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
78,156.0 to 157.5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
79,158.0 to 159.5,"[0, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
80,160.0 to 161.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
81,162.0 to 163.5,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 2]",6,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
82,164.0 to 165.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
83,166.0 to 167.5,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 1]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
84,168.0 to 169.75,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
85,170.0 to 171.875,"[0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 1, 0]",7,b-Minor,Piano Sonata K279 iii C major.mid by Mozart.csv
86,172.0 to 173.75,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",7,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
87,174.0 to 175.5,"[0, 0, 0, 2, 2, 0, 2, 0, 0, 1, 0, 0]",9,bMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
88,176.0 to 177.5,"[2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",2,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
89,178.0 to 179.875,"[2, 0, 1, 0, 3, 0, 1, 1, 0, 1, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
90,180.0 to 181.875,"[1, 0, 1, 0, 1, 0, 2, 2, 0, 1, 0, 1]",8,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
91,182.0 to 183.875,"[2, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 2]",6,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
92,184.0 to 185.75,"[2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
93,186.0 to 187.75,"[2, 0, 0, 0, 1, 0, 1, 3, 0, 0, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
94,188.0 to 189.75,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
95,190.0 to 191.75,"[3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
96,192.0 to 193.875,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
97,194.0 to 195.75,"[1, 0, 2, 0, 1, 0, 2, 2, 0, 0, 0, 2]",8,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
98,196.0 to 197.875,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
99,198.0 to 199.5,"[2, 1, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
100,200.0 to 201.75,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
101,202.0 to 203.75,"[0, 0, 1, 0, 1, 0, 1, 3, 0, 1, 0, 1]",8,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
102,204.0 to 205.5,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",5,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
103,206.0 to 207.75,"[2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1]",6,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
104,208.0 to 209.75,"[0, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0, 1]",8,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
105,210.0 to 211.75,"[0, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 1]",8,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
106,212.0 to 213.5,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",5,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
107,214.0 to 215.75,"[2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 1]",6,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
108,216.0 to 217.75,"[0, 0, 2, 0, 1, 0, 1, 2, 0, 1, 0, 1]",8,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
109,218.0 to 219.75,"[1, 0, 3, 0, 0, 0, 1, 2, 0, 2, 0, 1]",0,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
110,220.0 to 221.75,"[2, 0, 2, 0, 0, 0, 1, 3, 0, 2, 0, 2]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
111,222.0 to 223.5,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
112,224.0 to 225.5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
113,226.0 to 227.5,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 2]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
114,228.0 to 229.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
115,230.0 to 231.5,"[0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 1, 1]",8,b-Minor,Piano Sonata K279 iii C major.mid by Mozart.csv
116,232.0 to 233.75,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
117,234.0 to 235.5,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1]",6,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
118,236.0 to 237.5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
119,238.0 to 239.5,"[2, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
120,240.0 to 241.5,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
121,242.0 to 243.5,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
122,244.0 to 245.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
123,246.0 to 247.5,"[1, 0, 1, 0, 1, 2, 0, 0, 1, 1, 0, 0]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
124,248.0 to 249.5,"[1, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
125,250.0 to 251.5,"[0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 1]",9,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
