index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,2.333333333 to 3.875,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
1,4.625 to 5.708333333,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
2,6.125 to 7.875,"[2, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
3,8.666666667000001 to 9.875,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
4,10.0 to 11.875,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
5,12.0 to 13.375,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
6,14.125 to 15.875,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",0,fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
7,16.125 to 17.625,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0]",6,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
8,18.125 to 19.875,"[2, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1]",0,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
9,20.0 to 21.625,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
10,22.0 to 23.875,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
11,24.25 to 25.79166667,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
12,26.125 to 27.875,"[1, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 1]",6,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
13,28.0 to 29.66666667,"[2, 0, 1, 0, 3, 1, 0, 3, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
14,30.0 to 31.875,"[3, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 2]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
15,32.0 to 33.79166667,"[1, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
16,34.125 to 35.875,"[2, 0, 1, 0, 3, 1, 0, 3, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
17,36.0 to 37.625,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 2]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
18,38.0 to 39.875,"[1, 0, 2, 0, 0, 1, 0, 2, 0, 1, 0, 1]",9,gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
19,40.0 to 41.875,"[1, 0, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0]",6,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
20,42.0 to 43.66666667,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",0,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
21,44.125 to 45.875,"[2, 0, 2, 0, 1, 2, 0, 1, 1, 1, 0, 0]",8,fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
22,46.625 to 47.79166667,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
23,48.0 to 49.875,"[3, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 1]",7,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
24,50.125 to 51.91666667,"[1, 1, 2, 0, 2, 2, 0, 2, 0, 2, 0, 0]",8,fMinor,Piano Sonata K330 iii C major.mid by Mozart.csv
25,52.0 to 53.75,"[2, 0, 2, 0, 2, 2, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
26,54.125 to 55.875,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",0,gMinor,Piano Sonata K330 iii C major.mid by Mozart.csv
27,56.0 to 57.875,"[2, 0, 2, 0, 2, 3, 0, 2, 0, 2, 0, 0]",8,fMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
28,58.0 to 59.375,"[2, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
29,60.25 to 60.25,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
30,62.0 to 63.875,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",6,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
31,64.0 to 65.95833333,"[1, 0, 2, 0, 2, 2, 0, 2, 0, 0, 0, 1]",1,cMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
32,66.33333333 to 67.875,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",3,gMajor,Piano Sonata K330 iii C major.mid by Mozart.csv
