offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence,octScalePitch,offsetRange,pitchSet,oct_list_set
0.0,<music21.chord.Chord E4 G4 C5 C3>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",72,48,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.9154983621843348,"['E4', 'G4', 'C5', 'C3']",0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
0.25,<music21.chord.Chord C4 E4 G4 C5>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",72,60,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.9154983621843348,"['C4', 'E4', 'G4', 'C5']",0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
0.5,<music21.chord.Chord E4 G4 C5 B3>,"[0, 1, 5, 8]","[11, 0, 4, 7]","[11, 0, 4, 7]",72,59,Piano Sonata K279 i C major.mid,Mozart,0,major,"[11, 0, 4, 7]_11",0.9154983621843348,"['E4', 'G4', 'C5', 'B3']",0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
0.75,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348,['C4'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
1.0,<music21.chord.Chord C3>,[0],[0],[0],48,48,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348,['C3'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
1.5,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348,['C5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
1.75,<music21.chord.Chord B4>,[0],[11],[11],71,71,Piano Sonata K279 i C major.mid,Mozart,0,major,[11]_11,0.9154983621843348,['B4'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
2.0,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9154983621843348,['D5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
2.25,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348,['C5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
2.5,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9154983621843348,['E5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
2.75,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9154983621843348,['D5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
3.0,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.9154983621843348,['F5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
3.25,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9154983621843348,['E5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
3.5,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K279 i C major.mid,Mozart,0,major,[7]_7,0.9154983621843348,['G5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
3.75,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.9154983621843348,['F5'],0.0 to 3.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
4.0,<music21.chord.Chord A4 D5 F5 A5 F2 F3>,"[0, 3, 7]","[2, 5, 9]","[2, 5, 9]",81,41,Piano Sonata K279 i C major.mid,Mozart,0,major,"[2, 5, 9]_5",0.9154983621843348,"['A4', 'D5', 'F5', 'A5', 'F2', 'F3']",4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
5.0,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K279 i C major.mid,Mozart,0,major,[7]_7,0.9231806405510224,['G5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
5.25,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.9231806405510224,['F5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
5.5,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9231806405510224,['E5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
5.75,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9231806405510224,['D5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
6.0,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9231806405510224,['C5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
6.125,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9231806405510224,['D5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
6.25,<music21.chord.Chord B4>,[0],[11],[11],71,71,Piano Sonata K279 i C major.mid,Mozart,0,major,[11]_11,0.9231806405510224,['B4'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
6.5,<music21.chord.Chord C5 E3>,"[0, 4]","[0, 4]","[0, 4]",72,52,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4]_4",0.9231806405510224,"['C5', 'E3']",4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
6.75,<music21.chord.Chord E5 E3>,[0],[4],[4],76,52,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9231806405510224,"['E5', 'E3']",4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
6.875,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9231806405510224,['E5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
7.0,<music21.chord.Chord D5 F3>,"[0, 3]","[2, 5]","[2, 5]",74,53,Piano Sonata K279 i C major.mid,Mozart,0,major,"[2, 5]_5",0.9231806405510224,"['D5', 'F3']",4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
7.25,<music21.chord.Chord F5 F3>,[0],[5],[5],77,53,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.9231806405510224,"['F5', 'F3']",4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
7.375,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.9231806405510224,['F5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
7.5,<music21.chord.Chord B4 G3>,"[0, 4]","[7, 11]","[7, 11]",71,55,Piano Sonata K279 i C major.mid,Mozart,0,major,"[7, 11]_7",0.9231806405510224,"['B4', 'G3']",4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
7.75,<music21.chord.Chord D5 G3>,"[0, 5]","[2, 7]","[2, 7]",74,55,Piano Sonata K279 i C major.mid,Mozart,0,major,"[2, 7]_7",0.9231806405510224,"['D5', 'G3']",4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
7.875,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9231806405510224,['D5'],4.0 to 7.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
8.0,<music21.chord.Chord E4 G4 C5 C3>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",72,48,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.9231806405510224,"['E4', 'G4', 'C5', 'C3']",8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
8.25,<music21.chord.Chord C4 E4 G4 C5>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",72,60,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.9231806405510224,"['C4', 'E4', 'G4', 'C5']",8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
8.5,<music21.chord.Chord E4 G4 C5 B3>,"[0, 1, 5, 8]","[11, 0, 4, 7]","[11, 0, 4, 7]",72,59,Piano Sonata K279 i C major.mid,Mozart,0,major,"[11, 0, 4, 7]_11",0.9231806405510224,"['E4', 'G4', 'C5', 'B3']",8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
8.75,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9231806405510224,['C4'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
9.0,<music21.chord.Chord C3>,[0],[0],[0],48,48,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9231806405510224,['C3'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
9.5,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9231806405510224,['C5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
9.75,<music21.chord.Chord B4>,[0],[11],[11],71,71,Piano Sonata K279 i C major.mid,Mozart,0,major,[11]_11,0.9231806405510224,['B4'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
10.0,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9231806405510224,['D5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
10.25,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9231806405510224,['C5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
10.5,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9231806405510224,['E5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
10.75,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9231806405510224,['D5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
11.0,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.9231806405510224,['F5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
11.25,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9231806405510224,['E5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
11.5,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K279 i C major.mid,Mozart,0,major,[7]_7,0.9231806405510224,['G5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
11.75,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9231806405510224,['E5'],8.0 to 11.75,"[0, 2, 4, 5, 7, 11]","['B3', 'B4', 'C3', 'C4', 'C5', 'D5', 'E4', 'E5', 'F5', 'G4', 'G5']"
12.0,<music21.chord.Chord A4 D5 F5 A5 F2 F3>,"[0, 3, 7]","[2, 5, 9]","[2, 5, 9]",81,41,Piano Sonata K279 i C major.mid,Mozart,0,major,"[2, 5, 9]_5",0.9231806405510224,"['A4', 'D5', 'F5', 'A5', 'F2', 'F3']",12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
13.0,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K279 i C major.mid,Mozart,0,major,[7]_7,0.9231806405510224,['G5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
13.25,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.8995270806234159,['F5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
13.5,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.8995270806234159,['E5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
13.75,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.8995270806234159,['D5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
14.0,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.8995270806234159,['C5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
14.125,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.8995270806234159,['D5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
14.25,<music21.chord.Chord B4>,[0],[11],[11],71,71,Piano Sonata K279 i C major.mid,Mozart,0,major,[11]_11,0.8995270806234159,['B4'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
14.5,<music21.chord.Chord C5 E3>,"[0, 4]","[0, 4]","[0, 4]",72,52,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4]_4",0.8995270806234159,"['C5', 'E3']",12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
14.75,<music21.chord.Chord E5 E3>,[0],[4],[4],76,52,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.8995270806234159,"['E5', 'E3']",12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
14.875,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.8995270806234159,['E5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
15.0,<music21.chord.Chord D5 F3>,"[0, 3]","[2, 5]","[2, 5]",74,53,Piano Sonata K279 i C major.mid,Mozart,0,major,"[2, 5]_5",0.8995270806234159,"['D5', 'F3']",12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
15.25,<music21.chord.Chord F5 F3>,[0],[5],[5],77,53,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.8995270806234159,"['F5', 'F3']",12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
15.375,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.8995270806234159,['F5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
15.5,<music21.chord.Chord B4 G3>,"[0, 4]","[7, 11]","[7, 11]",71,55,Piano Sonata K279 i C major.mid,Mozart,0,major,"[7, 11]_7",0.8995270806234159,"['B4', 'G3']",12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
15.75,<music21.chord.Chord D5 G3>,"[0, 5]","[2, 7]","[2, 7]",74,55,Piano Sonata K279 i C major.mid,Mozart,0,major,"[2, 7]_7",0.8995270806234159,"['D5', 'G3']",12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
15.875,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.8995270806234159,['D5'],12.0 to 15.875,"[0, 2, 4, 5, 7, 9, 11]","['A4', 'A5', 'B4', 'C5', 'D5', 'E3', 'E5', 'F2', 'F3', 'F5', 'G3', 'G5']"
16.0,<music21.chord.Chord C5 C4>,[0],[0],[0],72,60,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.8995270806234159,"['C5', 'C4']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
16.25,<music21.chord.Chord G4 C5>,"[0, 5]","[7, 0]","[7, 0]",72,67,Piano Sonata K279 i C major.mid,Mozart,0,major,"[7, 0]_7",0.8995270806234159,"['G4', 'C5']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
16.375,<music21.chord.Chord G4>,[0],[7],[7],67,67,Piano Sonata K279 i C major.mid,Mozart,0,major,[7]_7,0.8995270806234159,['G4'],16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
16.5,<music21.chord.Chord E4 D5>,"[0, 2]","[2, 4]","[2, 4]",74,64,Piano Sonata K279 i C major.mid,Mozart,0,major,"[2, 4]_4",0.8995270806234159,"['E4', 'D5']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
16.625,<music21.chord.Chord C5 E4>,"[0, 4]","[0, 4]","[0, 4]",72,64,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4]_4",0.8995270806234159,"['C5', 'E4']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
16.75,<music21.chord.Chord G4 C5>,"[0, 5]","[7, 0]","[7, 0]",72,67,Piano Sonata K279 i C major.mid,Mozart,0,major,"[7, 0]_7",0.8995270806234159,"['G4', 'C5']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
16.875,<music21.chord.Chord B4 G4>,"[0, 4]","[7, 11]","[7, 11]",71,67,Piano Sonata K279 i C major.mid,Mozart,0,major,"[7, 11]_7",0.8995270806234159,"['B4', 'G4']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
17.0,<music21.chord.Chord C4 B4>,"[0, 1]","[11, 0]","[11, 0]",71,60,Piano Sonata K279 i C major.mid,Mozart,0,major,"[11, 0]_0",0.8995270806234159,"['C4', 'B4']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
17.125,<music21.chord.Chord C5 C4>,[0],[0],[0],72,60,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.8995270806234159,"['C5', 'C4']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
17.25,<music21.chord.Chord G4 C5>,"[0, 5]","[7, 0]","[7, 0]",72,67,Piano Sonata K279 i C major.mid,Mozart,0,major,"[7, 0]_7",0.8995270806234159,"['G4', 'C5']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
17.5,<music21.chord.Chord E4>,[0],[4],[4],64,64,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.8995270806234159,['E4'],16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
17.625,<music21.chord.Chord E5 E4>,[0],[4],[4],76,64,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.8995270806234159,"['E5', 'E4']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
17.75,<music21.chord.Chord G4 E5>,"[0, 3]","[4, 7]","[4, 7]",76,67,Piano Sonata K279 i C major.mid,Mozart,0,major,"[4, 7]_7",0.8995270806234159,"['G4', 'E5']",16.0 to 19.75,"[0, 1, 2, 4, 7, 11]","['B3', 'B4', 'C#5', 'C4', 'C5', 'D4', 'D5', 'E4', 'E5', 'G4']"
