offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence,octScalePitch,offsetRange,pitchSet,oct_list_set
119.0,<music21.chord.Chord D3>,[0],[2],[2],50,50,Piano Sonata K279 i C major.mid,Mozart,7,major,[7]_7,0.9728877679772404,['D3'],116.0 to 119.75,"[0, 2, 6, 7, 8, 9, 11]","['A4', 'B3', 'B4', 'C4', 'C5', 'D3', 'D5', 'F#3', 'G#4', 'G3']"
119.25,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K279 i C major.mid,Mozart,7,major,[5]_5,0.9728877679772404,['C4'],116.0 to 119.75,"[0, 2, 6, 7, 8, 9, 11]","['A4', 'B3', 'B4', 'C4', 'C5', 'D3', 'D5', 'F#3', 'G#4', 'G3']"
119.5,<music21.chord.Chord F#3>,[0],[6],[6],54,54,Piano Sonata K279 i C major.mid,Mozart,7,major,[11]_11,0.9728877679772404,['F#3'],116.0 to 119.75,"[0, 2, 6, 7, 8, 9, 11]","['A4', 'B3', 'B4', 'C4', 'C5', 'D3', 'D5', 'F#3', 'G#4', 'G3']"
119.75,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K279 i C major.mid,Mozart,7,major,[5]_5,0.9728877679772404,['C4'],116.0 to 119.75,"[0, 2, 6, 7, 8, 9, 11]","['A4', 'B3', 'B4', 'C4', 'C5', 'D3', 'D5', 'F#3', 'G#4', 'G3']"
120.0,<music21.chord.Chord G4 G3>,[0],[7],[7],67,55,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.9728877679772404,"['G4', 'G3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
120.25,<music21.chord.Chord D4 G4>,"[0, 5]","[2, 7]","[2, 7]",67,62,Piano Sonata K279 i C major.mid,Mozart,7,major,"[7, 0]_7",0.9728877679772404,"['D4', 'G4']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
120.375,<music21.chord.Chord D4>,[0],[2],[2],62,62,Piano Sonata K279 i C major.mid,Mozart,7,major,[7]_7,0.9728877679772404,['D4'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
120.5,<music21.chord.Chord G5 B3>,"[0, 4]","[7, 11]","[7, 11]",79,59,Piano Sonata K279 i C major.mid,Mozart,7,major,"[0, 4]_4",0.9728877679772404,"['G5', 'B3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
120.75,<music21.chord.Chord G5 D4>,"[0, 5]","[2, 7]","[2, 7]",79,62,Piano Sonata K279 i C major.mid,Mozart,7,major,"[7, 0]_7",0.9728877679772404,"['G5', 'D4']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
121.0,<music21.chord.Chord G5 G3>,[0],[7],[7],79,55,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.9728877679772404,"['G5', 'G3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
121.25,<music21.chord.Chord D5 G3>,"[0, 5]","[2, 7]","[2, 7]",74,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[7, 0]_0",0.9728877679772404,"['D5', 'G3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
121.375,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,7,major,[7]_7,0.9728877679772404,['D5'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
121.5,<music21.chord.Chord B4>,[0],[11],[11],71,71,Piano Sonata K279 i C major.mid,Mozart,7,major,[4]_4,0.9728877679772404,['B4'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
121.75,<music21.chord.Chord G4>,[0],[7],[7],67,67,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.9728877679772404,['G4'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
122.0,<music21.chord.Chord A4 F#3>,"[0, 3]","[6, 9]","[6, 9]",69,54,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 2]_11",0.9728877679772404,"['A4', 'F#3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
122.25,<music21.chord.Chord D4 A4>,"[0, 5]","[9, 2]","[9, 2]",69,62,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 7]_7",0.9728877679772404,"['D4', 'A4']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
122.375,<music21.chord.Chord D4>,[0],[2],[2],62,62,Piano Sonata K279 i C major.mid,Mozart,7,major,[7]_7,0.9728877679772404,['D4'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
122.5,<music21.chord.Chord A5 A3>,[0],[9],[9],81,57,Piano Sonata K279 i C major.mid,Mozart,7,major,[2]_2,0.9728877679772404,"['A5', 'A3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
122.75,<music21.chord.Chord A5 D4>,"[0, 5]","[9, 2]","[9, 2]",81,62,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 7]_7",0.9728877679772404,"['A5', 'D4']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
123.0,<music21.chord.Chord A5 F#3>,"[0, 3]","[6, 9]","[6, 9]",81,54,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 2]_11",0.9728877679772404,"['A5', 'F#3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
123.25,<music21.chord.Chord F#5 F#3>,[0],[6],[6],78,54,Piano Sonata K279 i C major.mid,Mozart,7,major,[11]_11,0.9569270685244848,"['F#5', 'F#3']",120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
123.375,<music21.chord.Chord F#5>,[0],[6],[6],78,78,Piano Sonata K279 i C major.mid,Mozart,7,major,[11]_11,0.9569270685244848,['F#5'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
123.5,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,7,major,[7]_7,0.9569270685244848,['D5'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
123.75,<music21.chord.Chord A4>,[0],[9],[9],69,69,Piano Sonata K279 i C major.mid,Mozart,7,major,[2]_2,0.9569270685244848,['A4'],120.0 to 123.75,"[2, 6, 7, 9, 11]","['A3', 'A4', 'A5', 'B3', 'B4', 'D4', 'D5', 'F#3', 'F#5', 'G3', 'G4', 'G5']"
124.0,<music21.chord.Chord B4 G3>,"[0, 4]","[7, 11]","[7, 11]",71,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[0, 4]_0",0.9569270685244848,"['B4', 'G3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
124.25,<music21.chord.Chord D4 B4>,"[0, 3]","[11, 2]","[11, 2]",71,62,Piano Sonata K279 i C major.mid,Mozart,7,major,"[4, 7]_7",0.9569270685244848,"['D4', 'B4']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
124.375,<music21.chord.Chord D4>,[0],[2],[2],62,62,Piano Sonata K279 i C major.mid,Mozart,7,major,[7]_7,0.9569270685244848,['D4'],124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
124.5,<music21.chord.Chord B5 B3>,[0],[11],[11],83,59,Piano Sonata K279 i C major.mid,Mozart,7,major,[4]_4,0.9569270685244848,"['B5', 'B3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
124.75,<music21.chord.Chord B5 D4>,"[0, 3]","[11, 2]","[11, 2]",83,62,Piano Sonata K279 i C major.mid,Mozart,7,major,"[4, 7]_7",0.9569270685244848,"['B5', 'D4']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
125.0,<music21.chord.Chord B5 G3>,"[0, 4]","[7, 11]","[7, 11]",83,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[0, 4]_0",0.9569270685244848,"['B5', 'G3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
125.25,<music21.chord.Chord G5 G3>,[0],[7],[7],79,55,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.9569270685244848,"['G5', 'G3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
125.375,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.9569270685244848,['G5'],124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
125.5,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,7,major,[7]_7,0.9569270685244848,['D5'],124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
125.75,<music21.chord.Chord B4>,[0],[11],[11],71,71,Piano Sonata K279 i C major.mid,Mozart,7,major,[4]_4,0.9569270685244848,['B4'],124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
126.0,<music21.chord.Chord E-5 C3 E3 A3>,"[0, 3, 6, 7]","[9, 0, 3, 4]","[9, 0, 3, 4]",75,48,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 5, 8, 9]_5",0.9569270685244848,"['E-5', 'C3', 'E3', 'A3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
126.25,<music21.chord.Chord E5 C3 E3 A3>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",76,48,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 5, 9]_5",0.9569270685244848,"['E5', 'C3', 'E3', 'A3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
126.5,<music21.chord.Chord C5 C3 E3 A3>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",72,48,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 5, 9]_5",0.9569270685244848,"['C5', 'C3', 'E3', 'A3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
126.75,<music21.chord.Chord A4>,[0],[9],[9],69,69,Piano Sonata K279 i C major.mid,Mozart,7,major,[2]_2,0.9569270685244848,['A4'],124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
127.0,<music21.chord.Chord C4 B4 D3 A3>,"[0, 2, 3, 5]","[9, 11, 0, 2]","[9, 11, 0, 2]",71,50,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 4, 5, 7]_7",0.9569270685244848,"['C4', 'B4', 'D3', 'A3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
127.25,<music21.chord.Chord C5 C4 D3 A3>,"[0, 3, 5]","[9, 0, 2]","[9, 0, 2]",72,50,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 5, 7]_7",0.9364684877808734,"['C5', 'C4', 'D3', 'A3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
127.5,<music21.chord.Chord A4 C4 D3 A3>,"[0, 3, 5]","[9, 0, 2]","[9, 0, 2]",69,50,Piano Sonata K279 i C major.mid,Mozart,7,major,"[2, 5, 7]_7",0.9364684877808734,"['A4', 'C4', 'D3', 'A3']",124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
127.75,<music21.chord.Chord F#4>,[0],[6],[6],66,66,Piano Sonata K279 i C major.mid,Mozart,7,major,[11]_11,0.9364684877808734,['F#4'],124.0 to 127.75,"[0, 2, 3, 4, 6, 7, 9, 11]","['A3', 'A4', 'B3', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D4', 'D5', 'E-5', 'E3', 'E5', 'F#4', 'G3', 'G5']"
128.0,<music21.chord.Chord G4 G3 B3>,"[0, 4]","[7, 11]","[7, 11]",67,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[0, 4]_0",0.9364684877808734,"['G4', 'G3', 'B3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
128.25,<music21.chord.Chord F#5 G3 B3>,"[0, 1, 5]","[6, 7, 11]","[6, 7, 11]",78,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 0, 4]_0",0.9235201981306962,"['F#5', 'G3', 'B3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
128.375,<music21.chord.Chord F#5>,[0],[6],[6],78,78,Piano Sonata K279 i C major.mid,Mozart,7,major,[11]_11,0.9235201981306962,['F#5'],128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
128.5,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.9235201981306962,['G5'],128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
128.75,<music21.chord.Chord F#5>,[0],[6],[6],78,78,Piano Sonata K279 i C major.mid,Mozart,7,major,[11]_11,0.9235201981306962,['F#5'],128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
129.0,<music21.chord.Chord G5 G2>,[0],[7],[7],79,43,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.9235201981306962,"['G5', 'G2']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
129.25,<music21.chord.Chord D5 G3>,"[0, 5]","[2, 7]","[2, 7]",74,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[7, 0]_0",0.8975070043029476,"['D5', 'G3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
129.5,<music21.chord.Chord B4 F#3>,"[0, 5]","[6, 11]","[6, 11]",71,54,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 4]_11",0.8975070043029476,"['B4', 'F#3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
129.75,<music21.chord.Chord G4 G3>,[0],[7],[7],67,55,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.8975070043029476,"['G4', 'G3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
130.0,<music21.chord.Chord A4 F#3>,"[0, 3]","[6, 9]","[6, 9]",69,54,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 2]_11",0.8975070043029476,"['A4', 'F#3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
130.25,<music21.chord.Chord G#5 F#3>,"[0, 2]","[6, 8]","[6, 8]",80,54,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 1]_11",0.8945476148672477,"['G#5', 'F#3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
130.375,<music21.chord.Chord G#5>,[0],[8],[8],80,80,Piano Sonata K279 i C major.mid,Mozart,7,major,[1]_1,0.8945476148672477,['G#5'],128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
130.5,<music21.chord.Chord A5>,[0],[9],[9],81,81,Piano Sonata K279 i C major.mid,Mozart,7,major,[2]_2,0.8945476148672477,['A5'],128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
130.75,<music21.chord.Chord G#5>,[0],[8],[8],80,80,Piano Sonata K279 i C major.mid,Mozart,7,major,[1]_1,0.8945476148672477,['G#5'],128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
131.0,<music21.chord.Chord A5 F#2>,"[0, 3]","[6, 9]","[6, 9]",81,42,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 2]_11",0.8945476148672477,"['A5', 'F#2']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
131.25,<music21.chord.Chord F#5 F#3>,[0],[6],[6],78,54,Piano Sonata K279 i C major.mid,Mozart,7,major,[11]_11,0.8945476148672477,"['F#5', 'F#3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
131.5,<music21.chord.Chord D5 E3>,"[0, 2]","[2, 4]","[2, 4]",74,52,Piano Sonata K279 i C major.mid,Mozart,7,major,"[7, 9]_9",0.8945476148672477,"['D5', 'E3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
131.75,<music21.chord.Chord A4 F#3>,"[0, 3]","[6, 9]","[6, 9]",69,54,Piano Sonata K279 i C major.mid,Mozart,7,major,"[11, 2]_11",0.8945476148672477,"['A4', 'F#3']",128.0 to 131.75,"[2, 4, 6, 7, 8, 9, 11]","['A4', 'A5', 'B3', 'B4', 'D5', 'E3', 'F#2', 'F#3', 'F#5', 'G#5', 'G2', 'G3', 'G4', 'G5']"
132.0,<music21.chord.Chord B4 G3>,"[0, 4]","[7, 11]","[7, 11]",71,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[0, 4]_0",0.8945476148672477,"['B4', 'G3']",132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
132.25,<music21.chord.Chord B-5 G3>,"[0, 3]","[7, 10]","[7, 10]",82,55,Piano Sonata K279 i C major.mid,Mozart,7,major,"[0, 3]_0",0.8616314721106095,"['B-5', 'G3']",132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
132.375,<music21.chord.Chord B-5>,[0],[10],[10],82,82,Piano Sonata K279 i C major.mid,Mozart,7,major,[3]_3,0.8616314721106095,['B-5'],132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
132.5,<music21.chord.Chord B5>,[0],[11],[11],83,83,Piano Sonata K279 i C major.mid,Mozart,7,major,[4]_4,0.8616314721106095,['B5'],132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
132.75,<music21.chord.Chord B-5>,[0],[10],[10],82,82,Piano Sonata K279 i C major.mid,Mozart,7,major,[3]_3,0.8616314721106095,['B-5'],132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
133.0,<music21.chord.Chord B5 G2>,"[0, 4]","[7, 11]","[7, 11]",83,43,Piano Sonata K279 i C major.mid,Mozart,7,major,"[0, 4]_0",0.8616314721106095,"['B5', 'G2']",132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
133.25,<music21.chord.Chord G5 G3>,[0],[7],[7],79,55,Piano Sonata K279 i C major.mid,Mozart,7,major,[0]_0,0.8616314721106095,"['G5', 'G3']",132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
133.5,<music21.chord.Chord D5 F#3>,"[0, 4]","[2, 6]","[2, 6]",74,54,Piano Sonata K279 i C major.mid,Mozart,7,major,"[7, 11]_11",0.8616314721106095,"['D5', 'F#3']",132.0 to 135.75,"[0, 2, 3, 4, 6, 7, 9, 10, 11]","['A3', 'A4', 'B-5', 'B4', 'B5', 'C3', 'C4', 'C5', 'D3', 'D5', 'E-5', 'E3', 'E5', 'F#3', 'F#4', 'G2', 'G3', 'G5']"
