,year,TotalCount,countInCluster,prob(%)
0,1774,1871,36,1.9241047568145375
1,1775,1642,50,3.0450669914738127
2,1777,1758,45,2.5597269624573378
3,1783,2905,74,2.547332185886403
4,1788,267,8,2.9962546816479403
5,1789,800,10,1.25
