,year,TotalCount,countInCluster,prob(%)
0,1774,1871,104,5.558524853019776
1,1775,1642,114,6.942752740560293
2,1777,1758,161,9.158134243458475
3,1783,2905,164,5.645438898450947
4,1788,267,7,2.6217228464419478
5,1789,800,55,6.875000000000001
