,year,TotalCount,countInCluster,prob(%)
0,1774,1871,118,6.306787814003206
1,1775,1642,179,10.90133982947625
2,1777,1758,143,8.13424345847554
3,1783,2905,238,8.19277108433735
4,1788,267,16,5.992509363295881
5,1789,800,60,7.5
