offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence
3.5,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K309 iii C major.mid,Mozart,5,major,[2]_2,0.8509802444487733
4.0,<music21.chord.Chord F5 C4>,"[0, 5]","[0, 5]","[0, 5]",77,60,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 0]_7",0.8643601269470584
4.125,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K309 iii C major.mid,Mozart,5,major,[11]_11,0.8643601269470584
4.25,<music21.chord.Chord E4 E5>,[0],[4],[4],76,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,[11]_11,0.8643601269470584
4.375,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K309 iii C major.mid,Mozart,5,major,[11]_11,0.8643601269470584
4.5,<music21.chord.Chord D5 G4>,"[0, 5]","[2, 7]","[2, 7]",74,67,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[9, 2]_2",0.8643601269470584
4.75,<music21.chord.Chord C5 E4>,"[0, 4]","[0, 4]","[0, 4]",72,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 11]_11",0.8643601269470584
5.0,<music21.chord.Chord C4 C5>,[0],[0],[0],72,60,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
5.125,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
5.25,<music21.chord.Chord E4 C5>,"[0, 4]","[0, 4]","[0, 4]",72,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 11]_11",0.8643601269470584
5.333333333,<music21.chord.Chord E4>,[0],[4],[4],64,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,[11]_11,0.8643601269470584
5.5,<music21.chord.Chord C5 G4>,"[0, 5]","[7, 0]","[7, 0]",72,67,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[2, 7]_2",0.8643601269470584
5.625,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
5.75,<music21.chord.Chord E4 C5>,"[0, 4]","[0, 4]","[0, 4]",72,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 11]_11",0.8643601269470584
5.833333333,<music21.chord.Chord E4>,[0],[4],[4],64,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,[11]_11,0.8643601269470584
6.0,<music21.chord.Chord C5 C4>,[0],[0],[0],72,60,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
6.125,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
6.25,<music21.chord.Chord E4 C5>,"[0, 4]","[0, 4]","[0, 4]",72,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 11]_11",0.8643601269470584
6.375,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
6.5,<music21.chord.Chord G4 C5>,"[0, 5]","[7, 0]","[7, 0]",72,67,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[2, 7]_2",0.8643601269470584
6.625,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
6.75,<music21.chord.Chord E4 C5>,"[0, 4]","[0, 4]","[0, 4]",72,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 11]_11",0.8643601269470584
6.875,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
7.0,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
7.25,<music21.chord.Chord E4>,[0],[4],[4],64,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,[11]_11,0.8643601269470584
7.5,<music21.chord.Chord C6 G4>,"[0, 5]","[7, 0]","[7, 0]",84,67,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[2, 7]_2",0.8643601269470584
7.625,<music21.chord.Chord C6>,[0],[0],[0],84,84,Piano Sonata K309 iii C major.mid,Mozart,5,major,[7]_7,0.8643601269470584
7.75,<music21.chord.Chord E4 C6>,"[0, 4]","[0, 4]","[0, 4]",84,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 11]_11",0.8643601269470584
7.833333333,<music21.chord.Chord E4>,[0],[4],[4],64,64,Piano Sonata K309 iii C major.mid,Mozart,5,major,[11]_11,0.8643601269470584
8.0,<music21.chord.Chord B5 C4>,"[0, 1]","[11, 0]","[11, 0]",83,60,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[6, 7]_7",0.8643601269470584
8.125,<music21.chord.Chord A5>,[0],[9],[9],81,81,Piano Sonata K309 iii C major.mid,Mozart,5,major,[4]_4,0.8643601269470584
8.25,<music21.chord.Chord F4 A5>,"[0, 4]","[5, 9]","[5, 9]",81,65,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[0, 4]_0",0.8643601269470584
8.375,<music21.chord.Chord A5>,[0],[9],[9],81,81,Piano Sonata K309 iii C major.mid,Mozart,5,major,[4]_4,0.8643601269470584
8.5,<music21.chord.Chord G5 A4>,"[0, 2]","[7, 9]","[7, 9]",79,69,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[2, 4]_4",0.8643601269470584
8.75,<music21.chord.Chord F5 F4>,[0],[5],[5],77,65,Piano Sonata K309 iii C major.mid,Mozart,5,major,[0]_0,0.8643601269470584
9.0,<music21.chord.Chord F5 C4>,"[0, 5]","[0, 5]","[0, 5]",77,60,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[7, 0]_7",0.8643601269470584
9.125,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K309 iii C major.mid,Mozart,5,major,[0]_0,0.8643601269470584
9.25,<music21.chord.Chord F4 F5>,[0],[5],[5],77,65,Piano Sonata K309 iii C major.mid,Mozart,5,major,[0]_0,0.8643601269470584
9.333333332999999,<music21.chord.Chord F4>,[0],[5],[5],65,65,Piano Sonata K309 iii C major.mid,Mozart,5,major,[0]_0,0.8643601269470584
9.5,<music21.chord.Chord F5 A4>,"[0, 4]","[5, 9]","[5, 9]",77,69,Piano Sonata K309 iii C major.mid,Mozart,5,major,"[0, 4]_4",0.8643601269470584
9.625,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K309 iii C major.mid,Mozart,0,major,[5]_5,0.8789663207670863
9.75,<music21.chord.Chord F4 F5>,[0],[5],[5],77,65,Piano Sonata K309 iii C major.mid,Mozart,0,major,[5]_5,0.8789663207670863
9.833333332999999,<music21.chord.Chord F4>,[0],[5],[5],65,65,Piano Sonata K309 iii C major.mid,Mozart,0,major,[5]_5,0.8789663207670863
10.0,<music21.chord.Chord F5 C4>,"[0, 5]","[0, 5]","[0, 5]",77,60,Piano Sonata K309 iii C major.mid,Mozart,0,major,"[0, 5]_0",0.8789663207670863
