offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence
1.75,<music21.chord.Chord G5 E4>,"[0, 3]","[4, 7]","[4, 7]",79,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 7]_4",0.8158757224120335
2.25,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.8290887303265265
2.625,<music21.chord.Chord G5 C4>,"[0, 5]","[7, 0]","[7, 0]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[7, 0]_0",0.8290887303265265
2.666666667,<music21.chord.Chord E4 C4 G5>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.8290887303265265
2.75,<music21.chord.Chord G5 E4>,"[0, 3]","[4, 7]","[4, 7]",79,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 7]_4",0.8290887303265265
3.0,<music21.chord.Chord C4 G5 E4>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.843578416753259
3.041666667,<music21.chord.Chord C4 G5>,"[0, 5]","[7, 0]","[7, 0]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[7, 0]_0",0.843578416753259
3.375,<music21.chord.Chord E4 G5>,"[0, 3]","[4, 7]","[4, 7]",79,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 7]_4",0.843578416753259
3.75,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K330 i C major.mid,Mozart,0,major,[7]_7,0.843578416753259
3.875,<music21.chord.Chord C4 F5 G5>,"[0, 2, 7]","[5, 7, 0]","[5, 7, 0]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[5, 7, 0]_0",0.843578416753259
4.0,<music21.chord.Chord C4 F5>,"[0, 5]","[0, 5]","[0, 5]",77,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 5]_0",0.843578416753259
4.125,<music21.chord.Chord E5 C4>,"[0, 4]","[0, 4]","[0, 4]",76,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 4]_0",0.843578416753259
4.333333333,<music21.chord.Chord E5 F4>,"[0, 1]","[4, 5]","[4, 5]",76,65,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 5]_5",0.843578416753259
4.5,<music21.chord.Chord D5 E5 F4>,"[0, 2, 3]","[2, 4, 5]","[2, 4, 5]",76,65,Piano Sonata K330 i C major.mid,Mozart,0,major,"[2, 4, 5]_5",0.843578416753259
4.625,<music21.chord.Chord E5 F4>,"[0, 1]","[4, 5]","[4, 5]",76,65,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 5]_5",0.843578416753259
4.666666667,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.843578416753259
4.75,<music21.chord.Chord C4 B4 C5>,"[0, 1]","[11, 0]","[11, 0]",72,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[11, 0]_0",0.843578416753259
4.791666667,<music21.chord.Chord C4 B4>,"[0, 1]","[11, 0]","[11, 0]",71,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[11, 0]_0",0.843578416753259
4.875,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.843578416753259
5.125,<music21.chord.Chord D5 E4>,"[0, 2]","[2, 4]","[2, 4]",74,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[2, 4]_4",0.843578416753259
5.25,<music21.chord.Chord C5 E4>,"[0, 4]","[0, 4]","[0, 4]",72,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 4]_4",0.843578416753259
5.333333333,<music21.chord.Chord D5 C5 E4>,"[0, 2, 4]","[0, 2, 4]","[0, 2, 4]",74,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 2, 4]_4",0.843578416753259
5.375,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K330 i C major.mid,Mozart,0,major,[2]_2,0.843578416753259
5.5,<music21.chord.Chord C5 C4>,[0],[0],[0],72,60,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.843578416753259
5.625,<music21.chord.Chord D5 C4>,"[0, 2]","[0, 2]","[0, 2]",74,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 2]_0",0.843578416753259
5.75,<music21.chord.Chord C5 C4>,[0],[0],[0],72,60,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.843578416753259
5.833333333,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.843578416753259
5.875,<music21.chord.Chord E4 D5>,"[0, 2]","[2, 4]","[2, 4]",74,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[2, 4]_4",0.843578416753259
6.0,<music21.chord.Chord E4>,[0],[4],[4],64,64,Piano Sonata K330 i C major.mid,Mozart,0,major,[4]_4,0.843578416753259
6.125,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.843578416753259
6.25,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K330 i C major.mid,Mozart,0,major,[2]_2,0.843578416753259
6.333333333,<music21.chord.Chord C4 D5>,"[0, 2]","[0, 2]","[0, 2]",74,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 2]_0",0.843578416753259
6.375,<music21.chord.Chord E5 C4>,"[0, 4]","[0, 4]","[0, 4]",76,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 4]_0",0.843578416753259
6.625,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.843578416753259
6.666666667,<music21.chord.Chord G4 E4>,"[0, 3]","[4, 7]","[4, 7]",67,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 7]_4",0.843578416753259
7.041666667,<music21.chord.Chord G4>,[0],[7],[7],67,67,Piano Sonata K330 i C major.mid,Mozart,0,major,[7]_7,0.8533755548774582
7.125,<music21.chord.Chord C4 G4>,"[0, 5]","[7, 0]","[7, 0]",67,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[7, 0]_0",0.8533755548774582
7.5,<music21.chord.Chord E4 G4>,"[0, 3]","[4, 7]","[4, 7]",67,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 7]_4",0.8533755548774582
7.875,<music21.chord.Chord G4>,[0],[7],[7],67,67,Piano Sonata K330 i C major.mid,Mozart,0,major,[7]_7,0.8533755548774582
8.0,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K330 i C major.mid,Mozart,0,major,[0]_0,0.8533755548774582
8.333333332999999,<music21.chord.Chord G5 E4 C4>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.8533755548774582
8.375,<music21.chord.Chord G5 E4>,"[0, 3]","[4, 7]","[4, 7]",79,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 7]_4",0.8533755548774582
8.75,<music21.chord.Chord G5 C4>,"[0, 5]","[7, 0]","[7, 0]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[7, 0]_0",0.8533755548774582
9.125,<music21.chord.Chord G5 E4>,"[0, 3]","[4, 7]","[4, 7]",79,64,Piano Sonata K330 i C major.mid,Mozart,0,major,"[4, 7]_4",0.8533755548774582
9.375,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K330 i C major.mid,Mozart,0,major,[7]_7,0.8533755548774582
9.625,<music21.chord.Chord C4 G5>,"[0, 5]","[7, 0]","[7, 0]",79,60,Piano Sonata K330 i C major.mid,Mozart,0,major,"[7, 0]_0",0.8533755548774582
