offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence
0.0,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 iii C major.mid,Mozart,0,major,[0]_0,0.8736741542027248
0.5,<music21.chord.Chord E4 G4 C5>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",72,64,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[0, 4, 7]_4",0.8791304809412099
0.875,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 iii C major.mid,Mozart,0,major,[0]_0,0.8791304809412099
1.0,<music21.chord.Chord D4 F4 C5>,"[0, 2, 5]","[0, 2, 5]","[0, 2, 5]",72,62,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[0, 2, 5]_2",0.8791304809412099
1.375,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 iii C major.mid,Mozart,0,major,[0]_0,0.8791304809412099
1.5,<music21.chord.Chord C4 E4 C5>,"[0, 4]","[0, 4]","[0, 4]",72,60,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[0, 4]_0",0.8791304809412099
1.625,<music21.chord.Chord C4 E4>,"[0, 4]","[0, 4]","[0, 4]",64,60,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[0, 4]_0",0.8791304809412099
2.0,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 iii C major.mid,Mozart,0,major,[5]_5,0.8791304809412099
2.5,<music21.chord.Chord B3 D4 F5>,"[0, 3, 6]","[11, 2, 5]","[11, 2, 5]",77,59,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[11, 2, 5]_11",0.8791304809412099
2.875,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 iii C major.mid,Mozart,0,major,[5]_5,0.8791304809412099
3.0,<music21.chord.Chord A3 C4 F5>,"[0, 4, 7]","[5, 9, 0]","[5, 9, 0]",77,57,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[5, 9, 0]_9",0.8791304809412099
3.375,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 iii C major.mid,Mozart,0,major,[5]_5,0.894122942277859
3.5,<music21.chord.Chord G3 B3 F5>,"[0, 2, 6]","[5, 7, 11]","[5, 7, 11]",77,55,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[5, 7, 11]_7",0.894122942277859
3.625,<music21.chord.Chord G3 B3>,"[0, 4]","[7, 11]","[7, 11]",59,55,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[7, 11]_7",0.894122942277859
4.0,<music21.chord.Chord E5 C4>,"[0, 4]","[0, 4]","[0, 4]",76,60,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[0, 4]_0",0.894122942277859
4.25,<music21.chord.Chord G5 C4>,"[0, 5]","[7, 0]","[7, 0]",79,60,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[7, 0]_0",0.9187311372342368
4.375,<music21.chord.Chord G5>,[0],[7],[7],79,79,Piano Sonata K279 iii C major.mid,Mozart,0,major,[7]_7,0.9187311372342368
4.5,<music21.chord.Chord F5 C5>,"[0, 5]","[0, 5]","[0, 5]",77,72,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[0, 5]_0",0.9187311372342368
4.75,<music21.chord.Chord E5 C5>,"[0, 4]","[0, 4]","[0, 4]",76,72,Piano Sonata K279 iii C major.mid,Mozart,0,major,"[0, 4]_0",0.9187311372342368
4.875,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 iii C major.mid,Mozart,0,major,[4]_4,0.9187311372342368
