index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex,PS
0,1.75 to 1.75,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
1,2.25 to 2.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
2,3.0 to 3.875,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
3,4.0 to 4.875,15,"[2, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1]",fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3,1
4,5.125 to 5.875,8,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMinor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj-root,C-EG,slateblue,2,1
5,6.0 to 6.666666667,17,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5,1
6,7.041666667 to 7.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
7,8.0 to 8.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
8,9.125 to 9.958333332999999,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
9,10.0 to 10.75,10,"[1, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj2-5tet,DEFG,violet,6,1
10,11.0 to 11.79166667,15,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3,1
11,12.0 to 12.875,15,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3,1
12,13.125 to 13.625,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
13,14.0 to 14.875,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj3rd5th,EG-C,mediumvioletred,8,1
14,15.25 to 15.625,15,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,Cmaj1-4tet,C-DEF,blue,3,1
15,16.0 to 16.875,9,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,6-1ofC,A-CF,deepskyblue,7,1
16,17.25 to 17.66666667,16,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",fMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,chr,FGAB,mediumpurple,10,1
17,18.125 to 18.875,17,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K330 i C major.mid by Mozart.csv,1783,CmajTriad,CEG,blueviolet,5,1
