CentroidLabelIndex_entireUnits,filename,counts
17,Piano Sonata K457 ii Eb major.mid by Mozart.csv,7
17,Piano Sonata K494 ii Bb major.mid by Mozart.csv,7
17,Piano Sonata K545 i C major.mid by Mozart.csv,14
17,Piano Sonata K545 iii C major.mid by Mozart.csv,1
17,Piano Sonata K570 i Bb major.mid by Mozart.csv,44
17,Piano Sonata K570 ii Eb major.mid by Mozart.csv,12
17,Piano Sonata K576 ii A major.mid by Mozart.csv,1
17,Piano Sonata K576 iii D major.mid by Mozart.csv,10
18,Piano Sonata K279 i C major.mid by Mozart.csv,22
18,Piano Sonata K279 ii F major.mid by Mozart.csv,11
18,Piano Sonata K279 iii C major.mid by Mozart.csv,21
18,Piano Sonata K280 i F major.mid by Mozart.csv,14
18,Piano Sonata K282 i Eb major.mid by Mozart.csv,13
18,Piano Sonata K283 i G major.mid by Mozart.csv,15
18,Piano Sonata K284 i D major.mid by Mozart.csv,26
18,Piano Sonata K284 ii A major.mid by Mozart.csv,10
18,Piano Sonata K309 i C major.mid by Mozart.csv,34
18,Piano Sonata K309 ii F major.mid by Mozart.csv,10
18,Piano Sonata K309 iii C major.mid by Mozart.csv,42
18,Piano Sonata K311 i D major.mid by Mozart.csv,2
18,Piano Sonata K330 i C major.mid by Mozart.csv,21
18,Piano Sonata K330 iii C major.mid by Mozart.csv,15
18,Piano Sonata K332 i F major.mid by Mozart.csv,19
18,Piano Sonata K332 ii Bb major.mid by Mozart.csv,11
18,Piano Sonata K333 i Bb major.mid by Mozart.csv,22
18,Piano Sonata K372a i Bb major.mid by Mozart.csv,62
18,Piano Sonata K457 ii Eb major.mid by Mozart.csv,35
18,Piano Sonata K494 ii Bb major.mid by Mozart.csv,15
18,Piano Sonata K545 i C major.mid by Mozart.csv,19
18,Piano Sonata K545 iii C major.mid by Mozart.csv,17
18,Piano Sonata K570 i Bb major.mid by Mozart.csv,24
18,Piano Sonata K570 ii Eb major.mid by Mozart.csv,14
18,Piano Sonata K576 ii A major.mid by Mozart.csv,12
18,Piano Sonata K576 iii D major.mid by Mozart.csv,16
19,Piano Sonata K279 i C major.mid by Mozart.csv,18
19,Piano Sonata K279 ii F major.mid by Mozart.csv,19
19,Piano Sonata K279 iii C major.mid by Mozart.csv,12
19,Piano Sonata K280 i F major.mid by Mozart.csv,16
19,Piano Sonata K282 i Eb major.mid by Mozart.csv,30
19,Piano Sonata K283 i G major.mid by Mozart.csv,13
19,Piano Sonata K284 i D major.mid by Mozart.csv,48
19,Piano Sonata K284 ii A major.mid by Mozart.csv,13
19,Piano Sonata K309 i C major.mid by Mozart.csv,38
19,Piano Sonata K309 ii F major.mid by Mozart.csv,4
19,Piano Sonata K309 iii C major.mid by Mozart.csv,47
19,Piano Sonata K311 i D major.mid by Mozart.csv,6
19,Piano Sonata K311 ii G major.mid by Mozart.csv,30
19,Piano Sonata K330 i C major.mid by Mozart.csv,42
19,Piano Sonata K330 iii C major.mid by Mozart.csv,63
19,Piano Sonata K332 i F major.mid by Mozart.csv,20
19,Piano Sonata K332 ii Bb major.mid by Mozart.csv,15
19,Piano Sonata K333 i Bb major.mid by Mozart.csv,19
19,Piano Sonata K372a i Bb major.mid by Mozart.csv,50
19,Piano Sonata K494 ii Bb major.mid by Mozart.csv,19
19,Piano Sonata K545 i C major.mid by Mozart.csv,12
19,Piano Sonata K545 iii C major.mid by Mozart.csv,6
19,Piano Sonata K570 i Bb major.mid by Mozart.csv,6
19,Piano Sonata K570 ii Eb major.mid by Mozart.csv,9
19,Piano Sonata K576 ii A major.mid by Mozart.csv,1
19,Piano Sonata K576 iii D major.mid by Mozart.csv,29
