2.714932126696794068e-01,1.900452488687782160e-01,1.520361990950219511e+00,5.203619909502266161e-02,1.628959276018100422e-01,4.524886877828315779e-03,5.520361990950199971e-01,1.425339366515836481e-01,2.488687782805406451e-02,2.986425339366505227e-01,7.013574660633482838e-02,2.714932126697089387e-02
5.699208443271774893e-01,7.915567282322469311e-03,1.583113456464401159e-01,1.345646437994719169e-01,4.300791556728226217e-01,2.638522427440664897e-02,1.182058047493399489e+00,1.089709762532982573e+00,4.749340369393113132e-02,4.010554089709764125e-01,1.319261213720286652e-02,8.443271767809956696e-02
1.367346938775463316e-01,1.081632653061230936e-01,1.324489795918361690e+00,2.857142857142817155e-02,1.979591836734684862e-01,1.222448979591836959e+00,1.836734693877431490e-02,2.306122448979600614e-01,1.714285714285721518e-01,2.714285714285710194e-01,3.265306122448947274e-02,2.734693877551006014e-01
1.830238726790464066e-01,2.387267904509356164e-02,4.814323607427075657e-01,2.387267904509236122e-02,1.233421750663074579e-01,2.108753315649870008e-01,1.618037135278510286e-01,2.237400530503961260e+00,7.957559681698554710e-03,2.400530503978798302e-01,1.458885941644525591e-02,7.267904509283845682e-01
8.466666666666674557e-01,3.066666666666729296e-02,5.733333333332513160e-02,5.066666666666618662e-02,1.138666666666660721e+00,1.400000000000002909e-01,2.399999999999768985e-02,1.274666666666659953e+00,1.066666666666719887e-02,9.466666666666340157e-02,3.733333333333305193e-02,1.293333333333382407e-01
3.885780586188047891e-15,1.079234972677606264e-01,1.196721311475400729e+00,8.196721311474898519e-03,1.147540983606508691e-01,1.625683060109292533e-01,1.475409836065569025e-01,7.827868852459018978e-01,4.098360655737680325e-02,1.543715846994521690e-01,5.601092896174850178e-02,1.148907103825144604e+00
1.904761904761909097e-01,1.587301587301583744e-02,1.884920634920631999e+00,1.587301587301560152e-02,1.150793650793664469e-01,2.182539682539685610e-01,9.523809523809430300e-02,1.892857142857144126e+00,-2.359223927328457648e-16,1.666666666666658525e-01,3.968253968253759867e-03,1.825396825396832234e+00
1.011661807580175765e+00,1.166180758017537622e-02,1.157434402332363721e+00,6.705539358600572097e-02,1.107871720116622161e-01,4.956268221574372523e-02,1.212827988338188501e+00,2.069970845481077237e-01,4.664723032069957587e-02,1.379008746355681048e+00,2.040816326530585367e-02,4.256559766763848285e-01
2.353719008264444135e+00,3.305785123967217021e-03,1.190082644628085995e-01,7.438016528925608939e-02,6.942148760330584256e-01,3.636363636363665330e-02,6.280991735537175269e-02,3.867768595041350954e-01,5.619834710743785988e-02,8.925619834710579736e-02,4.297520661156996324e-02,1.074380165289300360e-01
9.567669172932337096e-01,4.887218045112778214e-02,2.086466165413556895e-01,1.409774436090222294e-01,6.390977443608658604e-02,3.796992481203009251e-01,1.578947368421052544e-01,2.274436090225556706e-01,7.518796992481199815e-02,1.556390977443612655e+00,3.571428571428549026e-02,8.646616541353624452e-02
2.931726907630461398e-01,6.626506024096381897e-02,9.658634538152633953e-01,1.405622489959802018e-02,1.130522088353409504e+00,1.120481927710843539e+00,2.008032128513931314e-02,1.251004016064259705e+00,2.610441767068245184e-02,1.746987951807247863e-01,4.819277108433723394e-02,3.132530120481916702e-01
1.950354609929066951e-01,4.078014184397166231e-01,4.042553191489374753e-01,1.524822695035458753e-01,3.191489361702122274e-01,1.205673758865251077e-01,1.028368794326233043e-01,1.184397163120568752e+00,3.191489361702103122e-02,2.730496453900700393e-01,1.290780141843978379e+00,4.609929078014035619e-02
1.299999999999995604e+00,4.117647058823525885e-02,2.558823529411785591e-01,4.705882352941191671e-02,1.276470588235290915e+00,1.411764705882355975e-01,3.235294117647075085e-02,4.705882352941459512e-02,1.764705882352943511e-01,1.288235294117643370e+00,5.588235294117652185e-02,3.117647058823527217e-01
1.198257080610016567e+00,1.525054466231019062e-02,3.507625272331174604e-01,6.100217864923733468e-02,9.586056644879870081e-02,3.115468409586059639e-01,6.100217864923809796e-02,4.858387799564292120e-01,8.496732026143788419e-02,9.084967320261421175e-01,8.714596949890726640e-03,1.196078431372556317e+00
2.898550724637619092e-01,9.782608695652178499e-02,3.134057971014513888e-01,1.304347826086951212e-01,1.460144927536225268e+00,7.789855072463797159e-02,8.695652173913043237e-02,1.014492753623127408e-01,2.536231884057967290e-01,1.231884057971011637e-01,5.978260869565227287e-02,3.079710144927525484e-01
1.789237668161430150e+00,3.587443946188337285e-02,8.923766816143510194e-01,5.381165919282522581e-02,1.282511210762331100e+00,1.112107623318385752e+00,2.242152466367663965e-02,3.363228699551583101e-01,8.968609865470683618e-03,1.479820627802679867e-01,2.690582959641252964e-02,1.883408071748867152e-01
1.243697478991594441e-01,1.411764705882345705e-01,1.176470588234734826e-02,1.613445378151256993e-01,1.613445378151234788e-01,3.260504201680674563e-01,7.899159663865534808e-02,5.865546218487408536e-01,1.394957983193278184e-01,4.806722689075616506e-01,2.352941176470555590e-02,3.092436974789906090e-01
1.976351351351351759e+00,3.469446951953614189e-16,1.790540540540563330e-01,3.040540540540524056e-02,1.881756756756750804e+00,1.182432432432435343e-01,3.716216216216211565e-02,1.692567567567569098e+00,2.364864864864840016e-02,1.317567567567571873e-01,4.391891891891867850e-02,1.385135135135119877e-01
1.164251207729464666e+00,3.381642512077290968e-02,1.256038647342996306e+00,8.212560386473416463e-02,4.009661835748787873e-01,1.932367149758456859e-01,1.159420289855062902e-01,5.410628019323688864e-01,3.140096618357463010e-02,7.246376811594268386e-02,1.690821256038622933e-02,1.089371980676334228e+00
5.114754098360663193e-01,3.606557377049176422e-02,4.000000000000013545e-01,1.967213114754067654e-02,3.409836065573768060e-01,2.177049180327864875e+00,1.639344262295111543e-02,3.770491803278705478e-01,8.852459016393435243e-02,1.045901639344262168e+00,5.245901639344276862e-02,8.524590163934264719e-02
