index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,4.0 to 4.375,"[4, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
1,6.0 to 6.0,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
2,8.0 to 8.0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
3,9.5 to 9.75,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0]",8,b-Major,Piano Sonata K309 i C major.mid by Mozart.csv
4,10.0 to 10.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
5,12.0 to 12.875,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
6,13.0 to 13.875,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
7,14.0 to 14.5,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
8,15.0 to 15.875,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",3,aMajor,Piano Sonata K309 i C major.mid by Mozart.csv
9,16.0 to 16.875,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0]",0,gMajor,Piano Sonata K309 i C major.mid by Mozart.csv
10,17.0 to 17.875,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",7,gMajor,Piano Sonata K309 i C major.mid by Mozart.csv
11,18.0 to 18.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",3,gMajor,Piano Sonata K309 i C major.mid by Mozart.csv
