index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
38,40.0 to 40.5,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
39,41.0 to 41.5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
40,42.0 to 42.75,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",5,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
41,43.0 to 43.75,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
42,44.0 to 44.75,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",5,fMajor,Piano Sonata K283 i G major.mid by Mozart.csv
43,45.0 to 45.75,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K283 i G major.mid by Mozart.csv
44,46.0 to 46.75,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
45,47.0 to 47.75,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
46,48.0 to 48.0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
47,49.5 to 49.75,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",5,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
48,50.0 to 50.75,"[0, 0, 3, 0, 3, 1, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
49,51.0 to 51.0,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]",1,c#Major,Piano Sonata K283 i G major.mid by Mozart.csv
50,52.5 to 52.875,"[0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0]",8,b-Major,Piano Sonata K283 i G major.mid by Mozart.csv
51,53.0 to 53.875,"[0, 0, 0, 0, 3, 3, 0, 1, 0, 1, 0, 0]",9,fMinor,Piano Sonata K283 i G major.mid by Mozart.csv
