index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
451,493.6666667 to 493.75,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0]",0,f#Minor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
452,494.75 to 494.9166667,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1]",0,bMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
453,495.75 to 495.875,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",8,bMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
454,496.2916667 to 496.75,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",5,b-Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
455,497.125 to 497.625,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",2,c#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
456,498.5 to 498.875,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1]",0,bMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
457,499.5 to 499.75,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",8,bMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
458,500.25 to 500.875,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",5,b-Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
459,501.33333330000005 to 501.33333330000005,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3,e-Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
460,502.33333330000005 to 502.70833330000005,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1]",0,bMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
461,503.375 to 503.58333330000005,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",8,bMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
462,504.0 to 504.625,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",5,b-Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
463,505.125 to 505.375,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5,b-Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
464,506.375 to 506.875,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",5,fMinor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
465,507.25 to 507.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",3,dMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
466,508.125 to 508.375,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",3,dMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
467,509.0 to 509.25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",3,dMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
468,510.0 to 510.125,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",3,e-Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
469,511.375 to 511.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",3,e-Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
470,513.0 to 513.375,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
471,514.125 to 514.5,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
472,515.0 to 515.875,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
473,516.25 to 516.875,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
474,517.125 to 517.75,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
475,518.0 to 518.875,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",8,eMajor,Piano Sonata K457 ii Eb major.mid by Mozart.csv
476,519.25 to 519.75,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",8,c#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
477,520.5 to 520.5,"[0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
478,521.125 to 521.875,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
479,522.5 to 522.8333333,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
480,523.375 to 523.8333333,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
481,524.0 to 524.875,"[0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
482,525.25 to 525.75,"[0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
483,526.125 to 526.5,"[0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]",2,c#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
484,527.0 to 527.5,"[0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",2,c#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
485,528.3333333 to 528.75,"[0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
486,529.3333333 to 529.7083333,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
487,530.25 to 530.5833333,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
488,531.125 to 531.5833333,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
489,532.0 to 532.6666667,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",8,f#Major,Piano Sonata K457 ii Eb major.mid by Mozart.csv
