index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,0.0 to 0.916666667,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
1,1.0 to 1.875,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 0]",1,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
2,2.0 to 2.666666667,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
3,3.0 to 3.75,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
4,4.0 to 4.75,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
5,5.0 to 5.875,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
6,6.0 to 6.666666667,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv
7,7.0 to 7.666666667,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
8,8.0 to 8.666666667000001,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
9,9.0 to 9.75,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",4,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
10,10.0 to 10.75,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
11,11.0 to 11.875,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
12,12.0 to 12.66666667,"[0, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0]",4,fMinor,Piano Sonata K279 ii F major.mid by Mozart.csv
13,13.0 to 13.66666667,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
14,14.0 to 14.66666667,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
15,15.0 to 15.91666667,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
16,16.0 to 16.75,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",7,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
17,17.0 to 17.66666667,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",6,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
18,18.0 to 18.75,"[1, 1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
19,19.0 to 19.66666667,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",6,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
20,20.0 to 20.66666667,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
21,21.0 to 21.91666667,"[3, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",7,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
22,22.0 to 22.75,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0]",5,cMinor,Piano Sonata K279 ii F major.mid by Mozart.csv
23,23.0 to 23.91666667,"[0, 0, 0, 0, 2, 2, 0, 3, 0, 0, 1, 0]",1,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
24,24.0 to 24.91666667,"[0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0]",4,fMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
25,25.0 to 25.75,"[0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
26,26.0 to 26.75,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",0,cMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
27,27.0 to 27.75,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",1,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
28,28.0 to 28.66666667,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
29,29.0 to 29.66666667,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
30,30.0 to 30.66666667,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
31,31.0 to 31.66666667,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
32,32.0 to 32.66666667,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1]",5,dMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
33,33.0 to 33.66666667,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2]",2,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
34,34.0 to 34.66666667,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2]",9,gMajor,Piano Sonata K279 ii F major.mid by Mozart.csv
