index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
129,136.0 to 136.875,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
130,137.0 to 137.5,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
131,138.0 to 138.5,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
132,139.0 to 139.875,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
133,140.0 to 140.5,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",7,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv
134,141.0 to 141.875,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",9,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv
135,142.0 to 142.875,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
136,143.0 to 143.875,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv
137,144.0 to 144.875,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
138,145.0 to 145.5,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
139,146.0 to 146.5,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
140,147.0 to 147.66666669999995,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
141,148.0 to 148.66666669999995,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
142,149.0 to 149.66666669999995,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
143,150.0 to 150.66666669999995,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
144,151.0 to 151.66666669999995,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
145,152.0 to 152.66666669999995,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv
146,153.0 to 153.875,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
147,154.0 to 154.875,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",5,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
148,155.0 to 155.875,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
149,156.0 to 156.875,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",9,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
150,157.0 to 157.875,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
151,158.0 to 158.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
152,159.0 to 159.5,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
153,160.0 to 160.875,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
154,161.0 to 161.5,"[0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K332 i F major.mid by Mozart.csv
155,162.0 to 162.5,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
156,163.0 to 163.5,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
157,164.0 to 164.5,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",7,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv
158,165.0 to 165.875,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",9,e-Major,Piano Sonata K332 i F major.mid by Mozart.csv
159,166.0 to 166.875,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv
160,167.0 to 167.875,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
161,168.0 to 168.875,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
