,year,TotalCount,countInCluster,prob(%)
0,1774,1871,78,4.168893639764832
1,1775,1642,66,4.019488428745433
2,1777,1758,105,5.972696245733788
3,1783,2905,137,4.716006884681583
4,1788,267,9,3.3707865168539324
5,1789,800,47,5.875
