,year,TotalCount,countInCluster,prob(%)
0,1774,1871,113,6.03955104222341
1,1775,1642,69,4.202192448233861
2,1777,1758,71,4.0386803185438
3,1783,2905,96,3.3046471600688463
4,1788,267,3,1.1235955056179776
5,1789,800,27,3.375
