,year,TotalCount,countInCluster,prob(%)
0,1774,1871,53,2.8327097808658475
1,1775,1642,75,4.5676004872107185
2,1777,1758,22,1.2514220705346986
3,1783,2905,117,4.027538726333907
4,1788,267,11,4.119850187265917
5,1789,800,18,2.25
