,year,TotalCount,countInCluster,prob(%)
0,1774,1871,121,6.467129877071084
1,1775,1642,75,4.5676004872107185
2,1777,1758,108,6.143344709897611
3,1783,2905,162,5.576592082616179
4,1788,267,6,2.247191011235955
5,1789,800,80,10.0
