,year,TotalCount,countInCluster,prob(%)
0,1774,1871,163,8.71191876002138
1,1775,1642,102,6.211936662606577
2,1777,1758,147,8.361774744027302
3,1783,2905,257,8.846815834767643
4,1788,267,15,5.617977528089887
5,1789,800,48,6.0
