offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence
0.0,<music21.chord.Chord E4 G4 C5 C3>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",72,48,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.9154983621843348
0.25,<music21.chord.Chord C4 E4 G4 C5>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",72,60,Piano Sonata K279 i C major.mid,Mozart,0,major,"[0, 4, 7]_0",0.9154983621843348
0.5,<music21.chord.Chord E4 G4 C5 B3>,"[0, 1, 5, 8]","[11, 0, 4, 7]","[11, 0, 4, 7]",72,59,Piano Sonata K279 i C major.mid,Mozart,0,major,"[11, 0, 4, 7]_11",0.9154983621843348
0.75,<music21.chord.Chord C4>,[0],[0],[0],60,60,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348
1.0,<music21.chord.Chord C3>,[0],[0],[0],48,48,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348
1.5,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348
1.75,<music21.chord.Chord B4>,[0],[11],[11],71,71,Piano Sonata K279 i C major.mid,Mozart,0,major,[11]_11,0.9154983621843348
2.0,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9154983621843348
2.25,<music21.chord.Chord C5>,[0],[0],[0],72,72,Piano Sonata K279 i C major.mid,Mozart,0,major,[0]_0,0.9154983621843348
2.5,<music21.chord.Chord E5>,[0],[4],[4],76,76,Piano Sonata K279 i C major.mid,Mozart,0,major,[4]_4,0.9154983621843348
2.75,<music21.chord.Chord D5>,[0],[2],[2],74,74,Piano Sonata K279 i C major.mid,Mozart,0,major,[2]_2,0.9154983621843348
3.0,<music21.chord.Chord F5>,[0],[5],[5],77,77,Piano Sonata K279 i C major.mid,Mozart,0,major,[5]_5,0.9154983621843348
