index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,4.0 to 6.0,"[4, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",8,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
1,8.0 to 10.0,"[2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
2,12.0 to 15.875,"[0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
3,16.0 to 19.875,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",5,gMajor,Piano Sonata K309 i C major.mid by Mozart.csv
4,20.0 to 23.875,"[1, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0]",9,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
5,24.0 to 27.875,"[0, 1, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0]",3,fMinor,Piano Sonata K309 i C major.mid by Mozart.csv
6,28.0 to 31.875,"[1, 1, 2, 0, 2, 2, 0, 2, 0, 2, 0, 1]",1,fMinor,Piano Sonata K309 i C major.mid by Mozart.csv
7,32.0 to 34.0,"[4, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",8,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
8,36.0 to 38.0,"[2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
9,40.0 to 43.875,"[0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
10,44.0 to 47.5,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 1]",5,gMajor,Piano Sonata K309 i C major.mid by Mozart.csv
11,48.0 to 51.5,"[1, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0]",9,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
12,52.0 to 55.5,"[0, 1, 1, 0, 1, 2, 0, 1, 0, 1, 1, 0]",3,b-Major,Piano Sonata K309 i C major.mid by Mozart.csv
13,56.0 to 58.0,"[1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1]",9,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
14,60.0 to 63.875,"[3, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",2,fMajor,Piano Sonata K309 i C major.mid by Mozart.csv
15,64.0 to 67.5,"[3, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K309 i C major.mid by Mozart.csv
